Season,MatchId,RoundNumber,RoundName,utc,Home,Away,PlayerId,Player,Team,Period,Kicks,Handballs,Disposals
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1008083,Connor Idun,Greater Western Sydney,3,1,3,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1008083,Connor Idun,Greater Western Sydney,4,1,0,1
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1015862,Conor Stone,Greater Western Sydney,1,2,1,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1015862,Conor Stone,Greater Western Sydney,2,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1015862,Conor Stone,Greater Western Sydney,4,3,0,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I290675,Daniel Lloyd,Greater Western Sydney,2,2,0,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I290675,Daniel Lloyd,Greater Western Sydney,3,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I290675,Daniel Lloyd,Greater Western Sydney,4,0,1,1
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993107,Harry Himmelberg,Greater Western Sydney,1,0,1,1
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993107,Harry Himmelberg,Greater Western Sydney,2,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993107,Harry Himmelberg,Greater Western Sydney,3,2,1,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993107,Harry Himmelberg,Greater Western Sydney,4,2,0,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998205,Harry Perryman,Greater Western Sydney,1,4,0,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998205,Harry Perryman,Greater Western Sydney,2,4,3,7
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998205,Harry Perryman,Greater Western Sydney,4,4,0,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1001396,Isaac Cumming,Greater Western Sydney,1,2,2,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1001396,Isaac Cumming,Greater Western Sydney,2,2,3,5
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1001396,Isaac Cumming,Greater Western Sydney,3,2,2,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1001396,Isaac Cumming,Greater Western Sydney,4,2,1,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993903,Jacob Hopper,Greater Western Sydney,1,5,3,8
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993903,Jacob Hopper,Greater Western Sydney,2,2,4,6
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993903,Jacob Hopper,Greater Western Sydney,3,3,2,5
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I993903,Jacob Hopper,Greater Western Sydney,4,1,7,8
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1007238,Jake Stein,Greater Western Sydney,1,1,3,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1007238,Jake Stein,Greater Western Sydney,2,3,0,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1007238,Jake Stein,Greater Western Sydney,3,1,0,1
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1006013,James Peatling,Greater Western Sydney,4,0,2,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I296347,Josh Kelly,Greater Western Sydney,1,0,2,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I296347,Josh Kelly,Greater Western Sydney,2,6,5,11
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I296347,Josh Kelly,Greater Western Sydney,3,4,1,5
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I296347,Josh Kelly,Greater Western Sydney,4,4,3,7
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1009253,Lachie Ash,Greater Western Sydney,1,3,1,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1009253,Lachie Ash,Greater Western Sydney,2,3,2,5
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1009253,Lachie Ash,Greater Western Sydney,3,5,1,6
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1009253,Lachie Ash,Greater Western Sydney,4,4,2,6
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I294305,Lachie Whitfield,Greater Western Sydney,1,2,2,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I294305,Lachie Whitfield,Greater Western Sydney,2,10,3,13
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I294305,Lachie Whitfield,Greater Western Sydney,3,4,4,8
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I294305,Lachie Whitfield,Greater Western Sydney,4,6,3,9
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I271015,Matt de Boer,Greater Western Sydney,1,2,4,6
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I271015,Matt de Boer,Greater Western Sydney,2,3,1,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I271015,Matt de Boer,Greater Western Sydney,3,2,4,6
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I271015,Matt de Boer,Greater Western Sydney,4,2,5,7
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I295265,Nick Haynes,Greater Western Sydney,1,2,2,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I295265,Nick Haynes,Greater Western Sydney,2,4,4,8
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I295265,Nick Haynes,Greater Western Sydney,3,6,1,7
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I295265,Nick Haynes,Greater Western Sydney,4,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280804,Phil Davis,Greater Western Sydney,1,1,0,1
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280804,Phil Davis,Greater Western Sydney,2,0,4,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280804,Phil Davis,Greater Western Sydney,3,2,0,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280804,Phil Davis,Greater Western Sydney,4,0,2,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1005247,Sam Taylor,Greater Western Sydney,1,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1005247,Sam Taylor,Greater Western Sydney,2,2,0,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1005247,Sam Taylor,Greater Western Sydney,4,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280762,Shane Mumford,Greater Western Sydney,1,2,0,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280762,Shane Mumford,Greater Western Sydney,2,0,3,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280762,Shane Mumford,Greater Western Sydney,3,2,1,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I280762,Shane Mumford,Greater Western Sydney,4,0,2,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I291969,Stephen Coniglio,Greater Western Sydney,1,2,2,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I291969,Stephen Coniglio,Greater Western Sydney,2,2,4,6
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I291969,Stephen Coniglio,Greater Western Sydney,3,2,0,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I291969,Stephen Coniglio,Greater Western Sydney,4,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1012805,Tanner Bruhn,Greater Western Sydney,1,2,2,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1012805,Tanner Bruhn,Greater Western Sydney,2,1,0,1
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I1012805,Tanner Bruhn,Greater Western Sydney,4,3,1,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998172,Tim Taranto,Greater Western Sydney,1,2,1,3
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998172,Tim Taranto,Greater Western Sydney,2,3,1,4
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998172,Tim Taranto,Greater Western Sydney,3,2,0,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998172,Tim Taranto,Greater Western Sydney,4,7,4,11
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998225,Zach Sproule,Greater Western Sydney,1,1,1,2
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998225,Zach Sproule,Greater Western Sydney,2,1,0,1
2021,CD_M20210142501,25,Semi Finals,2021-09-03T09:50:00.000+0000,Geelong Cats,GWS GIANTS,CD_I998225,Zach Sproule,Greater Western Sydney,3,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002401,Brandon Starcevich,Brisbane Lions,1,1,2,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002401,Brandon Starcevich,Brisbane Lions,2,2,0,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002401,Brandon Starcevich,Brisbane Lions,3,5,0,5
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002401,Brandon Starcevich,Brisbane Lions,4,3,1,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I990609,Charlie Cameron,Brisbane Lions,1,3,1,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I990609,Charlie Cameron,Brisbane Lions,2,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I990609,Charlie Cameron,Brisbane Lions,3,5,2,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I990609,Charlie Cameron,Brisbane Lions,4,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I271072,Daniel Rich,Brisbane Lions,1,6,1,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I271072,Daniel Rich,Brisbane Lions,2,4,1,5
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I271072,Daniel Rich,Brisbane Lions,3,5,1,6
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I271072,Daniel Rich,Brisbane Lions,4,4,0,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I296269,Darcy Gardiner,Brisbane Lions,1,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I296269,Darcy Gardiner,Brisbane Lions,2,3,2,5
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I296269,Darcy Gardiner,Brisbane Lions,3,0,1,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I296269,Darcy Gardiner,Brisbane Lions,4,3,1,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I261224,Dayne Zorko,Brisbane Lions,1,5,3,8
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I261224,Dayne Zorko,Brisbane Lions,2,3,5,8
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I261224,Dayne Zorko,Brisbane Lions,3,2,2,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I261224,Dayne Zorko,Brisbane Lions,4,2,2,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1009385,Deven Robertson,Brisbane Lions,2,1,2,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1009385,Deven Robertson,Brisbane Lions,3,1,2,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1009385,Deven Robertson,Brisbane Lions,4,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I240302,Grant Birchall,Brisbane Lions,1,6,1,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I240302,Grant Birchall,Brisbane Lions,2,3,2,5
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I240302,Grant Birchall,Brisbane Lions,3,3,1,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I240302,Grant Birchall,Brisbane Lions,4,0,2,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I996059,Harris Andrews,Brisbane Lions,1,0,6,6
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I996059,Harris Andrews,Brisbane Lions,2,2,2,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I996059,Harris Andrews,Brisbane Lions,3,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I996059,Harris Andrews,Brisbane Lions,4,3,2,5
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1000978,Hugh McCluggage,Brisbane Lions,1,6,4,10
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1000978,Hugh McCluggage,Brisbane Lions,2,5,2,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1000978,Hugh McCluggage,Brisbane Lions,3,6,2,8
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1000978,Hugh McCluggage,Brisbane Lions,4,2,1,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002347,Jack Payne,Brisbane Lions,1,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002347,Jack Payne,Brisbane Lions,2,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I998133,Jarrod Berry,Brisbane Lions,1,4,4,8
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I998133,Jarrod Berry,Brisbane Lions,2,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293716,Jarryd Lyons,Brisbane Lions,1,3,4,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293716,Jarryd Lyons,Brisbane Lions,2,6,5,11
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293716,Jarryd Lyons,Brisbane Lions,3,4,2,6
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293716,Jarryd Lyons,Brisbane Lions,4,2,1,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I294518,Joe Daniher,Brisbane Lions,1,2,0,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I294518,Joe Daniher,Brisbane Lions,2,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I294518,Joe Daniher,Brisbane Lions,4,2,1,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1006059,Keidean Coleman,Brisbane Lions,1,2,1,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1006059,Keidean Coleman,Brisbane Lions,2,1,2,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1006059,Keidean Coleman,Brisbane Lions,3,6,1,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1006059,Keidean Coleman,Brisbane Lions,4,0,2,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293535,Lachie Neale,Brisbane Lions,1,5,4,9
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293535,Lachie Neale,Brisbane Lions,2,3,4,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293535,Lachie Neale,Brisbane Lions,3,3,3,6
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293535,Lachie Neale,Brisbane Lions,4,3,3,6
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293581,Lincoln McCarthy,Brisbane Lions,1,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293581,Lincoln McCarthy,Brisbane Lions,2,1,2,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293581,Lincoln McCarthy,Brisbane Lions,3,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I293581,Lincoln McCarthy,Brisbane Lions,4,3,5,8
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I294168,Marcus Adams,Brisbane Lions,1,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I294168,Marcus Adams,Brisbane Lions,2,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I294168,Marcus Adams,Brisbane Lions,3,3,0,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I294168,Marcus Adams,Brisbane Lions,4,3,1,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I290311,Mitch Robinson,Brisbane Lions,1,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I290311,Mitch Robinson,Brisbane Lions,2,5,5,10
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I290311,Mitch Robinson,Brisbane Lions,3,3,2,5
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I290311,Mitch Robinson,Brisbane Lions,4,4,3,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I298336,Nakia Cockatoo,Brisbane Lions,1,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I298336,Nakia Cockatoo,Brisbane Lions,2,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I298336,Nakia Cockatoo,Brisbane Lions,3,0,2,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I298336,Nakia Cockatoo,Brisbane Lions,4,1,0,1
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1005521,Oscar McInerney,Brisbane Lions,1,2,2,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1005521,Oscar McInerney,Brisbane Lions,2,3,1,4
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1005521,Oscar McInerney,Brisbane Lions,3,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1005521,Oscar McInerney,Brisbane Lions,4,4,3,7
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I291548,Ryan Lester,Brisbane Lions,3,5,1,6
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1013532,Tom Fullarton,Brisbane Lions,1,3,3,6
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1013532,Tom Fullarton,Brisbane Lions,2,0,2,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1013532,Tom Fullarton,Brisbane Lions,3,1,1,2
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1013532,Tom Fullarton,Brisbane Lions,4,1,2,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002312,Zac Bailey,Brisbane Lions,1,3,2,5
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002312,Zac Bailey,Brisbane Lions,2,2,1,3
2021,CD_M20210142502,25,Semi Finals,2021-09-04T09:20:00.000+0000,Brisbane Lions,Western Bulldogs,CD_I1002312,Zac Bailey,Brisbane Lions,3,3,0,3
