"Season","Round","Home.Team","Away.Team","Player.Name","Coaches.Votes"
2006,5,"St Kilda","Fremantle","Byron Schammer (FRE)","1"
2006,5,"Collingwood","Port Adelaide","Peter Walsh (PORT)","5"
2006,5,"Collingwood","Port Adelaide","Anthony Rocca (COLL)","5"
2006,5,"Collingwood","Port Adelaide","Brendon Lade (PORT)","4"
2006,5,"Collingwood","Port Adelaide","Christopher Tarrant (COLL)","4"
2006,5,"Collingwood","Port Adelaide","Heath Shaw (COLL)","3"
2006,5,"Collingwood","Port Adelaide","Shaun Burgoyne (PORT)","3"
2006,5,"Collingwood","Port Adelaide","Paul Licuria (COLL)","3"
2006,5,"Collingwood","Port Adelaide","Damon White (PORT)","2"
2006,5,"Collingwood","Port Adelaide","Dom Cassisi (PORT)","1"
2006,5,"Hawthorn","Essendon","Peter Everitt (HAW)","9"
2006,5,"Hawthorn","Essendon","Shane Crawford (HAW)","6"
2006,5,"Hawthorn","Essendon","Timothy Clarke (HAW)","5"
2006,5,"Hawthorn","Essendon","Dustin Fletcher (ESS)","3"
2006,5,"Hawthorn","Essendon","Scott Lucas (ESS)","3"
2006,5,"Hawthorn","Essendon","Adam McPhee (ESS)","2"
2006,5,"Hawthorn","Essendon","Joel Smith (HAW)","2"
2006,6,"Melbourne","Geelong Cats","Brock McLean (MELB)","10"
2006,6,"Melbourne","Geelong Cats","Gary Ablett (GEEL)","7"
2006,6,"Melbourne","Geelong Cats","Cameron Bruce (MELB)","4"
2006,6,"Melbourne","Geelong Cats","Paul Chapman (GEEL)","4"
2006,6,"Melbourne","Geelong Cats","Aaron Davey (MELB)","2"
2006,6,"Melbourne","Geelong Cats","Brad Green (MELB)","2"
2006,6,"Melbourne","Geelong Cats","Jared Rivers (MELB)","1"
2006,6,"Fremantle","West Coast Eagles","Joshua Carr (FRE)","9"
2006,6,"Fremantle","West Coast Eagles","Chris Judd (WCE)","9"
2006,6,"Fremantle","West Coast Eagles","Matthew Pavlich (FRE)","6"
2006,6,"Fremantle","West Coast Eagles","Michael Johnson (FRE)","3"
2006,6,"Fremantle","West Coast Eagles","Brent Staker (WCE)","3"
2006,6,"St Kilda","Western Bulldogs","Nick Dal Santo (STK)","9"
2006,6,"St Kilda","Western Bulldogs","Fraser Gehrig (STK)","9"
2006,6,"St Kilda","Western Bulldogs","Robert Harvey (STK)","6"
2006,6,"St Kilda","Western Bulldogs","Brad Johnson (WB)","2"
2006,6,"St Kilda","Western Bulldogs","Peter Street (WB)","2"
2006,6,"St Kilda","Western Bulldogs","Luke Ball (STK)","1"
2006,6,"St Kilda","Western Bulldogs","Nick Riewoldt (STK)","1"
2006,6,"Adelaide Crows","Port Adelaide","Tyson Edwards (ADEL)","10"
2006,6,"Adelaide Crows","Port Adelaide","Trent Hentschel (ADEL)","5"
2006,6,"Adelaide Crows","Port Adelaide","Shaun Burgoyne (PORT)","5"
2006,6,"Adelaide Crows","Port Adelaide","Scott Thompson (ADEL)","5"
2006,6,"Adelaide Crows","Port Adelaide","Michael Doughty (ADEL)","3"
2006,6,"Adelaide Crows","Port Adelaide","Brendon Lade (PORT)","2"
2006,6,"Essendon","Richmond","Dean Polo (RICH)","7"
2006,6,"Essendon","Richmond","Nathan Lovett-Murray (ESS)","5"
2006,6,"Essendon","Richmond","Jason Johnson (ESS)","4"
2006,6,"Essendon","Richmond","Joel Bowden (RICH)","4"
2006,6,"Essendon","Richmond","Scott Lucas (ESS)","3"
2006,6,"Essendon","Richmond","Chris Newman (RICH)","3"
2006,6,"Essendon","Richmond","Jobe Watson (ESS)","3"
2006,6,"Essendon","Richmond","Gregory Tivendale (RICH)","1"
2006,6,"Brisbane Lions","Sydney Swans","Adam Goodes (SYD)","10"
2006,6,"Brisbane Lions","Sydney Swans","Jamie Charman (BL)","7"
2006,6,"Brisbane Lions","Sydney Swans","Jude Bolton (SYD)","5"
2006,6,"Brisbane Lions","Sydney Swans","Lewis Roberts-Thomson (SYD)","4"
2006,6,"Brisbane Lions","Sydney Swans","Jared Crouch (SYD)","2"
2006,6,"Brisbane Lions","Sydney Swans","Barry Hall (SYD)","2"
2006,6,"Carlton","Collingwood","Lance Whitnall (CARL)","10"
2006,6,"Carlton","Collingwood","Paul Licuria (COLL)","7"
2006,6,"Carlton","Collingwood","Brodie Holland (COLL)","5"
2006,6,"Carlton","Collingwood","Shane O'Bree (COLL)","4"
2006,6,"Carlton","Collingwood","Tarkyn Lockyer (COLL)","3"
2006,6,"Carlton","Collingwood","Shane Wakelin (COLL)","1"
2006,6,"North Melbourne","Hawthorn","Nathan Thompson (NMFC)","9"
2006,6,"North Melbourne","Hawthorn","Daniel Wells (NMFC)","8"
2006,6,"North Melbourne","Hawthorn","Shannon Grant (NMFC)","7"
2006,6,"North Melbourne","Hawthorn","Luke Hodge (HAW)","4"
2006,6,"North Melbourne","Hawthorn","Sam Mitchell (HAW)","2"
2006,7,"St Kilda","Geelong Cats","Paul Chapman (GEEL)","10"
2006,7,"St Kilda","Geelong Cats","Darren Milburn (GEEL)","8"
2006,7,"St Kilda","Geelong Cats","Joel Corey (GEEL)","3"
2006,7,"St Kilda","Geelong Cats","Jason Gram (STK)","3"
2006,7,"St Kilda","Geelong Cats","Steve Johnson (GEEL)","2"
2006,7,"St Kilda","Geelong Cats","Matthew Scarlett (GEEL)","2"
2006,7,"St Kilda","Geelong Cats","Brendon Goddard (STK)","1"
2006,7,"St Kilda","Geelong Cats","Steven King (GEEL)","1"
2006,7,"Melbourne","Fremantle","Brock McLean (MELB)","8"
2006,7,"Melbourne","Fremantle","Aaron Davey (MELB)","7"
2006,7,"Melbourne","Fremantle","James McDonald (MELB)","4"
2006,7,"Melbourne","Fremantle","Adem Yze (MELB)","4"
2006,7,"Melbourne","Fremantle","Travis Johnstone (MELB)","3"
2006,7,"Melbourne","Fremantle","Byron Pickett (MELB)","2"
2006,7,"Melbourne","Fremantle","Michael Johnson (FRE)","1"
2006,7,"Melbourne","Fremantle","Matthew Pavlich (FRE)","1"
2006,7,"Richmond","Sydney Swans","Barry Hall (SYD)","8"
2006,7,"Richmond","Sydney Swans","Ryan O'Keefe (SYD)","7"
2006,7,"Richmond","Sydney Swans","Brett Kirk (SYD)","6"
2006,7,"Richmond","Sydney Swans","Amon Buchanan (SYD)","5"
2006,7,"Richmond","Sydney Swans","Adam Goodes (SYD)","4"
2006,7,"West Coast Eagles","Collingwood","Chris Judd (WCE)","10"
2006,7,"West Coast Eagles","Collingwood","Quinten Lynch (WCE)","7"
2006,7,"West Coast Eagles","Collingwood","Josh Fraser (COLL)","5"
2006,7,"West Coast Eagles","Collingwood","Adam Selwood (WCE)","4"
2006,7,"West Coast Eagles","Collingwood","Dean Cox (WCE)","2"
2006,7,"West Coast Eagles","Collingwood","Ben Johnson (COLL)","1"
2006,7,"West Coast Eagles","Collingwood","Dane Swan (COLL)","1"
2006,7,"Hawthorn","Brisbane Lions","Jonathan Brown (BL)","10"
2006,7,"Hawthorn","Brisbane Lions","Jamie Charman (BL)","5"
2006,7,"Hawthorn","Brisbane Lions","Simon Black (BL)","4"
2006,7,"Hawthorn","Brisbane Lions","Troy Selwood (BL)","4"
2006,7,"Hawthorn","Brisbane Lions","Michael Voss (BL)","3"
2006,7,"Hawthorn","Brisbane Lions","Luke Power (BL)","2"
2006,7,"Hawthorn","Brisbane Lions","Jared Brennan (BL)","1"
2006,7,"Hawthorn","Brisbane Lions","Brent Guerra (HAW)","1"
2006,7,"Port Adelaide","Western Bulldogs","Daniel Giansiracusa (WB)","10"
2006,7,"Port Adelaide","Western Bulldogs","Brad Johnson (WB)","8"
2006,7,"Port Adelaide","Western Bulldogs","Shaun Burgoyne (PORT)","5"
2006,7,"Port Adelaide","Western Bulldogs","Rohan Smith (WB)","3"
2006,7,"Port Adelaide","Western Bulldogs","Nathan Eagleton (WB)","2"
2006,7,"Port Adelaide","Western Bulldogs","Brendon Lade (PORT)","1"
2006,7,"Port Adelaide","Western Bulldogs","Daniel Cross (WB)","1"
2006,7,"Carlton","Essendon","Brendan Fevola (CARL)","9"
2006,7,"Carlton","Essendon","Lance Whitnall (CARL)","7"
2006,7,"Carlton","Essendon","Nicholas Stevens (CARL)","5"
2006,7,"Carlton","Essendon","Adam Bentick (CARL)","5"
2006,7,"Carlton","Essendon","Heath Scotland (CARL)","2"
2006,7,"Carlton","Essendon","Mark Bolton (ESS)","1"
2006,7,"Carlton","Essendon","Jobe Watson (ESS)","1"
2006,7,"North Melbourne","Adelaide Crows","Simon Goodwin (ADEL)","10"
2006,7,"North Melbourne","Adelaide Crows","Mark Ricciuto (ADEL)","8"
2006,7,"North Melbourne","Adelaide Crows","Brett Burton (ADEL)","6"
2006,7,"North Melbourne","Adelaide Crows","Tyson Edwards (ADEL)","3"
2006,7,"North Melbourne","Adelaide Crows","Benjamin Hart (ADEL)","2"
2006,7,"North Melbourne","Adelaide Crows","Michael Doughty (ADEL)","1"
2006,8,"Hawthorn","Melbourne","Travis Johnstone (MELB)","9"
2006,8,"Hawthorn","Melbourne","David Neitz (MELB)","9"
2006,8,"Hawthorn","Melbourne","James McDonald (MELB)","6"
2006,8,"Hawthorn","Melbourne","Joel Smith (HAW)","2"
2006,8,"Hawthorn","Melbourne","Nathan Carroll (MELB)","2"
2006,8,"Hawthorn","Melbourne","Luke Hodge (HAW)","1"
2006,8,"Hawthorn","Melbourne","Brock McLean (MELB)","1"
