MatchId,Player,Team,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20210101,Dustin Martin,Richmond,1.9,10.9,4.8,12.3,29.9,17.72,3.4,19.2,12.6,10.5,10,158,131,89,19,12,31,67.7,619,449,8,4,4,13,0,14,8,9,7,8,2,7,0,2,63,5,5,0,0,0,6,2,2,17.7,-3.7,4,12,2,2021,1
20210101,Jack Graham,Richmond,6.8,2.6,5.3,3.3,18.0,9.67,6.1,7.9,5.0,9.2,7,120,115,76,22,11,33,78.8,836,416,11,7,3,26,0,8,5,2,1,19,2,5,0,0,37,5,5,0,0,0,1,0,1,3.1,-2.1,1,7,0,2021,1
20210101,Jack Newnes,Carlton,3.5,1.7,8.2,3.1,16.5,8.93,2.5,11.8,9.4,4.4,0,109,104,85,14,13,27,85.2,338,295,2,3,1,7,0,12,9,9,6,4,8,10,1,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,7,2,2021,1
20210101,Shane Edwards,Richmond,1.9,0.4,4.3,9.4,15.9,14.93,0.9,12.4,7.1,6.3,0,111,84,81,11,16,27,77.8,283,368,3,2,3,20,0,12,11,9,9,9,10,2,0,0,57,3,4,0,0,0,0,0,0,0.0,0.0,1,8,5,2021,1
20210101,Noah Balta,Richmond,3.4,6.1,4.3,1.9,15.7,9.39,3.5,9.6,8.8,1.6,0,75,49,84,10,1,11,72.7,319,190,3,2,1,7,1,6,2,3,0,3,7,4,4,2,23,2,2,8,3,2,1,0,1,2.1,-1.1,0,4,2,2021,1
20210101,Michael Gibbons,Carlton,3.6,6.5,1.6,3.3,14.9,7.8,1.5,11.5,3.3,9.7,0,77,75,69,8,7,15,80.0,244,247,2,3,1,20,0,3,3,2,2,5,1,7,0,0,0,1,0,0,0,0,2,2,0,6.4,5.6,1,8,2,2021,1
20210101,Toby Nankervis,Richmond,2.7,7.4,0.8,4.0,14.9,12.86,6.7,5.4,4.3,-0.1,0,76,56,75,4,8,12,58.3,84,185,1,3,1,9,0,6,4,3,3,5,2,0,0,0,77,3,2,51,27,12,0,0,0,0.0,0.0,0,4,4,2021,1
20210101,Jack Riewoldt,Richmond,0.6,1.8,9.0,3.3,14.7,8.94,0.0,12.6,6.2,9.6,5,93,85,90,9,1,10,60.0,349,81,3,2,5,17,0,6,4,6,4,0,2,4,0,1,0,0,0,3,0,0,7,4,2,17.8,8.2,0,8,2,2021,1
20210101,Adam Saad,Carlton,3.9,4.0,2.6,4.1,14.6,12.05,1.6,10.8,7.6,3.4,0,114,96,83,16,9,25,80.0,352,326,4,4,4,18,1,10,8,8,7,8,8,4,1,0,0,2,1,0,0,0,0,0,0,0.0,0.0,0,3,1,2021,1
20210101,Sam Walsh,Carlton,4.0,4.4,4.0,1.4,13.9,12.12,3.9,9.2,7.6,7.5,6,122,95,82,12,19,31,87.1,389,282,3,3,3,22,0,13,11,5,5,10,3,6,1,0,70,6,6,0,0,0,1,0,1,3.2,-2.2,1,7,2,2021,1
20210101,Shai Bolton,Richmond,3.7,2.1,3.0,4.9,13.7,12.24,6.8,6.7,6.0,7.7,0,85,77,79,13,12,25,64.0,554,263,8,3,1,9,0,14,8,2,2,8,0,2,0,0,53,9,11,0,0,0,2,1,1,5.5,1.5,1,7,1,2021,1
20210101,Marc Pittonet,Carlton,7.6,3.2,1.2,1.2,13.2,10.92,4.5,7.1,4.4,1.1,0,85,65,87,4,5,9,77.8,70,182,0,0,0,9,0,2,1,0,0,2,3,3,3,0,87,2,4,76,33,12,0,0,0,0.0,0.0,0,5,3,2021,1
20210101,Dion Prestia,Richmond,3.3,6.6,0.8,2.5,13.2,12.91,6.1,3.6,7.3,2.6,0,82,87,74,12,13,25,68.0,380,400,1,5,4,24,0,12,9,3,2,10,2,3,1,0,70,9,8,0,0,0,2,0,1,7.1,-6.1,0,9,3,2021,1
20210101,Patrick Cripps,Carlton,7.7,4.0,-0.6,2.0,13.1,14.13,4.3,5.8,7.1,2.9,1,88,83,91,8,20,28,67.9,252,392,3,3,3,19,0,13,7,4,3,12,0,2,0,0,77,5,7,0,0,0,1,0,1,2.8,-1.8,1,10,0,2021,1
20210101,Lachie Plowman,Carlton,2.9,0.2,5.9,2.3,11.4,8.16,0.0,10.0,4.1,5.0,0,61,46,84,8,1,9,100.0,171,62,0,1,1,13,2,2,1,2,1,2,7,3,3,0,0,0,0,0,0,0,1,1,0,1.6,4.4,0,3,3,2021,1
