MatchId,Player,Team,RatingPoints,EstimatedRating,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20190102,Mark O'Connor,Geelong,8.3,5.37,0,55,46,80,6,7,13,69.2,87,1,1,1,8,,7,5,5,3,0,1,,0,0.0,0,0,0,0,0,0,0,0,0,2019,1
20190102,Brody Mihocek,Collingwood,7.9,9.07,0,50,50,84,9,5,14,78.6,338,3,4,0,3,,5,3,2,5,1,1,,0,0.0,0,0,0,0,0,0,1,4,1,2019,1
20190102,Jack Crisp,Collingwood,7.8,12.88,0,83,78,85,14,12,26,65.4,356,3,6,1,7,,9,8,8,3,1,0,,1,0.0,0,0,0,1,0,0,0,5,3,2019,1
20190102,Tom Hawkins,Geelong,7.6,13.51,0,89,76,95,7,5,12,58.3,178,1,4,4,11,,5,4,0,6,0,0,,1,1.0,9,0,0,5,2,2,0,7,0,2019,1
20190102,Steele Sidebottom,Collingwood,7.2,12.41,0,87,84,85,12,14,26,73.1,337,3,6,2,23,,9,8,6,6,0,0,,3,4.0,0,0,0,1,0,0,0,3,0,2019,1
20190102,Jordan Clark,Geelong,6.9,5.72,0,69,60,86,14,3,17,82.4,486,5,6,0,8,,3,2,6,4,1,0,,0,0.0,0,0,0,0,0,0,0,1,0,2019,1
20190102,Brayden Maynard,Collingwood,6.7,8.59,0,71,43,87,8,8,16,87.5,189,1,1,0,16,,5,5,5,3,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,2019,1
20190102,Mark Blicavs,Geelong,6.5,10.73,0,61,47,97,6,6,12,75.0,94,0,3,2,11,,5,4,6,4,1,1,,1,0.0,0,0,0,0,0,0,0,0,0,2019,1
20190102,Luke Dahlhaus,Geelong,6.2,9.98,0,102,98,79,8,16,24,66.7,274,4,7,6,18,,8,6,1,4,0,0,,3,3.0,0,0,0,2,1,1,0,4,1,2019,1
20190102,Jake Kolodjashnij,Geelong,5.7,6.54,0,57,39,82,5,4,9,88.9,175,2,1,3,10,,5,4,6,1,0,0,,0,0.0,0,0,0,1,0,0,0,2,2,2019,1
20190102,Tom Phillips,Collingwood,5.6,11.21,0,79,88,90,16,8,24,62.5,556,2,6,1,11,,7,5,4,7,0,0,,0,0.0,0,0,0,2,0,1,0,5,1,2019,1
20190102,Brodie Grundy,Collingwood,5.2,16.2,0,81,84,86,10,8,18,55.6,79,1,0,2,9,,14,8,1,2,0,0,,7,11.0,73,34,7,2,0,2,0,6,5,2019,1
20190102,Josh Thomas,Collingwood,5.1,11.2,0,48,45,74,6,10,16,68.8,120,3,3,1,15,,4,3,0,2,0,0,,1,2.0,0,0,0,0,0,0,1,5,0,2019,1
20190102,Tom Atkins,Geelong,5.1,5.72,0,57,44,81,5,4,9,77.8,125,3,4,5,13,,4,3,2,2,0,0,,0,1.0,0,0,0,0,0,0,2,4,1,2019,1
20190102,Gary Rohan,Geelong,4.8,8.65,0,46,49,79,9,1,10,60.0,152,2,6,2,17,,5,3,2,5,1,2,,0,0.0,0,0,0,1,0,0,1,3,0,2019,1
20190102,Jordan De Goey,Collingwood,4.4,11.58,0,59,54,79,7,3,10,50.0,161,1,2,1,8,,3,2,0,3,0,0,,2,0.0,0,0,0,5,2,2,0,5,0,2019,1
20190102,Esava Ratugolea,Geelong,4.1,6.42,0,33,20,78,2,3,5,80.0,92,1,3,2,14,,5,3,1,0,0,0,,2,3.0,13,4,1,0,0,0,0,0,0,2019,1
20190102,Gryan Miers,Geelong,3.6,5.36,0,37,45,76,6,5,11,72.7,94,1,3,3,9,,3,1,1,1,0,0,,0,0.0,0,0,0,0,0,0,0,1,0,2019,1
20190102,Tom Stewart,Geelong,3.0,8.97,2,95,102,87,20,6,26,69.2,448,1,7,2,11,,6,4,8,7,1,0,,0,1.0,0,0,0,0,0,0,0,0,0,2019,1
20190102,Mason Cox,Collingwood,2.7,9.97,0,48,55,85,8,3,11,63.6,163,0,5,1,4,,5,0,2,3,1,1,,1,1.0,12,7,1,3,1,1,0,4,2,2019,1
20190102,Jaidyn Stephenson,Collingwood,2.5,8.51,0,55,71,82,12,4,16,56.3,204,1,6,2,15,,6,6,3,7,0,0,,1,0.0,0,0,0,3,0,1,0,3,0,2019,1
20190102,Jack Henry,Geelong,2.1,8.06,0,17,20,81,3,2,5,60.0,56,1,2,1,8,,2,2,2,2,1,0,,0,0.0,0,0,0,0,0,0,0,1,1,2019,1
20190102,Travis Varcoe,Collingwood,1.8,8.88,0,41,39,70,2,7,9,100.0,37,2,0,4,15,,2,2,0,4,0,0,,0,0.0,0,0,0,0,0,0,1,1,0,2019,1
20190103,Justin Westhoff,Port Adelaide,24.9,12.07,10,149,120,85,12,6,18,83.3,286,3,4,5,15,,11,6,6,9,1,1,,0,1.0,0,0,0,5,5,0,0,7,0,2019,1
20190103,James Harmes,Melbourne,18.6,11.58,0,103,91,75,12,11,23,69.6,332,3,5,4,21,,13,9,5,5,3,1,,6,7.0,0,0,0,1,0,1,1,4,2,2019,1
20190103,Willem Drew,Port Adelaide,15.6,5.36,0,103,86,81,10,11,21,81.0,216,3,4,5,19,,10,5,3,5,0,0,,4,5.0,0,0,0,0,0,0,1,7,2,2019,1
20190103,Dan Houston,Port Adelaide,15.4,8.74,1,91,67,80,10,6,16,93.8,313,2,1,4,15,,6,4,5,3,2,2,,1,0.0,0,0,0,0,0,0,0,3,2,2019,1
20190103,Max Gawn,Melbourne,15.1,16.41,0,87,68,86,7,6,13,84.6,148,3,1,2,14,,10,5,3,3,0,1,,2,1.0,45,21,8,0,0,0,0,4,1,2019,1
20190103,Jack Watts,Port Adelaide,14.9,8.71,2,90,92,89,12,10,22,81.8,267,1,2,3,9,,7,5,7,9,3,2,,1,0.0,0,0,0,0,0,0,0,8,3,2019,1
20190103,Brad Ebert,Port Adelaide,14.7,10.45,0,99,109,81,12,11,23,87.0,277,4,1,6,17,,7,4,3,9,0,2,,1,1.0,1,0,0,1,1,0,0,6,1,2019,1
20190103,Karl Amon,Port Adelaide,14.6,9.52,0,73,66,82,7,14,21,90.5,163,1,1,2,10,,4,3,3,3,0,1,,0,0.0,0,0,0,0,0,0,1,6,1,2019,1
20190103,Christian Salem,Melbourne,14.2,10.0,1,139,128,87,30,2,32,84.4,741,2,6,4,15,,9,5,10,5,0,0,,1,0.0,0,0,0,0,0,0,0,3,0,2019,1
20190103,Bayley Fritsch,Melbourne,13.5,9.62,0,74,61,83,7,7,14,78.6,257,1,3,2,12,,8,6,6,4,1,1,,2,1.0,0,0,0,2,1,0,0,2,0,2019,1
20190103,Angus Brayshaw,Melbourne,12.7,12.62,0,89,100,78,17,9,26,57.7,430,3,6,3,18,,16,9,1,4,0,0,,8,9.0,0,0,0,2,1,1,0,3,0,2019,1
