MatchId,Player,Team,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20220101,Christian Petracca,Melbourne,5.5,9.1,5.4,9.9,29.9,16.88,12.1,14.5,11.1,16.2,10.0,163,142,87,24,14,38,76.3,869,233,11,4,2,27,0,16,13,6,6,13,3,8,1,0,75,9,6,0,0,0,5,2,1,10.0,3.0,1,13,2,2022,1
20220101,Jack Macrae,Western Bulldogs,3.8,7.6,5.8,3.1,20.3,15.52,10.1,4.5,6.1,9.1,0.0,133,120,84,19,20,39,79.5,613,466,6,6,3,15,0,15,9,1,1,16,1,5,0,0,75,11,11,0,0,0,0,0,0,0.0,0.0,0,4,1,2022,1
20220101,Aaron Naughton,Western Bulldogs,1.4,10.4,0.9,4.8,17.5,9.16,1.2,14.9,7.7,7.9,6.0,108,88,89,12,2,14,71.4,342,16,3,2,0,7,0,7,1,6,1,2,0,6,0,1,0,1,1,3,1,1,5,4,1,16.4,8.6,0,7,1,2022,1
20220101,Bailey Dale,Western Bulldogs,0.3,8.4,3.0,5.1,16.8,11.83,0.9,15.1,5.1,11.6,0.0,116,92,83,17,8,25,84.0,602,243,3,4,0,11,6,4,3,2,2,9,6,6,3,0,0,1,1,0,0,0,1,1,0,2.3,3.7,0,5,1,2022,1
20220101,Clayton Oliver,Melbourne,3.8,1.7,6.6,4.1,16.2,16.75,2.6,7.6,9.7,4.7,3.0,112,100,81,19,13,32,75.0,549,412,4,8,5,29,0,15,11,6,5,13,7,6,0,0,93,6,7,0,0,0,1,0,0,2.7,-2.7,0,8,4,2022,1
20220101,Ed Richards,Western Bulldogs,2.3,2.5,5.4,5.7,15.9,7.84,1.3,9.2,4.5,4.3,0.0,75,57,81,6,8,14,92.9,151,153,1,1,4,17,2,4,3,3,2,6,4,2,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0,2,0,2022,1
20220101,Ed Langdon,Melbourne,9.5,-1.2,6.6,0.8,15.8,9.52,0.5,14.8,6.7,8.3,1.0,103,68,100,12,10,22,77.3,451,190,5,4,0,5,0,11,9,10,9,8,7,3,0,0,0,1,1,0,0,0,1,1,0,2.9,3.1,1,6,2,2022,1
20220101,Hayden Crozier,Western Bulldogs,7.5,4.9,0.2,3.0,15.5,7.61,0.0,12.3,5.4,8.1,0.0,93,100,75,14,5,19,89.5,391,225,2,3,3,6,0,3,1,3,1,6,6,12,3,1,0,0,0,0,0,0,1,1,0,2.6,3.4,0,4,1,2022,1
20220101,Tim English,Western Bulldogs,3.6,6.0,1.0,3.6,14.2,10.7,6.2,6.7,11.6,0.6,0.0,123,106,86,16,4,20,85.0,259,148,1,3,2,15,0,13,3,6,0,3,6,6,3,2,93,8,8,63,18,6,1,0,1,2.1,-1.1,0,4,2,2022,1
20220101,Marcus Bontempelli,Western Bulldogs,2.9,1.5,4.2,5.2,13.8,15.85,0.7,10.4,6.1,5.7,0.0,105,100,72,13,4,17,76.5,380,94,4,3,7,21,0,6,3,5,3,5,6,7,3,1,50,1,1,0,0,0,1,1,0,3.1,2.9,2,6,2,2022,1
20220101,Luke Jackson,Melbourne,1.8,2.8,6.9,0.6,12.1,9.02,0.8,7.2,6.5,1.5,0.0,88,72,86,3,9,12,83.3,166,76,1,0,4,19,0,8,5,7,4,2,1,5,0,2,21,1,1,25,10,3,2,1,1,6.1,0.9,0,7,1,2022,1
