MatchId,Player,Team,RatingPoints,EstimatedRating,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,Turnovers,Tackles,PressureActs,ContestedPossessions,GroundBallGets,Intercepts,Marks,InterceptMarks,ContestedMarks,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20170707,Sam Naismith,Sydney,6.8,10.92,0,57,62,61,5,4,9,77.8,59,1,1,3,14,4,2,2,3,1,0,3,4,47,16,3,0,0,0,0,4,2,2017,7
20170707,Harris Andrews,Brisbane,6.6,11.07,0,57,59,99,7,8,15,66.7,180,0,6,1,7,4,4,4,7,1,0,0,0,0,0,0,0,0,0,0,3,0,2017,7
20170707,Jake Barrett,Brisbane,6.5,3.72,0,60,69,81,7,6,13,69.2,63,1,3,6,11,4,3,0,2,0,0,3,2,0,0,0,1,1,0,0,2,0,2017,7
20170707,Michael Close,Brisbane,6.3,6.03,0,65,70,81,7,6,13,69.2,73,1,6,3,10,5,1,0,6,0,2,1,1,11,3,2,3,1,0,0,3,1,2017,7
20170707,Lewis Melican,Sydney,6.3,7.09,0,67,69,94,10,6,16,62.5,218,0,2,3,9,7,5,9,5,2,1,0,0,0,0,0,0,0,0,0,1,1,2017,7
20170707,Darcy Gardiner,Brisbane,6.0,7.13,0,49,50,87,10,2,12,75.0,170,3,0,1,7,2,1,3,4,2,1,0,0,0,0,0,0,0,0,0,2,1,2017,7
20170707,Dayne Zorko,Brisbane,5.9,15.19,0,88,97,89,11,10,21,52.4,331,2,6,6,20,9,7,1,5,0,0,4,5,0,0,0,2,1,1,0,3,1,2017,7
20170707,Nick Smith,Sydney,5.8,6.89,0,50,40,84,6,4,10,80.0,117,2,1,2,10,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2017,7
20170707,George Hewett,Sydney,5.7,6.75,0,54,61,70,7,9,16,75.0,115,2,2,4,22,4,4,1,3,0,0,2,4,0,0,0,0,0,0,0,5,3,2017,7
20170707,Oliver Florent,Sydney,5.5,5.97,0,33,31,77,4,6,10,60.0,82,1,1,1,16,4,3,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,2017,7
20170707,Daniel Rich,Brisbane,5.4,12.41,0,66,57,85,10,5,15,80.0,249,1,3,2,4,5,4,3,4,0,0,1,1,0,0,0,0,0,0,0,3,1,2017,7
20170707,Sam Reid,Sydney,5.4,9.96,0,48,44,86,4,8,12,66.7,37,0,1,0,4,5,3,2,5,1,2,0,0,0,0,0,1,0,1,2,5,1,2017,7
20170707,Daniel McStay,Brisbane,4.9,7.93,0,40,40,93,5,5,10,80.0,147,0,2,1,8,5,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2017,7
20170707,Josh Schache,Brisbane,4.9,4.94,0,61,58,84,8,3,11,54.5,144,2,3,0,4,5,3,0,4,0,0,0,0,1,0,0,5,2,2,1,5,0,2017,7
20170707,Callum Mills,Sydney,4.8,9.97,0,54,63,87,9,8,17,88.2,222,1,1,2,9,3,2,5,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2017,7
20170707,Eric Hipwood,Brisbane,4.4,5.58,0,11,15,86,4,3,7,42.9,65,1,4,0,6,2,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2017,7
20170707,Ryan Harwood,Brisbane,3.7,6.61,0,58,73,77,9,8,17,82.4,129,1,2,2,10,5,5,5,8,1,0,1,1,0,0,0,0,0,0,0,3,2,2017,7
20170707,Lewis Taylor,Brisbane,3.5,9.61,0,67,61,84,10,7,17,52.9,157,1,4,3,17,8,7,2,1,0,0,0,0,0,0,0,2,0,1,0,3,0,2017,7
20170707,Mitch Robinson,Brisbane,2.5,11.41,0,29,23,57,5,2,7,71.4,161,1,0,1,5,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,2017,7
20170707,Will Hayward,Sydney,1.4,8.68,0,55,48,79,6,3,9,33.3,132,0,4,2,8,2,1,1,1,0,0,0,0,0,0,0,4,2,2,1,5,1,2017,7
20170708,Jack Viney,Melbourne,22.6,12.05,10,123,145,82,12,20,32,68.8,477,4,11,15,27,16,14,3,2,1,0,7,8,0,0,0,1,1,0,0,5,1,2017,7
20170708,Jack Gunston,Hawthorn,21.6,10.86,0,82,58,88,10,3,13,100.0,360,3,1,0,18,7,3,0,3,0,2,1,0,0,0,0,2,2,0,3,7,0,2017,7
20170708,Ben McEvoy,Hawthorn,21.4,12.06,3,111,124,82,6,6,12,83.3,34,1,2,4,16,9,4,2,4,0,2,1,1,65,53,11,2,2,0,1,9,5,2017,7
20170708,Jarryd Roughead,Hawthorn,21.3,11.97,6,114,107,95,11,4,15,86.7,276,1,0,4,11,7,0,2,6,1,3,1,1,9,4,1,5,4,1,0,9,0,2017,7
20170708,Shaun Burgoyne,Hawthorn,19.9,12.28,4,106,92,80,11,12,23,91.3,318,6,2,4,24,13,7,4,5,0,1,7,8,0,0,0,2,1,1,1,7,1,2017,7
20170708,Tim O'Brien,Hawthorn,19.3,7.12,0,95,95,81,11,2,13,92.3,273,2,3,3,17,5,0,1,10,1,5,0,0,17,4,0,2,2,0,0,6,1,2017,7
20170708,Dom Tyson,Melbourne,18.3,8.68,0,99,85,76,10,18,28,82.1,248,3,0,3,17,15,11,2,2,0,0,6,10,0,0,0,0,0,0,0,5,3,2017,7
20170708,Jayden Hunt,Melbourne,17.5,12.18,0,75,80,85,7,10,17,82.4,345,5,2,3,17,5,4,3,5,0,1,1,1,0,0,0,2,2,0,1,6,0,2017,7
20170708,Luke Hodge,Hawthorn,17.0,11.8,0,92,90,88,13,13,26,73.1,304,1,3,4,14,9,8,8,5,1,1,2,2,0,0,0,0,0,0,0,6,0,2017,7
20170708,Nathan Jones,Melbourne,15.9,12.31,3,104,123,88,13,14,27,81.5,358,6,3,7,16,8,4,3,6,1,1,3,3,0,0,0,2,1,1,1,9,1,2017,7
20170708,Jeff Garlett,Melbourne,15.9,11.09,0,78,72,83,7,3,10,70.0,142,1,2,5,17,4,4,0,2,0,0,0,0,0,0,0,5,3,1,0,5,0,2017,7
20170708,Jesse Hogan,Melbourne,15.1,8.64,0,88,85,93,9,7,16,68.8,228,2,1,3,17,9,5,3,4,0,2,0,0,0,0,0,3,3,0,1,6,1,2017,7
20170708,Jordan Lewis,Melbourne,15.0,9.84,0,98,104,89,11,19,30,70.0,291,3,4,3,12,10,9,4,3,0,0,4,3,0,0,0,2,2,0,0,6,1,2017,7
20170708,Sam Frost,Melbourne,14.5,7.98,1,104,77,78,8,12,20,90.0,348,1,5,2,6,6,5,7,7,4,1,1,0,0,0,0,0,0,0,0,3,1,2017,7
20170708,Clayton Oliver,Melbourne,14.5,11.66,0,91,81,74,4,24,28,85.7,164,1,2,5,16,14,12,3,1,0,0,5,7,1,0,0,0,0,0,1,5,2,2017,7
20170708,Oscar McDonald,Melbourne,13.8,9.77,0,80,67,89,9,6,15,80.0,361,4,5,3,8,5,2,7,7,3,2,0,0,0,0,0,0,0,0,0,1,0,2017,7
20170708,Cameron Pedersen,Melbourne,13.7,10.36,0,87,97,78,6,10,16,68.8,219,4,3,6,16,7,4,0,4,0,2,0,0,49,16,4,2,1,1,0,5,1,2017,7
20170708,Isaac Smith,Hawthorn,13.5,8.59,3,107,115,80,17,6,23,73.9,611,7,4,5,20,4,4,1,9,0,0,1,1,0,0,0,3,1,2,1,5,0,2017,7
20170708,Tom McDonald,Melbourne,13.0,11.34,0,81,81,88,10,9,19,78.9,124,1,0,4,12,8,4,4,5,1,1,1,0,22,3,1,0,0,0,1,5,2,2017,7
20170708,Ryan Burton,Hawthorn,12.9,8.53,0,112,94,85,14,9,23,91.3,330,2,3,4,14,5,5,7,6,0,0,0,0,0,0,0,0,0,0,0,5,3,2017,7
20170708,Blake Hardwick,Hawthorn,11.8,6.41,0,74,66,77,12,6,18,88.9,295,2,1,0,12,5,4,5,7,2,1,0,0,0,0,0,0,0,0,0,4,2,2017,7
20170708,Luke Breust,Hawthorn,11.7,10.92,0,75,69,80,6,4,10,70.0,122,3,2,8,24,8,4,4,1,0,1,1,1,0,0,0,2,1,1,1,7,2,2017,7
20170708,Christian Petracca,Melbourne,11.3,12.89,0,54,45,81,5,8,13,92.3,176,5,1,2,9,7,5,2,3,0,1,1,1,0,0,0,1,0,0,1,3,1,2017,7
20170708,Neville Jetta,Melbourne,11.2,8.97,0,58,53,88,4,9,13,100.0,152,0,0,2,8,5,4,5,5,1,0,1,0,0,0,0,0,0,0,0,6,3,2017,7
20170708,Bernie Vince,Melbourne,10.7,8.46,0,98,95,83,19,12,31,67.7,426,3,7,2,9,8,8,5,3,1,0,3,3,0,0,0,0,0,0,1,4,2,2017,7
20170708,Cyril Rioli,Hawthorn,9.8,12.54,0,50,47,83,9,3,12,50.0,250,4,4,1,24,5,5,3,3,0,0,2,1,0,0,0,1,0,1,0,2,2,2017,7
20170708,James Frawley,Hawthorn,9.6,7.48,0,65,69,100,10,5,15,80.0,198,0,4,2,11,2,2,5,7,2,0,0,0,0,0,0,0,0,0,0,3,0,2017,7
20170708,Tom Mitchell,Hawthorn,8.4,12.95,0,108,136,88,12,19,31,64.5,165,3,3,12,36,16,9,3,5,0,0,6,11,0,0,0,1,0,1,0,9,3,2017,7
20170708,Jack Watts,Melbourne,6.6,10.79,0,66,66,78,5,10,15,73.3,78,0,1,4,16,3,0,1,2,0,0,1,1,20,5,2,1,1,0,0,2,1,2017,7
20170708,Josh Gibson,Hawthorn,6.4,8.55,0,69,59,99,10,10,20,90.0,82,0,4,0,10,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,5,3,2017,7
20170708,Will Langford,Hawthorn,6.1,10.6,0,88,114,76,15,5,20,55.0,306,3,3,9,21,6,5,3,5,1,0,2,3,0,0,0,2,1,1,1,5,0,2017,7
20170708,Tomas Bugg,Melbourne,6.0,6.94,0,56,64,74,10,10,20,65.0,241,0,3,1,6,8,6,0,3,0,0,2,2,0,0,0,0,0,0,0,5,0,2017,7
20170708,Ben Stratton,Hawthorn,5.8,6.87,0,66,72,96,8,4,12,100.0,172,0,2,7,10,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,3,0,2017,7
20170708,Paul Puopolo,Hawthorn,5.4,10.85,0,46,47,87,3,10,13,76.9,97,1,5,6,25,6,6,1,1,0,0,2,2,0,0,0,0,0,0,1,7,0,2017,7
20170708,Billy Hartung,Hawthorn,4.9,8.81,0,63,81,82,15,5,20,85.0,550,4,4,1,20,2,2,0,7,0,0,1,1,0,0,0,1,0,1,1,7,0,2017,7
20170708,James Sicily,Hawthorn,3.7,7.14,0,31,23,81,5,2,7,100.0,101,0,3,0,19,3,1,1,3,0,2,0,0,0,0,0,0,0,0,0,2,0,2017,7
20170708,Josh Wagner,Melbourne,3.7,6.87,0,46,63,79,8,7,15,80.0,98,1,2,3,10,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2017,7
20170708,Christian Salem,Melbourne,3.7,9.47,0,56,60,79,9,7,16,75.0,239,1,3,3,17,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2017,7
20170708,Liam Shiels,Hawthorn,3.5,10.31,0,35,55,84,9,4,13,46.2,157,3,5,4,34,5,5,3,3,1,0,3,3,0,0,0,1,0,1,0,4,2,2017,7
20170708,Michael Hibberd,Melbourne,3.3,9.66,0,56,73,87,15,12,27,66.7,433,3,7,1,5,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2017,7
20170708,Mitch Hannan,Melbourne,0.6,7.93,0,34,50,74,6,3,9,33.3,147,3,2,6,15,4,3,1,0,0,0,0,0,0,0,0,3,0,1,0,2,0,2017,7
20170708,Grant Birchall,Hawthorn,0.0,9.25,0,6,19,17,3,0,3,33.3,47,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7
20170708,Jay Kennedy Harris,Melbourne,-0.6,4.02,0,24,42,74,6,7,13,61.5,137,3,2,0,9,2,2,0,3,0,0,0,0,0,0,0,2,0,1,1,4,0,2017,7
20170708,Daniel Howe,Hawthorn,-1.5,7.33,0,49,65,72,8,6,14,57.1,174,2,3,4,9,5,3,3,5,1,1,0,1,0,0,0,0,0,0,0,2,0,2017,7
20170709,Lachie Neale,Fremantle,17.6,14.51,8,147,135,86,16,23,39,79.5,178,4,0,5,14,16,8,4,4,0,0,9,13,0,0,0,2,1,1,1,13,5,2017,7
20170709,Michael Walters,Fremantle,16.9,9.54,0,119,88,79,9,17,26,76.9,253,6,4,5,15,15,13,4,4,0,0,6,6,0,0,0,0,0,0,1,11,4,2017,7
20170709,Nat Fyfe,Fremantle,16.1,17.08,0,99,95,84,12,14,26,76.9,385,4,7,2,17,15,6,3,3,1,2,8,8,0,0,0,2,2,0,0,8,3,2017,7
20170709,Matt Taberner,Fremantle,14.7,7.07,6,119,107,88,13,5,18,66.7,229,1,3,1,6,13,5,1,9,1,7,1,1,22,7,1,5,4,1,1,10,2,2017,7
20170709,Shane Kersten,Fremantle,13.2,7.92,0,92,88,88,13,3,16,62.5,387,7,3,0,5,7,4,3,9,0,2,0,0,0,0,0,5,2,3,3,9,1,2017,7
20170709,Michael Hurley,Essendon,13.0,9.86,0,115,99,90,17,7,24,87.5,480,3,6,1,3,3,2,8,9,4,1,0,0,0,0,0,1,1,0,0,5,2,2017,7
20170709,Dyson Heppell,Essendon,12.8,12.86,0,103,95,84,11,12,23,73.9,403,5,2,5,19,8,8,2,6,1,0,4,3,3,0,0,1,1,0,0,7,1,2017,7
20170709,Zach Merrett,Essendon,12.8,13.56,2,133,124,76,20,8,28,71.4,394,3,3,7,21,11,8,5,6,1,1,5,5,0,0,0,2,1,0,1,4,2,2017,7
20170709,Aaron Sandilands,Fremantle,12.4,13.41,0,77,77,76,0,9,9,77.8,-20,0,0,1,8,6,4,0,1,0,1,3,3,67,51,12,0,0,0,0,3,2,2017,7
20170709,Connor Blakely,Fremantle,12.0,8.02,2,108,110,72,13,16,29,79.3,261,3,3,3,13,10,8,1,9,1,1,4,4,0,0,0,0,0,0,1,8,1,2017,7
20170709,Cameron McCarthy,Fremantle,11.8,6.93,0,73,79,93,9,3,12,41.7,245,3,4,3,12,4,3,1,7,1,1,0,0,0,0,0,5,2,1,1,5,0,2017,7
20170709,Brent Stanton,Essendon,11.7,8.47,0,69,61,77,9,8,17,76.5,255,3,1,2,12,6,4,2,3,1,0,3,1,0,0,0,1,0,1,1,6,1,2017,7
20170709,Michael Johnson,Fremantle,11.6,9.4,0,109,72,93,12,5,17,100.0,307,1,1,3,10,7,2,8,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2017,7
20170709,Josh Green,Essendon,11.5,9.57,0,72,59,78,9,1,10,60.0,162,1,2,4,14,5,4,1,3,0,1,2,1,0,0,0,4,1,2,2,8,2,2017,7
20170709,Brendon Goddard,Essendon,10.7,13.09,0,90,93,78,10,15,25,80.0,287,5,5,5,16,6,5,2,6,0,0,3,3,0,0,0,0,0,0,2,7,3,2017,7
20170709,Anthony McDonald-Tipungwuti,Essendon,10.6,12.32,0,59,57,75,7,2,9,77.8,218,3,1,4,15,3,1,0,4,0,1,0,1,0,0,0,2,1,1,0,5,0,2017,7
20170709,Matthew Leuenberger,Essendon,10.3,7.71,0,69,67,87,3,8,11,72.7,70,0,2,7,14,10,9,3,0,0,0,4,7,69,16,3,0,0,0,0,2,1,2017,7
20170709,Joe Daniher,Essendon,10.1,9.37,1,114,91,95,8,12,20,80.0,243,5,2,0,7,6,4,0,7,0,1,0,1,14,2,0,3,3,0,0,8,0,2017,7
20170709,David Mundy,Fremantle,10.0,12.81,0,85,71,70,11,9,20,75.0,364,5,2,0,13,5,3,0,5,0,0,4,3,1,1,1,2,1,1,1,8,0,2017,7
20170709,Mark Baguley,Essendon,7.9,7.52,0,58,50,91,5,6,11,100.0,140,0,0,3,6,5,2,5,3,1,1,0,0,0,0,0,0,0,0,0,5,3,2017,7
20170709,Cale Hooker,Essendon,7.6,9.33,1,91,94,87,13,6,19,68.4,236,3,5,1,4,10,4,2,10,0,4,1,2,2,0,0,5,2,2,0,7,0,2017,7
20170709,Joel Hamling,Fremantle,7.5,7.55,0,70,76,99,9,6,15,93.3,125,0,2,1,9,3,2,6,11,5,1,0,1,0,0,0,0,0,0,0,4,1,2017,7
20170709,James Kelly,Essendon,7.4,8.64,0,51,53,85,5,8,13,69.2,84,1,3,4,9,6,5,7,2,1,1,0,0,0,0,0,0,0,0,0,1,0,2017,7
20170709,Martin Gleeson,Essendon,6.8,8.08,0,30,37,74,6,3,9,88.9,163,0,1,1,11,3,3,3,2,0,0,0,0,0,0,0,1,1,0,0,2,1,2017,7
20170709,Michael Hartley,Essendon,6.5,9.6,0,54,41,89,3,6,9,88.9,9,0,1,2,8,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7
20170709,Brady Grey,Fremantle,6.4,8.15,0,61,65,81,5,4,9,77.8,174,0,1,5,10,4,3,1,3,0,0,0,0,0,0,0,2,2,0,0,5,1,2017,7
20170709,Orazio Fantasia,Essendon,5.8,11.38,0,73,60,82,6,7,13,76.9,208,2,1,3,23,5,3,2,5,0,0,0,0,0,0,0,2,0,2,3,7,1,2017,7
20170709,Travis Colyer,Essendon,5.7,9.75,0,53,49,71,7,8,15,66.7,259,3,2,2,16,5,5,2,1,0,0,1,2,0,0,0,2,0,1,0,3,1,2017,7
20170709,Darcy Parish,Essendon,5.6,7.77,0,65,65,69,7,11,18,83.3,207,0,4,3,26,6,4,2,3,0,0,1,3,0,0,0,0,0,0,0,3,0,2017,7
20170709,Garrick Ibbotson,Fremantle,5.6,6.12,0,69,65,84,13,1,14,100.0,236,1,2,1,8,2,0,5,7,2,0,0,0,0,0,0,0,0,0,0,5,3,2017,7
20170709,Hayden Crozier,Fremantle,5.1,7.28,0,50,58,77,5,6,11,63.6,90,1,2,2,10,6,4,0,5,0,1,0,0,0,0,0,2,1,1,0,5,0,2017,7
20170709,Ethan Hughes,Fremantle,5.1,5.4,0,66,58,80,12,4,16,93.8,351,5,3,1,6,3,2,5,3,0,0,1,1,0,0,0,0,0,0,0,3,0,2017,7
20170709,Cam Sutcliffe,Fremantle,5.0,6.45,0,54,66,77,11,6,17,82.4,110,1,3,0,5,2,1,4,7,2,1,0,0,0,0,0,0,0,0,0,4,1,2017,7
20170709,Ed Langdon,Fremantle,4.6,7.19,0,46,56,83,8,11,19,78.9,216,3,4,1,9,5,5,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,2017,7
20170709,David Zaharakis,Essendon,4.5,9.02,0,59,62,82,9,5,14,78.6,176,1,1,4,16,3,3,0,3,0,0,2,2,0,0,0,0,0,0,0,4,1,2017,7
20170709,Darcy Tucker,Fremantle,4.4,5.55,0,46,62,65,9,8,17,76.5,256,1,0,0,6,3,3,1,6,0,0,1,0,0,0,0,1,0,1,0,6,1,2017,7
20170709,Lachie Weller,Fremantle,4.1,9.01,0,54,70,84,12,7,19,78.9,378,2,5,2,4,2,2,1,5,0,0,2,1,0,0,0,0,0,0,0,5,2,2017,7
20170709,Lee Spurr,Fremantle,3.9,6.22,0,73,86,84,13,6,19,100.0,157,1,1,2,9,2,1,3,11,3,1,1,0,0,0,0,0,0,0,0,3,0,2017,7
20170709,Conor McKenna,Essendon,3.6,6.96,0,49,50,79,6,2,8,87.5,191,1,3,4,8,3,0,2,5,2,2,1,1,0,0,0,0,0,0,0,2,1,2017,7
20170709,Harley Balic,Fremantle,3.4,7.3,0,41,41,69,4,6,10,80.0,71,1,1,1,14,3,1,2,2,0,0,0,0,0,0,0,2,1,1,0,7,1,2017,7
20170709,Bradley Hill,Fremantle,3.3,8.43,10,118,159,88,30,7,37,62.2,869,6,9,0,13,3,1,1,16,0,0,0,1,0,0,0,3,1,1,0,13,0,2017,7
20170709,David Myers,Essendon,0.7,10.35,0,46,41,79,9,4,13,76.9,237,1,7,0,2,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7
20170709,Matt Dea,Essendon,0.7,9.64,0,28,22,86,5,3,8,75.0,124,0,1,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2017,7
20170709,Aaron Francis,Essendon,-0.1,7.94,0,43,56,85,6,7,13,38.5,194,1,1,3,14,4,3,0,4,0,1,0,1,2,0,0,3,0,3,0,4,0,2017,7
20170801,Easton Wood,Western Bulldogs,25.5,10.27,4,104,59,89,7,8,15,93.3,259,1,0,1,5,8,6,6,5,2,2,0,0,0,0,0,1,1,0,0,7,2,2017,8
20170801,Caleb Daniel,Western Bulldogs,18.7,10.18,3,116,101,86,13,17,30,86.7,390,5,5,4,17,11,9,5,3,0,0,1,1,0,0,0,1,0,1,0,6,1,2017,8
20170801,Shannon Hurn,West Coast,17.4,10.32,7,121,97,89,18,10,28,89.3,571,2,4,1,8,5,5,3,6,2,0,2,1,0,0,0,1,0,1,0,7,3,2017,8
20170801,Jeremy McGovern,West Coast,17.0,12.69,1,87,70,83,9,9,18,72.2,200,3,3,3,12,10,6,12,5,5,2,0,1,0,0,0,0,0,0,0,4,4,2017,8
20170801,Matthew Priddis,West Coast,16.3,13.86,0,106,103,79,7,17,24,79.2,250,4,4,11,24,11,9,1,2,0,1,3,4,0,0,0,0,0,0,0,4,0,2017,8
20170801,Sam Mitchell,West Coast,14.5,12.63,2,103,104,79,15,18,33,75.8,380,5,4,2,10,9,6,7,6,4,2,3,4,0,0,0,0,0,0,0,5,0,2017,8
20170801,Marcus Bontempelli,Western Bulldogs,14.4,17.43,0,99,112,88,12,13,25,68.0,370,2,7,10,27,10,6,3,4,1,0,6,7,0,0,0,0,0,0,0,6,1,2017,8
20170801,Chris Masten,West Coast,14.3,8.65,0,103,79,78,8,19,27,88.9,202,4,3,2,15,11,11,7,3,0,0,5,2,0,0,0,0,0,0,0,8,3,2017,8
20170801,Liam Duggan,West Coast,12.8,8.46,0,52,46,75,8,6,14,64.3,221,1,3,1,16,8,8,5,1,0,0,2,1,0,0,0,1,1,0,0,5,2,2017,8
20170801,Dom Sheed,West Coast,12.5,7.98,0,99,103,83,16,7,23,78.3,471,2,4,2,14,7,3,2,7,0,0,3,4,0,0,0,3,2,1,0,7,0,2017,8
20170801,Elliot Yeo,West Coast,12.1,11.99,5,109,110,92,18,11,29,58.6,588,2,7,3,11,12,9,10,8,3,1,3,3,0,0,0,0,0,0,0,5,1,2017,8
20170801,Matthew Suckling,Western Bulldogs,11.9,9.12,0,74,70,84,12,9,21,85.7,445,3,4,2,6,4,3,3,2,0,0,0,0,0,0,0,1,0,1,0,3,0,2017,8
20170801,Jack Macrae,Western Bulldogs,10.9,11.13,0,105,102,88,8,24,32,62.5,134,2,5,4,23,15,14,3,4,2,0,8,7,0,0,0,1,0,1,0,7,4,2017,8
20170801,Lin Jong,Western Bulldogs,10.7,10.54,0,64,70,71,9,16,25,72.0,402,5,4,1,7,9,5,4,2,2,1,4,5,0,0,0,0,0,0,0,5,1,2017,8
20170801,Josh J. Kennedy,West Coast,10.4,13.99,0,102,107,92,13,1,14,50.0,414,2,2,3,17,7,1,1,9,0,3,0,0,3,0,0,9,3,6,0,11,1,2017,8
20170801,Jack Darling,West Coast,10.4,9.31,0,61,57,91,9,2,11,54.5,225,2,4,2,15,7,4,1,5,0,1,1,2,1,0,0,2,2,0,0,4,0,2017,8
20170801,Luke Shuey,West Coast,10.3,14.62,0,93,101,83,6,14,20,85.0,121,1,1,10,24,8,6,1,5,0,0,2,5,0,0,0,0,0,0,0,6,0,2017,8
20170801,Lukas Webb,Western Bulldogs,10.1,6.74,0,77,86,71,8,4,12,83.3,235,3,1,7,13,5,2,1,4,0,1,2,1,0,0,0,3,2,1,0,8,0,2017,8
20170801,Andrew Gaff,West Coast,9.7,10.51,6,121,146,89,22,13,35,85.7,509,3,4,1,12,4,3,4,15,1,0,0,0,0,0,0,2,1,1,1,11,2,2017,8
20170801,Jack Redpath,Western Bulldogs,9.5,6.44,0,90,88,85,12,1,13,69.2,259,3,2,1,4,3,1,1,10,0,2,0,0,0,0,0,4,3,1,0,8,1,2017,8
20170801,Toby McLean,Western Bulldogs,9.4,9.75,0,73,74,74,4,14,18,77.8,145,1,0,5,22,7,6,1,3,0,0,0,3,0,0,0,1,1,0,0,4,1,2017,8
20170801,Liam Picken,Western Bulldogs,9.1,11.26,0,62,77,80,12,13,25,60.0,296,4,6,3,19,6,5,2,2,0,0,2,1,0,0,0,1,0,0,1,6,0,2017,8
20170801,Mark LeCras,West Coast,9.0,9.81,0,53,69,94,15,3,18,66.7,416,5,4,0,15,2,2,0,6,0,0,2,1,0,0,0,3,0,3,2,7,0,2017,8
20170801,Zaine Cordy,Western Bulldogs,8.8,7.43,0,83,70,96,7,7,14,78.6,254,0,3,5,13,6,4,7,4,1,0,0,0,13,3,2,0,0,0,0,4,2,2017,8
20170801,Clay Smith,Western Bulldogs,8.6,9.87,0,55,50,77,4,7,11,72.7,127,1,2,5,21,6,6,2,2,0,0,0,0,0,0,0,1,0,1,2,5,1,2017,8
20170801,Lachie Hunter,Western Bulldogs,8.2,10.32,0,76,90,89,12,14,26,76.9,292,3,4,4,24,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,7,1,2017,8
20170801,Fraser McInnes,West Coast,7.6,5.06,0,67,74,64,5,6,11,90.9,100,2,1,5,13,3,2,2,4,0,1,0,0,27,15,3,0,0,0,1,5,1,2017,8
20170801,Tom Boyd,Western Bulldogs,7.1,7.18,0,51,64,80,4,5,9,66.7,116,2,2,2,13,1,1,1,0,0,0,1,1,68,34,6,0,0,0,1,2,0,2017,8
20170801,Nathan Vardy,West Coast,6.5,7.39,0,67,86,72,8,4,12,75.0,201,2,2,4,12,4,2,3,5,2,1,1,2,50,21,3,1,0,1,0,4,3,2017,8
20170801,Josh Hill,West Coast,6.4,10.37,0,36,44,82,4,6,10,80.0,88,3,1,2,25,1,1,0,4,0,0,1,1,0,0,0,0,0,0,0,5,0,2017,8
20170801,Sharrod Wellingham,West Coast,6.4,7.72,0,58,55,81,10,6,16,87.5,311,0,3,1,10,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,4,2,2017,8
20170801,Jack Redden,West Coast,6.4,7.22,0,56,72,77,6,12,18,77.8,124,1,4,2,20,5,3,2,8,0,1,1,1,0,0,0,0,0,0,0,4,0,2017,8
20170801,Tom Barrass,West Coast,6.3,10.07,0,62,54,91,7,7,14,78.6,160,0,1,0,6,3,2,4,6,2,0,0,0,0,0,0,0,0,0,0,2,0,2017,8
20170801,Marcus Adams,Western Bulldogs,6.2,10.17,0,73,78,82,9,5,14,57.1,332,2,4,3,10,4,3,1,6,0,0,0,0,0,0,0,5,1,4,2,8,0,2017,8
20170801,Jason Johannisen,Western Bulldogs,5.6,11.54,2,77,91,81,22,4,26,73.1,773,5,9,0,7,3,2,5,5,2,0,1,0,0,0,0,1,0,1,0,5,2,2017,8
20170801,Bailey Dale,Western Bulldogs,5.3,5.71,0,55,48,74,6,7,13,61.5,156,2,2,3,9,8,7,2,2,0,0,2,2,0,0,0,2,0,1,1,4,0,2017,8
20170801,Sam Butler,West Coast,5.2,6.42,0,50,39,81,4,5,9,100.0,35,0,0,2,11,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2017,8
20170801,Tom Liberatore,Western Bulldogs,5.1,13.87,0,34,31,85,1,7,8,75.0,0,0,0,4,23,6,5,3,1,0,0,2,2,0,0,0,0,0,0,0,2,0,2017,8
20170801,Fletcher Roberts,Western Bulldogs,4.4,7.92,0,44,30,100,3,7,10,80.0,102,0,3,1,5,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2017,8
