MatchId,Player,Team,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20230101,Jack Riewoldt,Richmond,6.1,2.7,4.6,4.8,18.2,8.3,0.6,15.1,11.3,6.0,0.0,89,76,95,9,3,12,83.3,197,107,4,3,5,16,0,10,3,9,3,1,3,6,0,4,0,1,1,4,1,0,1,1,0,4.4,1.6,0,2,1,2023,1
20230101,Daniel Rioli,Richmond,2.3,4.7,7.8,2.9,17.6,9.85,0.0,15.3,6.9,8.4,10.0,126,108,84,17,10,27,92.6,681,419,5,5,4,10,4,6,5,6,5,11,7,7,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,2,2023,1
20230101,Charlie Curnow,Carlton,0.3,2.9,8.5,4.4,16.1,12.0,0.0,14.3,4.0,11.4,0.0,62,50,95,8,2,10,80.0,191,27,4,6,1,9,0,4,3,4,3,3,0,1,0,1,0,0,0,0,0,0,3,3,0,8.3,9.7,0,6,0,2023,1
20230101,Adam Saad,Carlton,4.6,4.3,1.1,4.8,14.8,12.55,0.3,10.9,8.3,3.3,0.0,115,62,86,13,5,18,94.4,430,150,1,1,2,10,3,8,4,7,3,5,8,3,0,0,0,0,0,0,0,0,0,0,0,1.9,-1.9,0,5,1,2023,1
20230101,Jacob Weitering,Carlton,3.3,2.2,5.1,4.0,14.6,10.25,0.0,12.9,7.6,1.8,0.0,120,95,100,17,3,20,75.0,487,198,1,3,1,4,0,7,3,7,3,3,8,11,3,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,2023,1
20230101,Patrick Cripps,Carlton,1.5,2.7,4.3,5.7,14.2,14.96,6.4,2.7,9.0,0.8,0.0,121,84,83,9,16,25,68.0,292,304,2,5,6,20,0,15,13,6,5,10,1,2,0,1,70,7,7,1,0,0,2,0,1,6.7,-5.7,0,5,1,2023,1
20230101,Dustin Martin,Richmond,6.7,2.9,0.2,3.9,13.7,13.43,1.4,11.2,7.4,6.7,0.0,84,76,82,15,8,23,56.5,432,165,8,7,0,14,0,10,7,8,6,7,1,6,0,2,0,1,0,0,0,0,2,1,0,5.0,1.0,1,5,0,2023,1
20230101,Tom Lynch,Richmond,0.3,1.4,8.4,3.1,13.3,10.85,0.6,11.9,12.9,-0.1,0.0,93,63,89,9,1,10,60.0,176,124,1,2,0,10,0,9,2,7,1,1,0,6,0,4,0,2,1,6,1,0,6,3,3,22.3,-1.3,0,6,1,2023,1
20230101,George Hewett,Carlton,4.9,3.7,1.5,2.4,12.4,12.56,7.5,1.8,7.8,0.9,3.0,89,99,71,10,18,28,71.4,122,501,2,2,4,13,0,14,7,4,3,4,2,5,0,0,90,8,9,0,0,0,0,0,0,0.0,0.0,0,3,0,2023,1
20230101,Mitch McGovern,Carlton,2.3,3.7,4.0,1.7,11.7,6.74,2.4,7.3,11.1,0.3,0.0,106,93,76,17,4,21,66.7,542,108,3,4,4,13,2,8,4,5,2,7,9,7,6,3,0,1,1,0,0,0,0,0,0,0.0,0.0,0,5,3,2023,1
