Season,Player,Surname,First_name,Teams,Votes,Games,Votes_3,Votes_2,Votes_1,Games_polled,Vote_system
1948,Jack Jones,Jones,Jack,Essendon,3,19,,,,,3-2-1
1948,Bert Clay,Clay,Bert,Fitzroy,3,18,,,,,3-2-1
1948,Dave Bryden,Bryden,Dave,Footscray,3,19,,,,,3-2-1
1948,Wally Donald,Donald,Wally,Footscray,3,19,,,,,3-2-1
1948,Marty McDonnell,McDonnell,Marty,Footscray,3,18,,,,,3-2-1
1948,Fred Flanagan,Flanagan,Fred,Geelong,3,11,,,,,3-2-1
1948,Bernie Smith,Smith,Bernie,Geelong,3,17,,,,,3-2-1
1948,Clive Philp,Philp,Clive,Hawthorn,3,15,,,,,3-2-1
1948,Jim Robison,Robison,Jim,Hawthorn,3,17,,,,,3-2-1
1948,Lance Arnold,Arnold,Lance,Melbourne,3,18,,,,,3-2-1
1948,Don Cordner,Cordner,Don,Melbourne,3,19,,,,,3-2-1
1948,Col McLean,McLean,Col,Melbourne,3,18,,,,,3-2-1
1948,Alan Crawford,Crawford,Alan,North Melbourne,3,12,,,,,3-2-1
1948,Leo Francis,Francis,Leo,North Melbourne,3,16,,,,,3-2-1
1948,Len Crane,Crane,Len,South Melbourne,3,16,,,,,3-2-1
1948,Bill Cameron,Cameron,Bill,St Kilda,3,15,,,,,3-2-1
1948,Jim Ross,Ross,Jim,St Kilda,3,17,,,,,3-2-1
1948,Kevin ODonnell,ODonnell,Kevin,St Kilda,3,17,,,,,3-2-1
1948,Jack Meehan,Meehan,Jack,St Kilda,3,17,,,,,3-2-1
1948,Keith Rosewarne,Rosewarne,Keith,St Kilda,3,7,,,,,3-2-1
1948,Bob Wilkie,Wilkie,Bob,St Kilda,3,15,,,,,3-2-1
1948,Eddie Hart,Hart,Eddie,Fitzroy,2,18,,,,,3-2-1
1948,Merv Laffey,Laffey,Merv,Footscray,2,17,,,,,3-2-1
1948,Tom Morrow,Morrow,Tom,Geelong,2,18,,,,,3-2-1
1948,Russell Renfrey,Renfrey,Russell,Geelong,2,15,,,,,3-2-1
1948,Roy Baldwin,Baldwin,Roy,Hawthorn,2,18,,,,,3-2-1
1948,Ken Hopper,Hopper,Ken,Hawthorn,2,17,,,,,3-2-1
1948,Frank Jeeves,Jeeves,Frank,North Melbourne,2,14,,,,,3-2-1
1948,Ted Larsen,Larsen,Ted,North Melbourne,2,14,,,,,3-2-1
1948,Keith McKenzie,McKenzie,Keith,North Melbourne,2,16,,,,,3-2-1
1948,Les Reeves,Reeves,Les,North Melbourne,2,16,,,,,3-2-1
1948,Don Fraser,Fraser,Don,Richmond,2,15,,,,,3-2-1
1948,Leo Merrett,Merrett,Leo,Richmond,2,13,,,,,3-2-1
1948,Ray Poulter,Poulter,Ray,Richmond,2,15,,,,,3-2-1
1948,Geoff Spring,Spring,Geoff,Richmond,2,16,,,,,3-2-1
1948,Len Holland,Holland,Len,South Melbourne,2,11,,,,,3-2-1
1948,Billy King,King,Billy,South Melbourne,2,17,,,,,3-2-1
1948,Les Williams,Williams,Les,South Melbourne,2,16,,,,,3-2-1
1948,Peter Bennett,Bennett,Peter,St Kilda,2,13,,,,,3-2-1
1948,Ken Mulhall,Mulhall,Ken,St Kilda,2,19,,,,,3-2-1
1948,Tom Simmons,Simmons,Tom,Carlton,1,11,,,1,1,3-2-1
1948,Fred Stafford,Stafford,Fred,Carlton,1,11,,,1,1,3-2-1
1948,Alec Denney,Denney,Alec,Collingwood,1,17,,,1,1,3-2-1
1948,George Hams,Hams,George,Collingwood,1,14,,,1,1,3-2-1
1948,Des Healey,Healey,Des,Collingwood,1,19,,,1,1,3-2-1
1948,Mac Holten,Holten,Mac,Collingwood,1,16,,,1,1,3-2-1
1948,Ron Richards,Richards,Ron,Collingwood,1,11,,,1,1,3-2-1
1948,Alan McLaughlin,McLaughlin,Alan,Fitzroy,1,19,,,1,1,3-2-1
1948,Bob Miller,Miller,Bob,Fitzroy,1,6,,,1,1,3-2-1
1948,Geoff Nicholls,Nicholls,Geoff,Fitzroy,1,16,,,1,1,3-2-1
1948,Jack Logan,Logan,Jack,Footscray,1,10,,,1,1,3-2-1
1948,Dick Wearmouth,Wearmouth,Dick,Footscray,1,15,,,1,1,3-2-1
1948,Jack Whitten,Whitten,Jack,Geelong,1,4,,,1,1,3-2-1
1948,Don Bauer,Bauer,Don,Geelong,1,16,,,1,1,3-2-1
1948,George Card,Card,George,Geelong,1,14,,,1,1,3-2-1
1948,Jack Brain,Brain,Jack,Hawthorn,1,14,,,1,1,3-2-1
1948,Tom Ferguson,Ferguson,Tom,Hawthorn,1,15,,,1,1,3-2-1
1948,Billy Deans,Deans,Billy,Melbourne,1,19,,,1,1,3-2-1
1948,Eddie Jackson,Jackson,Eddie,Melbourne,1,11,,,1,1,3-2-1
1948,Frank OConnor,OConnor,Frank,Melbourne,1,7,,,1,1,3-2-1
1948,Jock McCorkell,McCorkell,Jock,North Melbourne,1,19,,,1,1,3-2-1
1948,John Reeves,Reeves,John,North Melbourne,1,19,,,1,1,3-2-1
1948,Fred Cook,Cook,Fred,Richmond,1,14,,,1,1,3-2-1
1948,Jack Dyer,Dyer,Jack,Richmond,1,17,,,1,1,3-2-1
1948,Max Evans,Evans,Max,Richmond,1,6,,,1,1,3-2-1
1948,George Caris,Caris,George,South Melbourne,1,15,,,1,1,3-2-1
1948,Keith Schaefer,Schaefer,Keith,South Melbourne,1,12,,,1,1,3-2-1
1948,William Williams,Williams,William,South Melbourne,1,17,,,1,1,3-2-1
1948,Len Millar,Millar,Len,St Kilda,1,17,,,1,1,3-2-1
1948,Tony Richardson,Richardson,Tony,St Kilda,1,5,,,1,1,3-2-1
1949,Colin Austen,Austen,Colin,Hawthorn,23,17,,,,,3-2-1
1949,Ron Clegg,Clegg,Ron,South Melbourne,23,18,,,,,3-2-1
1949,Harold Bray,Bray,Harold,St Kilda,20,17,,,,,3-2-1
1949,John Coleman,Coleman,John,Essendon,15,18,,,,,3-2-1
1949,Fred Flanagan,Flanagan,Fred,Geelong,14,17,,,,,3-2-1
1949,Jim Ross,Ross,Jim,St Kilda,14,18,,,,,3-2-1
1949,Ern Henfry,Henfry,Ern,Carlton,13,15,,,,,3-2-1
1949,Bill Hutchison,Hutchison,Bill,Essendon,12,18,,,,,3-2-1
1949,Don Cordner,Cordner,Don,Melbourne,12,19,,,,,3-2-1
1949,Bill Wilson,Wilson,Bill,Richmond,12,18,,,,,3-2-1
1949,Alan Ruthven,Ruthven,Alan,Fitzroy,11,19,,,,,3-2-1
1949,Tom Morrow,Morrow,Tom,Geelong,11,16,,,,,3-2-1
1949,Les Foote,Foote,Les,North Melbourne,11,16,,,,,3-2-1
1949,Kevin Dynon,Dynon,Kevin,North Melbourne,11,15,,,,,3-2-1
1949,Richie Green,Green,Richie,Carlton,10,19,,,,,3-2-1
1949,Bob Rose,Rose,Bob,Collingwood,10,18,,,,,3-2-1
1949,Charlie Sutton,Sutton,Charlie,Footscray,10,18,,,,,3-2-1
1949,Bob Davis,Davis,Bob,Geelong,9,15,,,,,3-2-1
1949,Bernie Smith,Smith,Bernie,Geelong,9,19,,,,,3-2-1
1949,Denis Cordner,Cordner,Denis,Melbourne,9,18,,,,,3-2-1
1949,Len Dockett,Dockett,Len,Melbourne,9,18,,,,,3-2-1
1949,Bill Morris,Morris,Bill,Richmond,9,16,,,,,3-2-1
1949,Jim Clark,Clark,Jim,Carlton,8,18,,,,,3-2-1
1949,Des Healey,Healey,Des,Collingwood,8,18,,,,,3-2-1
1949,Norm Johnstone,Johnstone,Norm,Fitzroy,8,19,,,,,3-2-1
1949,Alec Albiston,Albiston,Alec,Hawthorn,8,18,,,,,3-2-1
1949,Frank Jeeves,Jeeves,Frank,North Melbourne,8,12,,,,,3-2-1
1949,Geoff Spring,Spring,Geoff,Richmond,7,19,,,,,3-2-1
1949,William Williams,Williams,William,South Melbourne,7,18,,,,,3-2-1
1949,Ollie Grieve,Grieve,Ollie,Carlton,6,19,,,,,3-2-1
1949,Len Fitzgerald,Fitzgerald,Len,Collingwood,6,15,,,,,3-2-1
1949,Lou Richards,Richards,Lou,Collingwood,6,11,,,,,3-2-1
1949,Bob McClure,McClure,Bob,Essendon,6,14,,,,,3-2-1
1949,George Coates,Coates,George,Fitzroy,6,17,,,,,3-2-1
1949,Don Fraser,Fraser,Don,Richmond,6,14,,,,,3-2-1
1949,Dick Jones,Jones,Dick,South Melbourne,6,17,,,,,3-2-1
1949,Jack Howell,Howell,Jack,Carlton,5,10,,,,,3-2-1
1949,Dave Bryden,Bryden,Dave,Footscray,5,18,,,,,3-2-1
1949,George McLaren,McLaren,George,Footscray,5,19,,,,,3-2-1
1949,Arthur Fox,Fox,Arthur,South Melbourne,5,18,,,,,3-2-1
1949,Bert Lucas,Lucas,Bert,South Melbourne,5,18,,,,,3-2-1
1949,Gordon Hocking,Hocking,Gordon,Collingwood,4,18,,,,,3-2-1
1949,Eddie Hart,Hart,Eddie,Fitzroy,4,13,,,,,3-2-1
1949,Marty McDonnell,McDonnell,Marty,Footscray,4,18,,,,,3-2-1
1949,Alan Martin,Martin,Alan,Footscray,4,17,,,,,3-2-1
1949,Dick Wearmouth,Wearmouth,Dick,Footscray,4,14,,,,,3-2-1
1949,Lindsay White,White,Lindsay,Geelong,4,12,,,,,3-2-1
1949,Mike Woods,Woods,Mike,Melbourne,4,16,,,,,3-2-1
1949,Jock Lineen,Lineen,Jock,North Melbourne,4,18,,,,,3-2-1
1949,Stan Radloff,Radloff,Stan,North Melbourne,4,17,,,,,3-2-1
1949,Ken Sier,Sier,Ken,Richmond,4,15,,,,,3-2-1
1949,Wylie Chambers,Chambers,Wylie,South Melbourne,4,13,,,,,3-2-1
1949,Keith Rosewarne,Rosewarne,Keith,St Kilda,4,18,,,,,3-2-1
1949,Bert Deacon,Deacon,Bert,Carlton,3,16,,,,,3-2-1
1949,Ray Garby,Garby,Ray,Carlton,3,13,,,,,3-2-1
1949,Arthur Hodgson,Hodgson,Arthur,Carlton,3,19,,,,,3-2-1
1949,Phonse Kyne,Kyne,Phonse,Collingwood,3,19,,,,,3-2-1
1949,Jack Thompson,Thompson,Jack,Collingwood,3,9,,,,,3-2-1
1949,Charles Utting,Utting,Charles,Collingwood,3,19,,,,,3-2-1
1949,Les Gardiner,Gardiner,Les,Essendon,3,19,,,,,3-2-1
1949,Chris Lambert,Lambert,Chris,Essendon,3,13,,,,,3-2-1
1949,Wally May,May,Wally,Essendon,3,16,,,,,3-2-1
1949,Dick Reynolds,Reynolds,Dick,Essendon,3,17,,,,,3-2-1
1949,Arthur Olliver,Olliver,Arthur,Footscray,3,18,,,,,3-2-1
1949,Bob Templeton,Templeton,Bob,Footscray,3,10,,,,,3-2-1
1949,Gordon Anderson,Anderson,Gordon,Hawthorn,3,18,,,,,3-2-1
1949,Neil Pearson,Pearson,Neil,Hawthorn,3,19,,,,,3-2-1
1949,Clive Philp,Philp,Clive,Hawthorn,3,16,,,,,3-2-1
1949,Norm Black,Black,Norm,Hawthorn,3,18,,,,,3-2-1
1949,Col McLean,McLean,Col,Melbourne,3,19,,,,,3-2-1
1949,Shane McGrath,McGrath,Shane,Melbourne,3,15,,,,,3-2-1
1949,Alby Rodda,Rodda,Alby,Melbourne,3,19,,,,,3-2-1
1949,Tim Robb,Robb,Tim,Footscray North Melbourne,3,14,,,,,3-2-1
1949,Jock Spencer,Spencer,Jock,North Melbourne,3,18,,,,,3-2-1
1949,Des Rowe,Rowe,Des,Richmond,3,17,,,,,3-2-1
1949,Leo Merrett,Merrett,Leo,Richmond,3,18,,,,,3-2-1
1949,Ray Poulter,Poulter,Ray,Richmond,3,19,,,,,3-2-1
1949,Ron Bywater,Bywater,Ron,South Melbourne,3,16,,,,,3-2-1
1949,Mal McBean,McBean,Mal,St Kilda,3,13,,,,,3-2-1
1949,Des Nisbet,Nisbet,Des,St Kilda,3,19,,,,,3-2-1
1949,Jim Baird,Baird,Jim,Carlton,2,18,,,,,3-2-1
1949,Tom Simmons,Simmons,Tom,Carlton,2,16,,,,,3-2-1
1949,Jack Sales,Sales,Jack,Collingwood,2,17,,,,,3-2-1
1949,Kevin Wade,Wade,Kevin,Collingwood,2,17,,,,,3-2-1
1949,Noel Allanson,Allanson,Noel,Essendon,2,15,,,,,3-2-1
1949,Bob Syme,Syme,Bob,Essendon,2,14,,,,,3-2-1
1949,Ray Donnellan,Donnellan,Ray,Fitzroy,2,12,,,,,3-2-1
1949,Kevin Hart,Hart,Kevin,Fitzroy,2,7,,,,,3-2-1
1949,Dick Kennedy,Kennedy,Dick,Fitzroy,2,19,,,,,3-2-1
1949,Ken Ross,Ross,Ken,Fitzroy,2,11,,,,,3-2-1
1949,Jack Toohey,Toohey,Jack,Fitzroy,2,15,,,,,3-2-1
1949,Wally Donald,Donald,Wally,Footscray,2,19,,,,,3-2-1
1949,Bill Scanlan,Scanlan,Bill,Footscray,2,19,,,,,3-2-1
1949,Kevin Curran,Curran,Kevin,Hawthorn,2,10,,,,,3-2-1
1949,Ken Hopper,Hopper,Ken,Hawthorn,2,18,,,,,3-2-1
1949,Lance Arnold,Arnold,Lance,Melbourne,2,17,,,,,3-2-1
1949,George Bickford,Bickford,George,Melbourne,2,17,,,,,3-2-1
1949,Geoff Collins,Collins,Geoff,Melbourne,2,17,,,,,3-2-1
1949,Bob Brooker,Brooker,Bob,North Melbourne,2,2,,,,,3-2-1
1949,Don Condon,Condon,Don,North Melbourne,2,19,,,,,3-2-1
1949,Leo Francis,Francis,Leo,North Melbourne,2,11,,,,,3-2-1
1949,Kevin Dillon,Dillon,Kevin,Richmond,2,10,,,,,3-2-1
1949,Ray Stokes,Stokes,Ray,Richmond,2,16,,,,,3-2-1
1949,Ken Albiston,Albiston,Ken,Richmond,2,16,,,,,3-2-1
1949,Bobby Hancock,Hancock,Bobby,St Kilda,2,14,,,,,3-2-1
1949,Jack McDonald,McDonald,Jack,St Kilda,2,18,,,,,3-2-1
1949,Alan Streeter,Streeter,Alan,Carlton,1,16,,,1,1,3-2-1
1949,Doug Williams,Williams,Doug,Carlton,1,15,,,1,1,3-2-1
1949,Jack Hamilton,Hamilton,Jack,Collingwood,1,18,,,1,1,3-2-1
1949,George Hams,Hams,George,Collingwood,1,19,,,1,1,3-2-1
1949,Ron Richards,Richards,Ron,Collingwood,1,12,,,1,1,3-2-1
1949,Harvey Stevens,Stevens,Harvey,Collingwood,1,17,,,1,1,3-2-1
1949,Norm McDonald,McDonald,Norm,Essendon,1,18,,,1,1,3-2-1
1949,Bob Bradley,Bradley,Bob,Essendon,1,14,,,1,1,3-2-1
1949,Harold Lambert,Lambert,Harold,Essendon,1,14,,,1,1,3-2-1
1949,Alan McLaughlin,McLaughlin,Alan,Fitzroy,1,13,,,1,1,3-2-1
1949,Harold Shillinglaw,Shillinglaw,Harold,Fitzroy,1,9,,,1,1,3-2-1
1949,Norm Smith,Smith,Norm,Fitzroy,1,13,,,1,1,3-2-1
1949,Bill Wood,Wood,Bill,Footscray,1,17,,,1,1,3-2-1
1949,Jim Fitzgerald,Fitzgerald,Jim,Geelong,1,12,,,1,1,3-2-1
1949,Bruce Morrison,Morrison,Bruce,Geelong,1,13,,,1,1,3-2-1
1949,Norm Scott,Scott,Norm,Geelong,1,13,,,1,1,3-2-1
1949,Ian Toyne,Toyne,Ian,Geelong,1,12,,,1,1,3-2-1
1949,Leo Turner,Turner,Leo,Geelong,1,16,,,1,1,3-2-1
1949,Tom Allsop,Allsop,Tom,Hawthorn,1,4,,,1,1,3-2-1
1949,Billy Deans,Deans,Billy,Melbourne,1,19,,,1,1,3-2-1
1949,Eric Parkes,Parkes,Eric,North Melbourne,1,12,,,1,1,3-2-1
1949,Keith McKenzie,McKenzie,Keith,North Melbourne,1,17,,,1,1,3-2-1
1949,Gerald Marchesi,Marchesi,Gerald,North Melbourne,1,16,,,1,1,3-2-1
1949,Les Reeves,Reeves,Les,North Melbourne,1,15,,,1,1,3-2-1
1949,Jock McCorkell,McCorkell,Jock,North Melbourne,1,18,,,1,1,3-2-1
1949,Jack Dyer,Dyer,Jack,Richmond,1,14,,,1,1,3-2-1
1949,Keith Schaefer,Schaefer,Keith,South Melbourne,1,13,,,1,1,3-2-1
1949,John Coffey,Coffey,John,St Kilda,1,17,,,1,1,3-2-1
1949,Keith Drinan,Drinan,Keith,St Kilda,1,16,,,1,1,3-2-1
1949,John Solomon,Solomon,John,St Kilda,1,14,,,1,1,3-2-1
1950,Alan Ruthven,Ruthven,Alan,Fitzroy,21,17,,,,,3-2-1
1950,Fred Flanagan,Flanagan,Fred,Geelong,18,17,,,,,3-2-1
1950,Charlie Sutton,Sutton,Charlie,Footscray,17,17,,,,,3-2-1
1950,Bill Morris,Morris,Bill,Richmond,17,17,,,,,3-2-1
1950,Bruce Phillips,Phillips,Bruce,St Kilda,17,17,,,,,3-2-1
1950,Bill Hutchison,Hutchison,Bill,Essendon,15,17,,,,,3-2-1
1950,Ollie Grieve,Grieve,Ollie,Carlton,12,17,,,,,3-2-1
1950,Norm McDonald,McDonald,Norm,Essendon,12,14,,,,,3-2-1
1950,Bill Stephen,Stephen,Bill,Fitzroy,12,17,,,,,3-2-1
1950,Denis Cordner,Cordner,Denis,Melbourne,12,18,,,,,3-2-1
1950,Harold Bray,Bray,Harold,St Kilda,11,13,,,,,3-2-1
1950,Neil Mann,Mann,Neil,Collingwood,10,16,,,,,3-2-1
1950,Bob Rose,Rose,Bob,Collingwood,10,18,,,,,3-2-1
1950,John Coleman,Coleman,John,Essendon,10,17,,,,,3-2-1
1950,John Hyde,Hyde,John,Geelong,10,18,,,,,3-2-1
1950,William Williams,Williams,William,South Melbourne,10,17,,,,,3-2-1
1950,Wally Donald,Donald,Wally,Footscray,9,17,,,,,3-2-1
1950,Bob Giles,Giles,Bob,South Melbourne,9,18,,,,,3-2-1
1950,Keith Rosewarne,Rosewarne,Keith,St Kilda,9,16,,,,,3-2-1
1950,Bob Davis,Davis,Bob,Geelong,8,17,,,,,3-2-1
1950,Jim Robison,Robison,Jim,Hawthorn,8,17,,,,,3-2-1
1950,Shane McGrath,McGrath,Shane,Melbourne,8,18,,,,,3-2-1
1950,Lou Richards,Richards,Lou,Collingwood,7,18,,,,,3-2-1
1950,Bob McClure,McClure,Bob,Essendon,7,18,,,,,3-2-1
1950,Jack Collins,Collins,Jack,Footscray,7,17,,,,,3-2-1
1950,Arthur Olliver,Olliver,Arthur,Footscray,7,17,,,,,3-2-1
1950,Bruce Morrison,Morrison,Bruce,Geelong,7,16,,,,,3-2-1
1950,Don Fraser,Fraser,Don,Richmond,7,16,,,,,3-2-1
1950,Keith Schaefer,Schaefer,Keith,South Melbourne,7,17,,,,,3-2-1
1950,Gordon Hocking,Hocking,Gordon,Collingwood,6,17,,,,,3-2-1
1950,Charles Utting,Utting,Charles,Collingwood,6,16,,,,,3-2-1
1950,Bill Brittingham,Brittingham,Bill,Essendon,6,18,,,,,3-2-1
1950,Leo Turner,Turner,Leo,Geelong,6,13,,,,,3-2-1
1950,Lance Arnold,Arnold,Lance,Melbourne,6,16,,,,,3-2-1
1950,Ted Jarrard,Jarrard,Ted,North Melbourne,6,17,,,,,3-2-1
1950,Jock McCorkell,McCorkell,Jock,North Melbourne,6,18,,,,,3-2-1
1950,Jock Spencer,Spencer,Jock,North Melbourne,6,18,,,,,3-2-1
1950,Colin Austen,Austen,Colin,Richmond,6,17,,,,,3-2-1
1950,Jack Mills,Mills,Jack,Carlton,5,18,,,,,3-2-1
1950,Fred Stafford,Stafford,Fred,Carlton,5,17,,,,,3-2-1
1950,George Hams,Hams,George,Collingwood,5,18,,,,,3-2-1
1950,Ted Leehane,Leehane,Ted,Essendon,5,12,,,,,3-2-1
1950,Russell Renfrey,Renfrey,Russell,Geelong,5,17,,,,,3-2-1
1950,George Bickford,Bickford,George,Melbourne,5,17,,,,,3-2-1
1950,Kevin Dynon,Dynon,Kevin,North Melbourne,5,16,,,,,3-2-1
1950,Les Foote,Foote,Les,North Melbourne,5,17,,,,,3-2-1
1950,Max Currie,Currie,Max,Richmond,5,13,,,,,3-2-1
1950,Ray Stokes,Stokes,Ray,Richmond,5,14,,,,,3-2-1
1950,Jim Ross,Ross,Jim,St Kilda,5,14,,,,,3-2-1
1950,Fred Davies,Davies,Fred,Carlton,4,18,,,,,3-2-1
1950,Arthur Hodgson,Hodgson,Arthur,Carlton,4,17,,,,,3-2-1
1950,Ted Fletcher,Fletcher,Ted,Hawthorn,4,16,,,,,3-2-1
1950,John Kennedy,Kennedy,John,Hawthorn,4,18,,,,,3-2-1
1950,Noel McMahen,McMahen,Noel,Melbourne,4,18,,,,,3-2-1
1950,John Coffey,Coffey,John,St Kilda,4,16,,,,,3-2-1
1950,Doug Williams,Williams,Doug,Carlton,3,9,,,,,3-2-1
1950,Ron Kingston,Kingston,Ron,Collingwood,3,8,,,,,3-2-1
1950,Thorold Merrett,Merrett,Thorold,Collingwood,3,12,,,,,3-2-1
1950,Harold Lambert,Lambert,Harold,Essendon,3,14,,,,,3-2-1
1950,Ron McEwin,McEwin,Ron,Essendon,3,18,,,,,3-2-1
1950,Dick Reynolds,Reynolds,Dick,Essendon,3,18,,,,,3-2-1
1950,Greg Tate,Tate,Greg,Essendon,3,18,,,,,3-2-1
1950,Norm Johnstone,Johnstone,Norm,Fitzroy,3,18,,,,,3-2-1
1950,Ron Simpson,Simpson,Ron,Fitzroy,3,8,,,,,3-2-1
1950,Marty McDonnell,McDonnell,Marty,Footscray,3,15,,,,,3-2-1
1950,Jack Condon,Condon,Jack,Geelong,3,15,,,,,3-2-1
1950,Gordon Anderson,Anderson,Gordon,Hawthorn,3,14,,,,,3-2-1
1950,Peter ODonohue,ODonohue,Peter,Hawthorn,3,18,,,,,3-2-1
1950,Neil Pearson,Pearson,Neil,Hawthorn,3,17,,,,,3-2-1
1950,Don Cordner,Cordner,Don,Melbourne,3,15,,,,,3-2-1
1950,Len Dockett,Dockett,Len,Melbourne,3,16,,,,,3-2-1
1950,Alby Rodda,Rodda,Alby,Melbourne,3,17,,,,,3-2-1
1950,Stan Rule,Rule,Stan,Melbourne,3,16,,,,,3-2-1
1950,Mike Woods,Woods,Mike,Melbourne,3,14,,,,,3-2-1
1950,Keith McKenzie,McKenzie,Keith,North Melbourne,3,17,,,,,3-2-1
1950,Stan Radloff,Radloff,Stan,North Melbourne,3,8,,,,,3-2-1
1950,Les Reeves,Reeves,Les,North Melbourne,3,18,,,,,3-2-1
1950,John Nix,Nix,John,Richmond,3,15,,,,,3-2-1
1950,Geoff Spring,Spring,Geoff,Richmond,3,17,,,,,3-2-1
1950,Bill Wilson,Wilson,Bill,Richmond,3,16,,,,,3-2-1
1950,Roy Wright,Wright,Roy,Richmond,3,16,,,,,3-2-1
1950,Ron Paez,Paez,Ron,South Melbourne,3,14,,,,,3-2-1
1950,Bill Cameron,Cameron,Bill,St Kilda,3,17,,,,,3-2-1
1950,Des Nisbet,Nisbet,Des,St Kilda,3,16,,,,,3-2-1
1950,Jim Clark,Clark,Jim,Carlton,2,17,,,,,3-2-1
1950,Jack Howell,Howell,Jack,Carlton,2,13,,,,,3-2-1
1950,Maurie Dunstan,Dunstan,Maurie,Collingwood,2,9,,,,,3-2-1
1950,Len Fitzgerald,Fitzgerald,Len,Collingwood,2,4,,,,,3-2-1
1950,Des Healey,Healey,Des,Collingwood,2,16,,,,,3-2-1
1950,Bill Twomey,Twomey,Bill,Collingwood,2,4,,,,,3-2-1
1950,Ken Ross,Ross,Ken,Fitzroy,2,15,,,,,3-2-1
1950,George Coates,Coates,George,Fitzroy,2,16,,,,,3-2-1
1950,Eddie Hart,Hart,Eddie,Fitzroy,2,17,,,,,3-2-1
1950,John Barrett,Barrett,John,Footscray,2,4,,,,,3-2-1
1950,George Goninon,Goninon,George,Essendon Geelong,2,14,,,,,3-2-1
1950,Ken Hopper,Hopper,Ken,Hawthorn,2,14,,,,,3-2-1
1950,Clive Philp,Philp,Clive,Hawthorn,2,7,,,,,3-2-1
1950,Billy Deans,Deans,Billy,Melbourne,2,12,,,,,3-2-1
1950,Robert McKenzie,McKenzie,Robert,Melbourne,2,12,,,,,3-2-1
1950,Bob Brooker,Brooker,Bob,North Melbourne,2,16,,,,,3-2-1
1950,Leo Francis,Francis,Leo,North Melbourne,2,15,,,,,3-2-1
1950,Gerald Marchesi,Marchesi,Gerald,North Melbourne,2,14,,,,,3-2-1
1950,John Reeves,Reeves,John,North Melbourne,2,17,,,,,3-2-1
1950,Fred Burge,Burge,Fred,Richmond,2,15,,,,,3-2-1
1950,Bob Wiggins,Wiggins,Bob,Richmond,2,15,,,,,3-2-1
1950,Ron Barry,Barry,Ron,South Melbourne,2,14,,,,,3-2-1
1950,Ron Clegg,Clegg,Ron,South Melbourne,2,9,,,,,3-2-1
1950,Jim Gull,Gull,Jim,South Melbourne,2,10,,,,,3-2-1
1950,Gordon Lane,Lane,Gordon,South Melbourne,2,16,,,,,3-2-1
1950,Keith Drinan,Drinan,Keith,St Kilda,2,12,,,,,3-2-1
1950,Richie Green,Green,Richie,Carlton,1,16,,,1,1,3-2-1
1950,Ern Henfry,Henfry,Ern,Carlton,1,9,,,1,1,3-2-1
1950,Jack Conley,Conley,Jack,Carlton,1,18,,,1,1,3-2-1
1950,Peter Lucas,Lucas,Peter,Collingwood,1,11,,,1,1,3-2-1
1950,Jack Jones,Jones,Jack,Essendon,1,18,,,1,1,3-2-1
1950,Roy McConnell,McConnell,Roy,Essendon,1,16,,,1,1,3-2-1
1950,Noel Jarvis,Jarvis,Noel,Fitzroy,1,18,,,1,1,3-2-1
1950,Vic Chanter,Chanter,Vic,Fitzroy,1,16,,,1,1,3-2-1
1950,Bert Clay,Clay,Bert,Fitzroy,1,13,,,1,1,3-2-1
1950,Bob Miller,Miller,Bob,Fitzroy,1,7,,,1,1,3-2-1
1950,Stan Vandersluys,Vandersluys,Stan,Fitzroy,1,9,,,1,1,3-2-1
1950,Don Henderson,Henderson,Don,Footscray,1,16,,,1,1,3-2-1
1950,Len McCankie,McCankie,Len,Footscray,1,14,,,1,1,3-2-1
1950,Bill Scanlan,Scanlan,Bill,Footscray,1,16,,,1,1,3-2-1
1950,Tom Morrow,Morrow,Tom,Geelong,1,16,,,1,1,3-2-1
1950,Bernie Smith,Smith,Bernie,Geelong,1,17,,,1,1,3-2-1
1950,Lindsay White,White,Lindsay,Geelong,1,8,,,1,1,3-2-1
1950,Ron Evans,Evans,Ron,Hawthorn,1,13,,,1,1,3-2-1
1950,Ken Albiston,Albiston,Ken,Richmond,1,7,,,1,1,3-2-1
1950,Ray Ednie,Ednie,Ray,Richmond,1,17,,,1,1,3-2-1
1950,Jack ORourke,ORourke,Jack,Richmond,1,4,,,1,1,3-2-1
1950,Jack Garrick,Garrick,Jack,South Melbourne,1,18,,,1,1,3-2-1
1950,Reg Harley,Harley,Reg,South Melbourne,1,14,,,1,1,3-2-1
1950,Frank Brew,Brew,Frank,South Melbourne,1,16,,,1,1,3-2-1
1950,William Dicks,Dicks,William,St Kilda,1,6,,,1,1,3-2-1
1950,Fred Green,Green,Fred,St Kilda,1,15,,,1,1,3-2-1
1951,Bernie Smith,Smith,Bernie,Geelong,23,18,6,2,1,9,3-2-1
1951,Ron Clegg,Clegg,Ron,South Melbourne,20,17,6,,2,8,3-2-1
1951,Bill Hutchison,Hutchison,Bill,Essendon,16,16,,,,,3-2-1
1951,Ray Poulter,Poulter,Ray,Richmond,15,18,,,,,3-2-1
1951,Bob Rose,Rose,Bob,Collingwood,14,17,,,,,3-2-1
1951,Charlie Sutton,Sutton,Charlie,Footscray,14,17,,,,,3-2-1
1951,Denis Cordner,Cordner,Denis,Melbourne,14,16,,,,,3-2-1
