Season,Player,Surname,First_name,Teams,Votes,Games,Votes_3,Votes_2,Votes_1,Games_polled,Vote_system
1955,Peter Lucas,Lucas,Peter,Collingwood,2,18,,,,,3-2-1
1955,Neil Mann,Mann,Neil,Collingwood,2,12,,,,,3-2-1
1955,Brian Turner,Turner,Brian,Collingwood,2,8,,,,,3-2-1
1955,Bill Twomey,Twomey,Bill,Collingwood,2,11,,,,,3-2-1
1955,Doug Bigelow,Bigelow,Doug,Essendon,2,16,,,,,3-2-1
1955,Fred Gallagher,Gallagher,Fred,Essendon,2,13,,,,,3-2-1
1955,Greg Sewell,Sewell,Greg,Essendon,2,18,,,,,3-2-1
1955,Owen Abrahams,Abrahams,Owen,Fitzroy,2,9,,,,,3-2-1
1955,Vin Williams,Williams,Vin,Fitzroy,2,14,,,,,3-2-1
1955,Roger Duffy,Duffy,Roger,Footscray,2,16,,,,,3-2-1
1955,Alex Gardiner,Gardiner,Alex,Footscray,2,16,,,,,3-2-1
1955,Wally Donald,Donald,Wally,Footscray,2,18,,,,,3-2-1
1955,Bob Davis,Davis,Bob,Geelong,2,14,,,,,3-2-1
1955,John OConnell,OConnell,John,Geelong,2,13,,,,,3-2-1
1955,Len Crane,Crane,Len,Hawthorn,2,16,,,,,3-2-1
1955,Phil OBrien,OBrien,Phil,Hawthorn,2,11,,,,,3-2-1
1955,Laurie Mithen,Mithen,Laurie,Melbourne,2,15,,,,,3-2-1
1955,Ian Ridley,Ridley,Ian,Melbourne,2,13,,,,,3-2-1
1955,Kevin McMahon,McMahon,Kevin,North Melbourne,2,17,,,,,3-2-1
1955,Eric Parkes,Parkes,Eric,North Melbourne,2,5,,,,,3-2-1
1955,Len Templar,Templar,Len,North Melbourne,2,18,,,,,3-2-1
1955,Allen Aylett,Aylett,Allen,North Melbourne,2,18,,,,,3-2-1
1955,Vic Lawrence,Lawrence,Vic,North Melbourne,2,17,,,,,3-2-1
1955,Jim Walton,Walton,Jim,Richmond,2,4,,,,,3-2-1
1955,Don Keyter,Keyter,Don,South Melbourne,2,18,,,,,3-2-1
1955,Brian Gleeson,Gleeson,Brian,St Kilda,2,14,,,,,3-2-1
1955,Brian Milnes,Milnes,Brian,St Kilda,2,6,,,,,3-2-1
1955,Harry Caspar,Caspar,Harry,Carlton,1,2,,,1,1,3-2-1
1955,Noel OBrien,OBrien,Noel,Carlton,1,17,,,1,1,3-2-1
1955,Ken Smale,Smale,Ken,Collingwood,1,18,,,1,1,3-2-1
1955,Alan Clough,Clough,Alan,Footscray,1,12,,,1,1,3-2-1
1955,Noel Rayson,Rayson,Noel,Geelong,1,18,,,1,1,3-2-1
1955,Alf Hughes,Hughes,Alf,Hawthorn,1,18,,,1,1,3-2-1
1955,John Kennedy,Kennedy,John,Hawthorn,1,15,,,1,1,3-2-1
1955,Lance Wilkinson,Wilkinson,Lance,Hawthorn,1,17,,,1,1,3-2-1
1955,Frank Adams,Adams,Frank,Melbourne,1,14,,,1,1,3-2-1
1955,Brian Dixon,Dixon,Brian,Melbourne,1,16,,,1,1,3-2-1
1955,Kevin Dillon,Dillon,Kevin,Richmond,1,9,,,1,1,3-2-1
1955,Peter Morris,Morris,Peter,Richmond,1,6,,,1,1,3-2-1
1955,Laurie Sharp,Sharp,Laurie,Richmond,1,6,,,1,1,3-2-1
1955,Ken McCormack,McCormack,Ken,South Melbourne,1,14,,,1,1,3-2-1
1955,Mick Sibun,Sibun,Mick,South Melbourne,1,18,,,1,1,3-2-1
1955,Don Star,Star,Don,South Melbourne,1,8,,,1,1,3-2-1
1955,Don Howell,Howell,Don,St Kilda,1,16,,,1,1,3-2-1
1955,Allan Jeans,Jeans,Allan,St Kilda,1,14,,,1,1,3-2-1
1955,Bruce Phillips,Phillips,Bruce,St Kilda,1,16,,,1,1,3-2-1
1956,Peter Box,Box,Peter,Footscray,22,17,5,2,3,10,3-2-1
1956,Peter Pianto,Pianto,Peter,Geelong,16,16,4,2,,6,3-2-1
1956,Jim Dorgan,Dorgan,Jim,South Melbourne,15,18,4,1,1,6,3-2-1
1956,Roy Simmonds,Simmonds,Roy,Hawthorn,13,16,4,,1,5,3-2-1
1956,Ron Barassi,Barassi,Ron,Melbourne,13,17,3,1,2,6,3-2-1
1956,John Beckwith,Beckwith,John,Melbourne,13,18,1,4,2,7,3-2-1
1956,Neil Roberts,Roberts,Neil,St Kilda,12,17,1,3,3,7,3-2-1
1956,Bill Stephen,Stephen,Bill,Fitzroy,11,15,3,1,,4,3-2-1
1956,Bernie Smith,Smith,Bernie,Geelong,11,17,3,1,,4,3-2-1
1956,John OMahoney,OMahoney,John,Hawthorn,11,18,3,1,,4,3-2-1
1956,Denis Cordner,Cordner,Denis,Melbourne,11,18,3,,2,5,3-2-1
1956,Des Rowe,Rowe,Des,Richmond,11,17,1,2,4,7,3-2-1
1956,John James,James,John,Carlton,10,16,2,1,2,5,3-2-1
1956,Jack Clarke,Clarke,Jack,Essendon,10,16,2,2,,4,3-2-1
1956,Neil Mann,Mann,Neil,Collingwood,9,13,2,1,1,4,3-2-1
1956,Thorold Merrett,Merrett,Thorold,Collingwood,9,18,2,1,1,4,3-2-1
1956,Bill Hutchison,Hutchison,Bill,Essendon,9,15,1,2,2,5,3-2-1
1956,Kevin Murray,Murray,Kevin,Fitzroy,9,15,2,1,1,4,3-2-1
1956,Ted Whitten,Whitten,Ted,Footscray,9,16,1,3,,4,3-2-1
1956,George Ferry,Ferry,George,Carlton,8,15,2,1,,3,3-2-1
1956,Peter Webster,Webster,Peter,Carlton,8,17,2,1,,3,3-2-1
1956,John Gill,Gill,John,Essendon,8,14,2,,2,4,3-2-1
1956,John Kerr,Kerr,John,Footscray,8,17,2,1,,3,3-2-1
1956,Laurie Dwyer,Dwyer,Laurie,North Melbourne,8,12,2,,2,4,3-2-1
1956,Bob Brooker,Brooker,Bob,North Melbourne,8,13,,4,,4,3-2-1
1956,Keith Drinan,Drinan,Keith,St Kilda,8,16,1,2,1,4,3-2-1
1956,Brian Gilmore,Gilmore,Brian,Footscray,7,16,1,2,,3,3-2-1
1956,Norm Sharp,Sharp,Norm,Geelong,7,16,2,,1,3,3-2-1
1956,Fred Goldsmith,Goldsmith,Fred,South Melbourne,7,16,1,1,2,4,3-2-1
1956,Alan Dale,Dale,Alan,Essendon St Kilda,7,16,2,,1,3,3-2-1
1956,Laurie Kerr,Kerr,Laurie,Carlton,6,18,,,,,3-2-1
1956,Ray Gabelich,Gabelich,Ray,Collingwood,6,13,,,,,3-2-1
1956,Arthur Edwards,Edwards,Arthur,Footscray,6,17,,,,,3-2-1
1956,John ONeill,ONeill,John,Geelong,6,16,,,,,3-2-1
1956,Allen Aylett,Aylett,Allen,North Melbourne,6,17,,,,,3-2-1
1956,Neil Doolan,Doolan,Neil,North Melbourne,6,6,,,,,3-2-1
1956,Laurie Sharp,Sharp,Laurie,Richmond,6,17,,,,,3-2-1
1956,Ray Poulter,Poulter,Ray,Richmond,6,16,,,,,3-2-1
1956,Roy Wright,Wright,Roy,Richmond,6,13,,,,,3-2-1
1956,Ron Branton,Branton,Ron,Richmond,6,18,,,,,3-2-1
1956,Neville Waller,Waller,Neville,Collingwood,5,12,,,,,3-2-1
1956,Murray Weideman,Weideman,Murray,Collingwood,5,17,,,,,3-2-1
1956,Rod Vernon,Vernon,Rod,Fitzroy,5,13,,,,,3-2-1
1956,Don Gent,Gent,Don,Hawthorn,5,16,,,,,3-2-1
1956,Allan Woodley,Woodley,Allan,Hawthorn,5,17,,,,,3-2-1
1956,Frank Dunin,Dunin,Frank,Richmond,5,16,,,,,3-2-1
1956,Bob Skilton,Skilton,Bob,South Melbourne,5,14,,,,,3-2-1
1956,Doug Beasy,Beasy,Doug,Carlton,4,18,,,,,3-2-1
1956,Bruce Comben,Comben,Bruce,Carlton,4,18,,,,,3-2-1
1956,Bill Milroy,Milroy,Bill,Carlton,4,17,,,,,3-2-1
1956,Bill Serong,Serong,Bill,Collingwood,4,17,,,,,3-2-1
1956,Lerrel Sharp,Sharp,Lerrel,Collingwood,4,17,,,,,3-2-1
1956,Doug Bigelow,Bigelow,Doug,Essendon,4,17,,,,,3-2-1
1956,Don Furness,Furness,Don,Fitzroy,4,11,,,,,3-2-1
1956,Graeme MacKenzie,MacKenzie,Graeme,Fitzroy,4,14,,,,,3-2-1
1956,Tony Ongarello,Ongarello,Tony,Fitzroy,4,14,,,,,3-2-1
1956,Bob Davis,Davis,Bob,Geelong,4,18,,,,,3-2-1
1956,Neil Trezise,Trezise,Neil,Geelong,4,18,,,,,3-2-1
1956,Les Kaine,Kaine,Les,Hawthorn,4,13,,,,,3-2-1
1956,Stuart Spencer,Spencer,Stuart,Melbourne,4,17,,,,,3-2-1
1956,Don Williams,Williams,Don,Melbourne,4,16,,,,,3-2-1
1956,Jack OHalloran,OHalloran,Jack,North Melbourne,4,18,,,,,3-2-1
1956,Denis Zeunert,Zeunert,Denis,Carlton,3,18,,,,,3-2-1
1956,John Chick,Chick,John,Carlton,3,16,,,,,3-2-1
1956,Ken Hands,Hands,Ken,Carlton,3,17,,,,,3-2-1
1956,Bob Greve,Greve,Bob,Collingwood,3,17,,,,,3-2-1
1956,Ken Hedt,Hedt,Ken,Collingwood,3,17,,,,,3-2-1
1956,Bill Twomey,Twomey,Bill,Collingwood,3,12,,,,,3-2-1
1956,Geoff Leek,Leek,Geoff,Essendon,3,15,,,,,3-2-1
1956,Mal Pascoe,Pascoe,Mal,Essendon,3,17,,,,,3-2-1
1956,Matt Cunningham,Cunningham,Matt,Fitzroy,3,18,,,,,3-2-1
1956,Bob Henderson,Henderson,Bob,Fitzroy,3,18,,,,,3-2-1
1956,Brian Pert,Pert,Brian,Fitzroy,3,9,,,,,3-2-1
1956,Kevin Wright,Wright,Kevin,Fitzroy,3,8,,,,,3-2-1
1956,Roger Duffy,Duffy,Roger,Footscray,3,16,,,,,3-2-1
1956,Harvey Stevens,Stevens,Harvey,Footscray,3,5,,,,,3-2-1
1956,Geoff Williams,Williams,Geoff,Geelong,3,18,,,,,3-2-1
1956,John Peck,Peck,John,Hawthorn,3,18,,,,,3-2-1
1956,Bob Johnson,Johnson,Bob,Melbourne,3,17,,,,,3-2-1
1956,Peter Marquis,Marquis,Peter,Melbourne,3,13,,,,,3-2-1
1956,Albert Mantello,Mantello,Albert,North Melbourne,3,17,,,,,3-2-1
1956,Stan Morcom,Morcom,Stan,Richmond,3,15,,,,,3-2-1
1956,Ken Ward,Ward,Ken,Richmond,3,9,,,,,3-2-1
1956,Kevin Hogan,Hogan,Kevin,South Melbourne,3,16,,,,,3-2-1
1956,Mick Sibun,Sibun,Mick,South Melbourne,3,15,,,,,3-2-1
1956,Paul Dodd,Dodd,Paul,St Kilda,3,16,,,,,3-2-1
1956,Kevin Bergin,Bergin,Kevin,Carlton,2,2,,,,,3-2-1
1956,Vin English,English,Vin,Carlton,2,17,,,,,3-2-1
1956,Jack Mills,Mills,Jack,Carlton,2,16,,,,,3-2-1
1956,William Jones,Jones,William,Collingwood,2,17,,,,,3-2-1
1956,Greg Sewell,Sewell,Greg,Essendon,2,18,,,,,3-2-1
1956,Fred Lynch,Lynch,Fred,Essendon,2,6,,,,,3-2-1
1956,Max Nixon,Nixon,Max,Essendon,2,6,,,,,3-2-1
1956,Bryan Lane,Lane,Bryan,Fitzroy,2,7,,,,,3-2-1
1956,Vin Williams,Williams,Vin,Fitzroy,2,14,,,,,3-2-1
1956,Doug Reynolds,Reynolds,Doug,Footscray,2,14,,,,,3-2-1
1956,Bob Gazzard,Gazzard,Bob,Geelong,2,18,,,,,3-2-1
1956,Russell Renfrey,Renfrey,Russell,Geelong,2,14,,,,,3-2-1
1956,Keith Carroll,Carroll,Keith,Melbourne,2,18,,,,,3-2-1
1956,Geoff McGivern,McGivern,Geoff,Melbourne,2,12,,,,,3-2-1
1956,Ian Ridley,Ridley,Ian,Melbourne,2,18,,,,,3-2-1
1956,Bryan Martyn,Martyn,Bryan,North Melbourne,2,11,,,,,3-2-1
1956,Frank Ryan,Ryan,Frank,Richmond,2,16,,,,,3-2-1
1956,Ellis Hicks,Hicks,Ellis,South Melbourne,2,5,,,,,3-2-1
1956,Ray Barrett,Barrett,Ray,St Kilda,2,5,,,,,3-2-1
1956,William Young,Young,William,St Kilda,2,16,,,,,3-2-1
1956,Allan Jeans,Jeans,Allan,St Kilda,2,17,,,,,3-2-1
1956,Brian Muir,Muir,Brian,St Kilda,2,15,,,,,3-2-1
1956,Graham Minihan,Minihan,Graham,St Kilda,2,12,,,,,3-2-1
1956,Graham Donaldson,Donaldson,Graham,Carlton,1,16,,,1,1,3-2-1
1956,Kevan Hamilton,Hamilton,Kevan,Carlton,1,11,,,1,1,3-2-1
1956,Harry Sullivan,Sullivan,Harry,Collingwood,1,9,,,1,1,3-2-1
1956,Michael Twomey,Twomey,Michael,Collingwood,1,16,,,1,1,3-2-1
1956,Fred Gallagher,Gallagher,Fred,Essendon,1,18,,,1,1,3-2-1
1956,Jeff Gamble,Gamble,Jeff,Essendon,1,13,,,1,1,3-2-1
1956,Hugh Mitchell,Mitchell,Hugh,Essendon,1,18,,,1,1,3-2-1
1956,Bob Shearman,Shearman,Bob,Essendon,1,2,,,1,1,3-2-1
1956,James Chapman,Chapman,James,Fitzroy,1,7,,,1,1,3-2-1
1956,Alan Gale,Gale,Alan,Fitzroy,1,16,,,1,1,3-2-1
1956,Jack Collins,Collins,Jack,Footscray,1,16,,,1,1,3-2-1
1956,Don Ross,Ross,Don,Footscray,1,18,,,1,1,3-2-1
1956,Bob Wiltshire,Wiltshire,Bob,Geelong,1,14,,,1,1,3-2-1
1956,John OConnell,OConnell,John,Geelong,1,18,,,1,1,3-2-1
1956,Fred Wooller,Wooller,Fred,Geelong,1,11,,,1,1,3-2-1
1956,Les Borrack,Borrack,Les,Geelong,1,17,,,1,1,3-2-1
1956,Graham Arthur,Arthur,Graham,Hawthorn,1,17,,,1,1,3-2-1
1956,Kevin Coghlan,Coghlan,Kevin,Hawthorn,1,13,,,1,1,3-2-1
1956,Geoff Howells,Howells,Geoff,Hawthorn,1,5,,,1,1,3-2-1
1956,John Kennedy,Kennedy,John,Hawthorn,1,10,,,1,1,3-2-1
1956,Ian McLean,McLean,Ian,Melbourne,1,14,,,1,1,3-2-1
1956,Jack Edwards,Edwards,Jack,North Melbourne,1,17,,,1,1,3-2-1
1956,Allan Cations,Cations,Allan,Richmond,1,18,,,1,1,3-2-1
1956,Trevor Grant,Grant,Trevor,South Melbourne,1,7,,,1,1,3-2-1
1956,Don Keyter,Keyter,Don,South Melbourne,1,17,,,1,1,3-2-1
1956,Ian Monks,Monks,Ian,South Melbourne,1,12,,,1,1,3-2-1
1956,Bill Gunn,Gunn,Bill,South Melbourne,1,8,,,1,1,3-2-1
1956,Ron Clegg,Clegg,Ron,South Melbourne,1,16,,,1,1,3-2-1
1956,Brian Gleeson,Gleeson,Brian,St Kilda,1,15,,,1,1,3-2-1
1956,Brian Walsh,Walsh,Brian,St Kilda,1,18,,,1,1,3-2-1
1956,Bud Annand,Annand,Bud,St Kilda,1,16,,,1,1,3-2-1
1957,Brian Gleeson,Gleeson,Brian,St Kilda,24,15,6,2,2,10,3-2-1
1957,Roy Wright,Wright,Roy,Richmond,20,16,4,3,2,9,3-2-1
1957,John James,James,John,Carlton,19,16,4,3,1,8,3-2-1
1957,Jim Taylor,Taylor,Jim,South Melbourne,16,15,4,1,2,7,3-2-1
1957,Harold Davies,Davies,Harold,St Kilda,14,15,2,3,2,7,3-2-1
1957,John Beckwith,Beckwith,John,Melbourne,13,18,2,3,1,6,3-2-1
1957,Kevin Murray,Murray,Kevin,Fitzroy,12,16,2,2,2,6,3-2-1
1957,Ted Whitten,Whitten,Ted,Footscray,12,14,3,1,1,5,3-2-1
1957,Peter Pianto,Pianto,Peter,Geelong,12,15,2,3,,5,3-2-1
1957,Alf Hughes,Hughes,Alf,Hawthorn,12,16,3,1,1,5,3-2-1
1957,Jack Clarke,Clarke,Jack,Essendon,11,15,2,2,1,5,3-2-1
1957,Alan Gale,Gale,Alan,Fitzroy,11,15,3,1,,4,3-2-1
1957,Neil Doolan,Doolan,Neil,North Melbourne,11,16,2,2,1,5,3-2-1
1957,Allan Woodley,Woodley,Allan,Hawthorn,10,18,1,1,5,7,3-2-1
1957,Laurie Dwyer,Dwyer,Laurie,North Melbourne,9,18,2,1,1,4,3-2-1
1957,Jack Edwards,Edwards,Jack,North Melbourne,9,15,1,2,2,5,3-2-1
1957,Fred Goldsmith,Goldsmith,Fred,South Melbourne,9,13,2,1,1,4,3-2-1
1957,Bob Skilton,Skilton,Bob,South Melbourne,9,17,1,2,2,5,3-2-1
1957,Doug Beasy,Beasy,Doug,Carlton,8,17,1,2,1,4,3-2-1
1957,Ken Hands,Hands,Ken,Carlton,8,15,2,,2,4,3-2-1
1957,Bill Twomey,Twomey,Bill,Collingwood,8,18,,4,,4,3-2-1
1957,Murray Weideman,Weideman,Murray,Collingwood,8,15,1,2,1,4,3-2-1
1957,Bruce Comben,Comben,Bruce,Carlton,7,18,2,,1,3,3-2-1
1957,John Haygarth,Haygarth,John,Geelong,7,18,1,1,2,4,3-2-1
1957,Allen Aylett,Aylett,Allen,North Melbourne,7,16,1,1,2,4,3-2-1
1957,Thorold Merrett,Merrett,Thorold,Collingwood,6,14,1,1,1,3,3-2-1
1957,John Gill,Gill,John,Essendon,6,16,,2,2,4,3-2-1
1957,John Kennedy,Kennedy,John,Hawthorn,6,18,2,,,2,3-2-1
1957,Roy Simmonds,Simmonds,Roy,Hawthorn,6,18,2,,,2,3-2-1
1957,Frank Adams,Adams,Frank,Melbourne,6,11,2,,,2,3-2-1
1957,Peter Marquis,Marquis,Peter,Melbourne,6,14,1,1,1,3,3-2-1
1957,Don Williams,Williams,Don,Melbourne,6,18,,3,,3,3-2-1
1957,Albert Mantello,Mantello,Albert,North Melbourne,6,17,1,1,1,3,3-2-1
1957,Ray Allsop,Allsop,Ray,Richmond,6,16,1,1,1,3,3-2-1
1957,Col Saddington,Saddington,Col,Richmond,6,18,1,1,1,3,3-2-1
1957,Bill Hutchison,Hutchison,Bill,Essendon,5,14,,,,,3-2-1
1957,Greg Sewell,Sewell,Greg,Essendon,5,16,,,,,3-2-1
1957,Bob Henderson,Henderson,Bob,Fitzroy,5,14,,,,,3-2-1
1957,Jack Collins,Collins,Jack,Footscray,5,18,,,,,3-2-1
1957,Geoff Williams,Williams,Geoff,Geelong,5,17,,,,,3-2-1
1957,Ian McLean,McLean,Ian,Melbourne,5,17,,,,,3-2-1
1957,Athol Webb,Webb,Athol,Melbourne,5,18,,,,,3-2-1
1957,Ken Ward,Ward,Ken,Richmond,5,14,,,,,3-2-1
1957,Ron Clegg,Clegg,Ron,South Melbourne,5,17,,,,,3-2-1
1957,Denis Zeunert,Zeunert,Denis,Carlton,4,17,,,,,3-2-1
1957,Lerrel Sharp,Sharp,Lerrel,Collingwood,4,16,,,,,3-2-1
1957,Stan Booth,Booth,Stan,Essendon,4,18,,,,,3-2-1
1957,John Towner,Towner,John,Essendon,4,14,,,,,3-2-1
1957,Brian Gilmore,Gilmore,Brian,Footscray,4,17,,,,,3-2-1
1957,Peter Box,Box,Peter,Footscray,4,14,,,,,3-2-1
1957,Brendan Edwards,Edwards,Brendan,Hawthorn,4,17,,,,,3-2-1
1957,Geoff Tunbridge,Tunbridge,Geoff,Melbourne,4,17,,,,,3-2-1
1957,John Coffey,Coffey,John,St Kilda,4,15,,,,,3-2-1
1957,Peter Webster,Webster,Peter,Carlton,3,18,,,,,3-2-1
1957,Don Howell,Howell,Don,Collingwood,3,8,,,,,3-2-1
1957,Harry Sullivan,Sullivan,Harry,Collingwood,3,11,,,,,3-2-1
1957,John Birt,Birt,John,Essendon,3,18,,,,,3-2-1
1957,Reg Burgess,Burgess,Reg,Essendon,3,16,,,,,3-2-1
1957,Robert Fox,Fox,Robert,Essendon,3,16,,,,,3-2-1
1957,Fred Gallagher,Gallagher,Fred,Essendon,3,10,,,,,3-2-1
1957,Geoff Leek,Leek,Geoff,Essendon,3,18,,,,,3-2-1
1957,Mal Pascoe,Pascoe,Mal,Essendon,3,17,,,,,3-2-1
1957,Ian Aston,Aston,Ian,Fitzroy,3,7,,,,,3-2-1
1957,Graham Campbell,Campbell,Graham,Fitzroy,3,18,,,,,3-2-1
1957,Wally Clark,Clark,Wally,Fitzroy,3,16,,,,,3-2-1
1957,Matt Cunningham,Cunningham,Matt,Fitzroy,3,11,,,,,3-2-1
1957,Bill Stephen,Stephen,Bill,Fitzroy,3,16,,,,,3-2-1
1957,John ONeill,ONeill,John,Geelong,3,13,,,,,3-2-1
1957,Norm Sharp,Sharp,Norm,Geelong,3,3,,,,,3-2-1
1957,Bernie Smith,Smith,Bernie,Geelong,3,18,,,,,3-2-1
1957,John OMahoney,OMahoney,John,Hawthorn,3,2,,,,,3-2-1
1957,Bill Shelton,Shelton,Bill,Hawthorn,3,6,,,,,3-2-1
1957,Ron Barassi,Barassi,Ron,Melbourne,3,18,,,,,3-2-1
1957,Gerald Eastmure,Eastmure,Gerald,North Melbourne,3,17,,,,,3-2-1
1957,Don Keyter,Keyter,Don,South Melbourne,3,15,,,,,3-2-1
1957,Paul Dodd,Dodd,Paul,St Kilda,3,15,,,,,3-2-1
1957,Graham Minihan,Minihan,Graham,St Kilda,3,18,,,,,3-2-1
1957,Brian Molony,Molony,Brian,St Kilda,3,15,,,,,3-2-1
1957,John Chick,Chick,John,Carlton,2,16,,,,,3-2-1
1957,Kevin Clarke,Clarke,Kevin,Carlton,2,18,,,,,3-2-1
1957,Ross Ousley,Ousley,Ross,Carlton,2,8,,,,,3-2-1
1957,Peter Lucas,Lucas,Peter,Collingwood,2,14,,,,,3-2-1
1957,Bill Serong,Serong,Bill,Collingwood,2,17,,,,,3-2-1
1957,Frank Tuck,Tuck,Frank,Collingwood,2,18,,,,,3-2-1
1957,Jeff Gamble,Gamble,Jeff,Essendon,2,17,,,,,3-2-1
1957,Brian Pert,Pert,Brian,Fitzroy,2,11,,,,,3-2-1
1957,Wally Donald,Donald,Wally,Footscray,2,17,,,,,3-2-1
1957,John Quarrell,Quarrell,John,Footscray,2,12,,,,,3-2-1
1957,Don Whitten,Whitten,Don,Footscray,2,7,,,,,3-2-1
1957,Bob Davis,Davis,Bob,Geelong,2,16,,,,,3-2-1
1957,Noel Rayson,Rayson,Noel,Geelong,2,8,,,,,3-2-1
1957,Don Gent,Gent,Don,Hawthorn,2,17,,,,,3-2-1
1957,Ray Yeoman,Yeoman,Ray,Hawthorn,2,17,,,,,3-2-1
1957,Maurie Young,Young,Maurie,Hawthorn,2,18,,,,,3-2-1
1957,Bob Johnson,Johnson,Bob,Melbourne,2,15,,,,,3-2-1
1957,John Dugdale,Dugdale,John,North Melbourne,2,16,,,,,3-2-1
1957,Ron McDonald,McDonald,Ron,Richmond,2,16,,,,,3-2-1
1957,Laurie Sharp,Sharp,Laurie,Richmond,2,10,,,,,3-2-1
1957,Kevin Hogan,Hogan,Kevin,South Melbourne,2,13,,,,,3-2-1
1957,Hugh McLaughlin,McLaughlin,Hugh,South Melbourne,2,17,,,,,3-2-1
1957,Eric Guy,Guy,Eric,St Kilda,2,10,,,,,3-2-1
1957,Brian Buckley,Buckley,Brian,Carlton,1,12,,,1,1,3-2-1
1957,John Nicholls,Nicholls,John,Carlton,1,16,,,1,1,3-2-1
1957,Ron Kingston,Kingston,Ron,Collingwood,1,18,,,1,1,3-2-1
1957,Jack Knowles,Knowles,Jack,Essendon,1,17,,,1,1,3-2-1
1957,Hugh Mitchell,Mitchell,Hugh,Essendon,1,18,,,1,1,3-2-1
1957,Bob Suter,Suter,Bob,Essendon,1,17,,,1,1,3-2-1
1957,Owen Abrahams,Abrahams,Owen,Fitzroy,1,18,,,1,1,3-2-1
1957,John Shelton,Shelton,John,Fitzroy,1,6,,,1,1,3-2-1
1957,Doug Reynolds,Reynolds,Doug,Footscray,1,14,,,1,1,3-2-1
1957,Herb Henderson,Henderson,Herb,Footscray,1,14,,,1,1,3-2-1
1957,Jack OHalloran,OHalloran,Jack,Footscray,1,16,,,1,1,3-2-1
1957,Bruce Ferrari,Ferrari,Bruce,Geelong,1,14,,,1,1,3-2-1
1957,Harry Herbert,Herbert,Harry,Geelong,1,9,,,1,1,3-2-1
1957,Max Hetherington,Hetherington,Max,Geelong,1,9,,,1,1,3-2-1
1957,Fred Wooller,Wooller,Fred,Geelong,1,15,,,1,1,3-2-1
1957,Geoff Howells,Howells,Geoff,Hawthorn,1,17,,,1,1,3-2-1
1957,Terry Ingersoll,Ingersoll,Terry,Hawthorn,1,14,,,1,1,3-2-1
1957,Les Kaine,Kaine,Les,Hawthorn,1,12,,,1,1,3-2-1
1957,Phil OBrien,OBrien,Phil,Hawthorn,1,18,,,1,1,3-2-1
1957,Keith Carroll,Carroll,Keith,Melbourne,1,7,,,1,1,3-2-1
1957,Geoff Case,Case,Geoff,Melbourne,1,15,,,1,1,3-2-1
1957,Bryan Martyn,Martyn,Bryan,North Melbourne,1,18,,,1,1,3-2-1
1957,Tom Pelly,Pelly,Tom,North Melbourne,1,8,,,1,1,3-2-1
1957,James Russell,Russell,James,North Melbourne,1,15,,,1,1,3-2-1
1957,Allan Cations,Cations,Allan,Richmond,1,15,,,1,1,3-2-1
1957,Max Oaten,Oaten,Max,South Melbourne,1,11,,,1,1,3-2-1
1957,Neil Roberts,Roberts,Neil,St Kilda,1,16,,,1,1,3-2-1
1957,Brian Walsh,Walsh,Brian,St Kilda,1,16,,,1,1,3-2-1
1958,Neil Roberts,Roberts,Neil,St Kilda,24,17,5,4,1,10,3-2-1
1958,Brendan Edwards,Edwards,Brendan,Hawthorn,22,18,5,3,1,9,3-2-1
1958,Bob Skilton,Skilton,Bob,South Melbourne,19,16,3,4,2,9,3-2-1
1958,Allen Aylett,Aylett,Allen,North Melbourne,17,18,4,1,3,8,3-2-1
1958,Bill Gunn,Gunn,Bill,South Melbourne,16,16,4,2,,6,3-2-1
1958,John Birt,Birt,John,Essendon,15,18,1,4,4,9,3-2-1
1958,Jack Clarke,Clarke,Jack,Essendon,15,18,5,,,5,3-2-1
1958,Jeff Gamble,Gamble,Jeff,Essendon,15,18,3,2,2,7,3-2-1
1958,Harry Sullivan,Sullivan,Harry,Collingwood,14,17,3,2,1,6,3-2-1
1958,Ted Whitten,Whitten,Ted,Footscray,14,17,3,2,1,6,3-2-1
1958,Owen Abrahams,Abrahams,Owen,Fitzroy,13,17,2,3,1,6,3-2-1
1958,Ron Branton,Branton,Ron,Richmond,13,18,3,1,2,6,3-2-1
1958,John Benetti,Benetti,John,Carlton,12,16,3,1,1,5,3-2-1
1958,Ray Gabelich,Gabelich,Ray,Collingwood,12,16,2,3,,5,3-2-1
1958,Neville Waller,Waller,Neville,Collingwood,11,17,2,2,1,5,3-2-1
1958,Peter Falconer,Falconer,Peter,Geelong,11,14,3,1,,4,3-2-1
1958,John Beckwith,Beckwith,John,Melbourne,11,16,3,1,,4,3-2-1
1958,Graham Donaldson,Donaldson,Graham,Carlton,9,15,2,1,1,4,3-2-1
1958,Kevin Murray,Murray,Kevin,Fitzroy,9,15,2,1,1,4,3-2-1
1958,Noel Teasdale,Teasdale,Noel,North Melbourne,9,18,3,,,3,3-2-1
1958,Paul Dodd,Dodd,Paul,St Kilda,9,11,1,2,2,5,3-2-1
1958,Alex Gardiner,Gardiner,Alex,Footscray,8,17,2,,2,4,3-2-1
1958,Geoff Williams,Williams,Geoff,Geelong,8,14,2,1,,3,3-2-1
1958,Thorold Merrett,Merrett,Thorold,Collingwood,7,18,1,,4,5,3-2-1
1958,John Schultz,Schultz,John,Footscray,7,18,1,2,,3,3-2-1
