Kicks,Handballs,Disposals,Goals,Marks,Tackles,Hit.Outs,Clearances,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,Goal.Assists,Inside.50s,Rebounds,One.Percenters,Clangers,Is_Win,Is_Loss,Margin,Abs_Margin,Season,Brownlow.Votes,Player_Name,Playing.for,Round_num,ID,Exp_Votes,Home.team,Away.team,Home.score,Away.score,Team
10.0,6.0,16.0,2,2.0,0.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Brett Allison,North Melbourne,1,770,,North Melbourne,Melbourne,55,70,North Melbourne
13.0,4.0,17.0,1,3.0,1.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Stuart Anderson,North Melbourne,1,528,,North Melbourne,Melbourne,55,70,North Melbourne
13.0,3.0,16.0,0,5.0,0.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Glenn Archer,North Melbourne,1,777,,North Melbourne,Melbourne,55,70,North Melbourne
10.0,3.0,13.0,0,1.0,1.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Peter Bell,North Melbourne,1,486,,North Melbourne,Melbourne,55,70,North Melbourne
12.0,3.0,15.0,0,0.0,2.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,John Blakey,North Melbourne,1,762,,North Melbourne,Melbourne,55,70,North Melbourne
6.0,1.0,7.0,1,1.0,0.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Wayne Carey,North Melbourne,1,766,,North Melbourne,Melbourne,55,70,North Melbourne
8.0,6.0,14.0,0,0.0,2.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Brett Chandler,North Melbourne,1,388,,North Melbourne,Melbourne,55,70,North Melbourne
1.0,0.0,1.0,0,1.0,1.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Darren Crocker,North Melbourne,1,781,,North Melbourne,Melbourne,55,70,North Melbourne
2.0,4.0,6.0,0,2.0,2.0,2.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Jason Daniltchenko,North Melbourne,1,776,,North Melbourne,Melbourne,55,70,North Melbourne
10.0,1.0,11.0,0,1.0,1.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Glenn Freeborn,North Melbourne,1,273,,North Melbourne,Melbourne,55,70,North Melbourne
11.0,3.0,14.0,0,1.0,0.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,David King,North Melbourne,1,759,,North Melbourne,Melbourne,55,70,North Melbourne
12.0,2.0,14.0,0,0.0,1.0,1.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Dani Laidley,North Melbourne,1,756,,North Melbourne,Melbourne,55,70,North Melbourne
12.0,3.0,15.0,1,5.0,1.0,2.0,,,,,,,,,,,0,1,-15,15,1997,0.0,John Longmire,North Melbourne,1,760,,North Melbourne,Melbourne,55,70,North Melbourne
9.0,1.0,10.0,0,4.0,1.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Mick Martyn,North Melbourne,1,757,,North Melbourne,Melbourne,55,70,North Melbourne
3.0,0.0,3.0,0,0.0,1.0,2.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Corey McKernan,North Melbourne,1,775,,North Melbourne,Melbourne,55,70,North Melbourne
3.0,2.0,5.0,0,1.0,0.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Martin Pike,North Melbourne,1,373,,North Melbourne,Melbourne,55,70,North Melbourne
9.0,3.0,12.0,1,1.0,0.0,2.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Mark Roberts,North Melbourne,1,767,,North Melbourne,Melbourne,55,70,North Melbourne
9.0,4.0,13.0,0,0.0,2.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Anthony Rock,North Melbourne,1,674,,North Melbourne,Melbourne,55,70,North Melbourne
10.0,5.0,15.0,0,3.0,2.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Robert Scott,North Melbourne,1,768,,North Melbourne,Melbourne,55,70,North Melbourne
7.0,2.0,9.0,1,4.0,2.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Craig Sholl,North Melbourne,1,761,,North Melbourne,Melbourne,55,70,North Melbourne
14.0,4.0,18.0,0,4.0,5.0,0.0,,,,,,,,,,,0,1,-15,15,1997,0.0,Anthony Stevens,North Melbourne,1,772,,North Melbourne,Melbourne,55,70,North Melbourne
