Kicks,Handballs,Disposals,Goals,Marks,Tackles,Hit.Outs,Clearances,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,Goal.Assists,Inside.50s,Rebounds,One.Percenters,Clangers,Is_Win,Is_Loss,Margin,Abs_Margin,Season,Brownlow.Votes,Player_Name,Playing.for,Round_num,ID,Exp_Votes,Home.team,Away.team,Home.score,Away.score,Team
9.0,6.0,15.0,1,2.0,0.0,0.0,1.0,6.0,9.0,1.0,0.0,,4.0,1.0,2.0,3.0,1,0,2,2,2000,0.0,Joel Bowden,Richmond,1,890,,Richmond,Melbourne,94,92,Richmond
14.0,3.0,17.0,0,1.0,1.0,0.0,1.0,3.0,11.0,0.0,0.0,,0.0,9.0,1.0,0.0,1,0,2,2,2000,0.0,Leon Cameron,Richmond,1,425,,Richmond,Melbourne,94,92,Richmond
22.0,7.0,29.0,0,7.0,1.0,0.0,3.0,9.0,19.0,0.0,0.0,,4.0,6.0,0.0,2.0,1,0,2,2,2000,0.0,Wayne Campbell,Richmond,1,869,,Richmond,Melbourne,94,92,Richmond
19.0,5.0,24.0,0,3.0,4.0,0.0,10.0,11.0,11.0,0.0,0.0,,7.0,2.0,0.0,3.0,1,0,2,2,2000,0.0,Nick Daffy,Richmond,1,873,,Richmond,Melbourne,94,92,Richmond
5.0,1.0,6.0,2,1.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,,2.0,0.0,0.0,1.0,1,0,2,2,2000,0.0,Marc Dragicevic,Richmond,1,903,,Richmond,Melbourne,94,92,Richmond
8.0,3.0,11.0,0,4.0,3.0,22.0,2.0,5.0,6.0,1.0,0.0,,2.0,1.0,4.0,0.0,1,0,2,2,2000,2.0,Brendon Gale,Richmond,1,868,,Richmond,Melbourne,94,92,Richmond
14.0,5.0,19.0,0,7.0,1.0,1.0,0.0,11.0,10.0,0.0,0.0,,2.0,6.0,2.0,2.0,1,0,2,2,2000,1.0,Darren Gaspar,Richmond,1,886,,Richmond,Melbourne,94,92,Richmond
8.0,2.0,10.0,0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,,2.0,1.0,0.0,1.0,1,0,2,2,2000,0.0,Ben Harrison,Richmond,1,163,,Richmond,Melbourne,94,92,Richmond
11.0,3.0,14.0,3,5.0,3.0,1.0,1.0,10.0,3.0,3.0,1.0,,3.0,0.0,3.0,1.0,1,0,2,2,2000,0.0,Ben Holland,Richmond,1,913,,Richmond,Melbourne,94,92,Richmond
3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,2.0,1.0,1.0,0.0,1,0,2,2,2000,0.0,Aaron James,Richmond,1,237,,Richmond,Melbourne,94,92,Richmond
7.0,3.0,10.0,0,4.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,,0.0,2.0,1.0,3.0,1,0,2,2,2000,0.0,Andrew Kellaway,Richmond,1,899,,Richmond,Melbourne,94,92,Richmond
10.0,9.0,19.0,1,3.0,5.0,0.0,8.0,9.0,10.0,0.0,0.0,,2.0,1.0,3.0,1.0,1,0,2,2,2000,0.0,Duncan Kellaway,Richmond,1,861,,Richmond,Melbourne,94,92,Richmond
7.0,4.0,11.0,0,1.0,4.0,0.0,1.0,4.0,7.0,0.0,0.0,,3.0,1.0,0.0,0.0,1,0,2,2,2000,0.0,Clinton King,Richmond,1,269,,Richmond,Melbourne,94,92,Richmond
15.0,8.0,23.0,1,3.0,2.0,0.0,6.0,10.0,11.0,0.0,0.0,,3.0,0.0,1.0,3.0,1,0,2,2,2000,3.0,Matthew Knights,Richmond,1,865,,Richmond,Melbourne,94,92,Richmond
2.0,0.0,2.0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1,0,2,2,2000,0.0,Mark Merenda,Richmond,1,866,,Richmond,Melbourne,94,92,Richmond
7.0,5.0,12.0,0,4.0,1.0,10.0,2.0,8.0,4.0,1.0,1.0,,2.0,1.0,3.0,2.0,1,0,2,2,2000,0.0,Brad Ottens,Richmond,1,897,,Richmond,Melbourne,94,92,Richmond
11.0,0.0,11.0,3,6.0,0.0,0.0,0.0,6.0,5.0,3.0,1.0,,6.0,0.0,1.0,1.0,1,0,2,2,2000,0.0,Matthew Richardson,Richmond,1,870,,Richmond,Melbourne,94,92,Richmond
