Kicks,Handballs,Disposals,Goals,Marks,Tackles,Hit.Outs,Clearances,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,Goal.Assists,Inside.50s,Rebounds,One.Percenters,Clangers,Is_Win,Is_Loss,Margin,Abs_Margin,Season,Brownlow.Votes,Player_Name,Playing.for,Round_num,ID,Exp_Votes,Home.team,Away.team,Home.score,Away.score,Team
22.0,8.0,30.0,2,4.0,1.0,0.0,,,,,,,,,,,0,1,-5,5,1990,2.0,Tom Alvin,Carlton,1,1178,,Carlton,Sydney,99,104,Carlton
3.0,5.0,8.0,0,2.0,1.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Adrian Bassett,Carlton,1,1327,,Carlton,Sydney,99,104,Carlton
13.0,13.0,26.0,1,2.0,2.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Wayne Blackwell,Carlton,1,1400,,Carlton,Sydney,99,104,Carlton
16.0,9.0,25.0,0,3.0,3.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Craig Bradley,Carlton,1,151,,Carlton,Sydney,99,104,Carlton
13.0,6.0,19.0,0,3.0,1.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Fraser Brown,Carlton,1,147,,Carlton,Sydney,99,104,Carlton
10.0,2.0,12.0,1,3.0,1.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Steven Da Rui,Carlton,1,1643,,Carlton,Sydney,99,104,Carlton
5.0,4.0,9.0,3,4.0,0.0,1.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Jon Dorotich,Carlton,1,1265,,Carlton,Sydney,99,104,Carlton
7.0,3.0,10.0,0,1.0,0.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Stephen Edgar,Carlton,1,1291,,Carlton,Sydney,99,104,Carlton
11.0,9.0,20.0,2,1.0,1.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Adrian Gleeson,Carlton,1,152,,Carlton,Sydney,99,104,Carlton
11.0,3.0,14.0,0,2.0,2.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Mil Hanna,Carlton,1,146,,Carlton,Sydney,99,104,Carlton
8.0,4.0,12.0,2,1.0,2.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Ian Herman,Carlton,1,1343,,Carlton,Sydney,99,104,Carlton
10.0,2.0,12.0,0,2.0,1.0,0.0,,,,,,,,,,,0,1,-5,5,1990,0.0,Wayne Johnston,Carlton,1,1849,,Carlton,Sydney,99,104,Carlton
