Kicks,Handballs,Disposals,Goals,Marks,Tackles,Hit.Outs,Clearances,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,Goal.Assists,Inside.50s,Rebounds,One.Percenters,Clangers,Is_Win,Is_Loss,Margin,Abs_Margin,Season,Brownlow.Votes,Player_Name,Playing.for,Round_num,ID,Exp_Votes,Home.team,Away.team,Home.score,Away.score,Team
16.0,15.0,31.0,0,1.0,0.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Simon Atkins,Western Bulldogs,1,376,,Footscray,Collingwood,95,115,Western Bulldogs
4.0,0.0,4.0,0,2.0,0.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Jon Ballantyne,Western Bulldogs,1,225,,Footscray,Collingwood,95,115,Western Bulldogs
23.0,11.0,34.0,1,1.0,3.0,0.0,,,,,,,,,,,0,1,-20,20,1993,1.0,Leon Cameron,Western Bulldogs,1,425,,Footscray,Collingwood,95,115,Western Bulldogs
10.0,7.0,17.0,0,6.0,1.0,1.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Glenn Coleman,Western Bulldogs,1,1314,,Footscray,Collingwood,95,115,Western Bulldogs
13.0,6.0,19.0,2,4.0,7.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Matthew Croft,Western Bulldogs,1,414,,Footscray,Collingwood,95,115,Western Bulldogs
11.0,2.0,13.0,4,4.0,2.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Danny Del-Re,Western Bulldogs,1,1220,,Footscray,Collingwood,95,115,Western Bulldogs
5.0,2.0,7.0,0,2.0,2.0,2.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Peter Foster,Western Bulldogs,1,1270,,Footscray,Collingwood,95,115,Western Bulldogs
5.0,4.0,9.0,0,1.0,1.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Doug Hawkins,Western Bulldogs,1,380,,Footscray,Collingwood,95,115,Western Bulldogs
16.0,3.0,19.0,0,0.0,3.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Mark Hunter,Western Bulldogs,1,416,,Footscray,Collingwood,95,115,Western Bulldogs
9.0,10.0,19.0,1,1.0,1.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Nigel Kellett,Western Bulldogs,1,420,,Footscray,Collingwood,95,115,Western Bulldogs
19.0,4.0,23.0,0,4.0,2.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Steven Kolyniuk,Western Bulldogs,1,428,,Footscray,Collingwood,95,115,Western Bulldogs
5.0,12.0,17.0,0,0.0,4.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Tony Liberatore,Western Bulldogs,1,426,,Footscray,Collingwood,95,115,Western Bulldogs
15.0,6.0,21.0,1,4.0,4.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Stephen Macpherson,Western Bulldogs,1,435,,Footscray,Collingwood,95,115,Western Bulldogs
13.0,0.0,13.0,1,3.0,2.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Matthew Mansfield,Western Bulldogs,1,1323,,Footscray,Collingwood,95,115,Western Bulldogs
8.0,1.0,9.0,1,3.0,3.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Keenan Reynolds,Western Bulldogs,1,769,,Footscray,Collingwood,95,115,Western Bulldogs
10.0,6.0,16.0,2,3.0,1.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Rohan Smith,Western Bulldogs,1,429,,Footscray,Collingwood,95,115,Western Bulldogs
7.0,1.0,8.0,0,3.0,0.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Barry Standfield,Western Bulldogs,1,47,,Footscray,Collingwood,95,115,Western Bulldogs
22.0,9.0,31.0,0,11.0,4.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Stephen Wallis,Western Bulldogs,1,413,,Footscray,Collingwood,95,115,Western Bulldogs
4.0,3.0,7.0,0,0.0,1.0,0.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Scott West,Western Bulldogs,1,418,,Footscray,Collingwood,95,115,Western Bulldogs
3.0,9.0,12.0,0,3.0,0.0,13.0,,,,,,,,,,,0,1,-20,20,1993,0.0,Scott Wynd,Western Bulldogs,1,424,,Footscray,Collingwood,95,115,Western Bulldogs
9.0,10.0,19.0,0,3.0,1.0,1.0,,,,,,,,,,,1,0,20,20,1993,2.0,Gavin Brown,Collingwood,1,216,,Footscray,Collingwood,95,115,Collingwood
11.0,7.0,18.0,0,7.0,1.0,1.0,,,,,,,,,,,1,0,20,20,1993,0.0,Michael Christian,Collingwood,1,229,,Footscray,Collingwood,95,115,Collingwood
7.0,3.0,10.0,1,0.0,0.0,0.0,,,,,,,,,,,1,0,20,20,1993,0.0,Peter Daicos,Collingwood,1,1253,,Footscray,Collingwood,95,115,Collingwood
