Kicks,Handballs,Disposals,Goals,Marks,Tackles,Hit.Outs,Clearances,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,Goal.Assists,Inside.50s,Rebounds,One.Percenters,Clangers,Is_Win,Is_Loss,Margin,Abs_Margin,Season,Brownlow.Votes,Player_Name,Playing.for,Round_num,ID,Exp_Votes,Home.team,Away.team,Home.score,Away.score,Team
7.0,8.0,15.0,0,5.0,0.0,10.0,4.0,8.0,7.0,2.0,0.0,,5.0,1.0,1.0,0.0,1,0,39,39,1999,0.0,Steven Alessio,Essendon,1,307,,Essendon,Carlton,110,71,Essendon
11.0,1.0,12.0,1,5.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,,4.0,0.0,0.0,1.0,1,0,39,39,1999,0.0,Peter Berbakov,Essendon,1,338,,Essendon,Carlton,110,71,Essendon
12.0,3.0,15.0,1,3.0,1.0,0.0,2.0,7.0,9.0,0.0,2.0,,4.0,1.0,1.0,1.0,1,0,39,39,1999,0.0,Darren Bewick,Essendon,1,311,,Essendon,Carlton,110,71,Essendon
10.0,3.0,13.0,1,5.0,0.0,0.0,2.0,6.0,9.0,2.0,0.0,,6.0,2.0,1.0,2.0,1,0,39,39,1999,0.0,Justin Blumfield,Essendon,1,341,,Essendon,Carlton,110,71,Essendon
4.0,3.0,7.0,1,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,0,39,39,1999,0.0,Blake Caracella,Essendon,1,343,,Essendon,Carlton,110,71,Essendon
13.0,2.0,15.0,0,3.0,0.0,2.0,0.0,5.0,9.0,2.0,0.0,,2.0,4.0,3.0,2.0,1,0,39,39,1999,0.0,Dustin Fletcher,Essendon,1,304,,Essendon,Carlton,110,71,Essendon
18.0,7.0,25.0,2,9.0,0.0,0.0,1.0,4.0,19.0,0.0,3.0,,3.0,2.0,0.0,1.0,1,0,39,39,1999,1.0,Mark Fraser,Essendon,1,325,,Essendon,Carlton,110,71,Essendon
13.0,7.0,20.0,0,2.0,1.0,0.0,0.0,7.0,12.0,0.0,0.0,,2.0,5.0,0.0,2.0,1,0,39,39,1999,0.0,Damien Hardwick,Essendon,1,324,,Essendon,Carlton,110,71,Essendon
8.0,4.0,12.0,1,1.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,,5.0,2.0,0.0,1.0,1,0,39,39,1999,0.0,Chris Heffernan,Essendon,1,347,,Essendon,Carlton,110,71,Essendon
15.0,10.0,25.0,1,4.0,2.0,1.0,4.0,7.0,17.0,1.0,2.0,,4.0,4.0,0.0,4.0,1,0,39,39,1999,0.0,James Hird,Essendon,1,312,,Essendon,Carlton,110,71,Essendon
