Kicks,Handballs,Disposals,Goals,Marks,Tackles,Hit.Outs,Clearances,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,Goal.Assists,Inside.50s,Rebounds,One.Percenters,Clangers,Is_Win,Is_Loss,Margin,Abs_Margin,Season,Brownlow.Votes,Player_Name,Playing.for,Round_num,ID,Exp_Votes,Home.team,Away.team,Home.score,Away.score,Team
15.0,3.0,18.0,1,4.0,0.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Ben Allan,Hawthorn,1,481,,Hawthorn,Geelong,141,121,Hawthorn
5.0,3.0,8.0,0,0.0,0.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Dean Anderson,Hawthorn,1,923,,Hawthorn,Geelong,141,121,Hawthorn
10.0,4.0,14.0,0,4.0,3.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Gary Ayres,Hawthorn,1,1257,,Hawthorn,Geelong,141,121,Hawthorn
10.0,2.0,12.0,1,4.0,1.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Andrew Collins,Hawthorn,1,625,,Hawthorn,Geelong,141,121,Hawthorn
6.0,3.0,9.0,0,0.0,3.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Paul Cooper,Hawthorn,1,627,,Hawthorn,Geelong,141,121,Hawthorn
4.0,0.0,4.0,0,1.0,0.0,5.0,,,,,,,,,,,1,0,20,20,1992,0.0,Greg Dear,Hawthorn,1,871,,Hawthorn,Geelong,141,121,Hawthorn
9.0,4.0,13.0,0,2.0,3.0,6.0,,,,,,,,,,,1,0,20,20,1992,0.0,Paul Dear,Hawthorn,1,641,,Hawthorn,Geelong,141,121,Hawthorn
17.0,1.0,18.0,12,10.0,2.0,0.0,,,,,,,,,,,1,0,20,20,1992,3.0,Jason Dunstall,Hawthorn,1,632,,Hawthorn,Geelong,141,121,Hawthorn
9.0,5.0,14.0,0,5.0,1.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Andrew Gowers,Hawthorn,1,96,,Hawthorn,Geelong,141,121,Hawthorn
11.0,2.0,13.0,1,5.0,0.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Tony Hall,Hawthorn,1,13,,Hawthorn,Geelong,141,121,Hawthorn
7.0,3.0,10.0,3,3.0,1.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Paul Hudson,Hawthorn,1,451,,Hawthorn,Geelong,141,121,Hawthorn
13.0,10.0,23.0,1,3.0,2.0,0.0,,,,,,,,,,,1,0,20,20,1992,2.0,Darren Jarman,Hawthorn,1,36,,Hawthorn,Geelong,141,121,Hawthorn
8.0,3.0,11.0,0,3.0,2.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Ray Jencke,Hawthorn,1,629,,Hawthorn,Geelong,141,121,Hawthorn
4.0,1.0,5.0,0,1.0,3.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Chris Langford,Hawthorn,1,639,,Hawthorn,Geelong,141,121,Hawthorn
5.0,3.0,8.0,0,4.0,3.0,3.0,,,,,,,,,,,1,0,20,20,1992,0.0,Greg Madigan,Hawthorn,1,499,,Hawthorn,Geelong,141,121,Hawthorn
7.0,0.0,7.0,0,1.0,2.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Alex McDonald,Hawthorn,1,243,,Hawthorn,Geelong,141,121,Hawthorn
12.0,5.0,17.0,0,2.0,3.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,James Morrissey,Hawthorn,1,1306,,Hawthorn,Geelong,141,121,Hawthorn
19.0,2.0,21.0,1,3.0,1.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,John Platten,Hawthorn,1,636,,Hawthorn,Geelong,141,121,Hawthorn
16.0,5.0,21.0,1,7.0,2.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Darrin Pritchard,Hawthorn,1,630,,Hawthorn,Geelong,141,121,Hawthorn
6.0,3.0,9.0,0,5.0,0.0,0.0,,,,,,,,,,,1,0,20,20,1992,0.0,Jason Taylor,Hawthorn,1,254,,Hawthorn,Geelong,141,121,Hawthorn
19.0,5.0,24.0,1,6.0,3.0,1.0,,,,,,,,,,,0,1,-20,20,1992,0.0,Gary Ablett,Geelong,1,567,,Hawthorn,Geelong,141,121,Geelong
20.0,9.0,29.0,4,4.0,0.0,0.0,,,,,,,,,,,0,1,-20,20,1992,1.0,Mark Bairstow,Geelong,1,1201,,Hawthorn,Geelong,141,121,Geelong
7.0,7.0,14.0,0,2.0,0.0,13.0,,,,,,,,,,,0,1,-20,20,1992,0.0,John Barnes,Geelong,1,360,,Hawthorn,Geelong,141,121,Geelong
3.0,1.0,4.0,0,1.0,0.0,3.0,,,,,,,,,,,0,1,-20,20,1992,0.0,Damian Bourke,Geelong,1,109,,Hawthorn,Geelong,141,121,Geelong
