Kicks,Handballs,Disposals,Goals,Marks,Tackles,Hit.Outs,Clearances,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,Goal.Assists,Inside.50s,Rebounds,One.Percenters,Clangers,Is_Win,Is_Loss,Margin,Abs_Margin,Season,Brownlow.Votes,Player_Name,Playing.for,Round_num,ID,Exp_Votes,Home.team,Away.team,Home.score,Away.score,Team
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0,1,-85,85,2001,0.0,Winston Abraham,North Melbourne,1,485,,Kangaroos,Essendon,61,146,North Melbourne
10.0,5.0,15.0,1,6.0,2.0,0.0,3.0,8.0,7.0,1.0,2.0,,2.0,0.0,3.0,2.0,0,1,-85,85,2001,0.0,Glenn Archer,North Melbourne,1,777,,Kangaroos,Essendon,61,146,North Melbourne
15.0,3.0,18.0,0,8.0,2.0,0.0,0.0,3.0,14.0,0.0,0.0,,0.0,7.0,1.0,1.0,0,1,-85,85,2001,0.0,John Blakey,North Melbourne,1,762,,Kangaroos,Essendon,61,146,North Melbourne
5.0,8.0,13.0,0,7.0,0.0,19.0,1.0,6.0,5.0,3.0,0.0,,1.0,0.0,1.0,2.0,0,1,-85,85,2001,0.0,Matthew Burton,North Melbourne,1,489,,Kangaroos,Essendon,61,146,North Melbourne
7.0,3.0,10.0,0,7.0,3.0,0.0,1.0,3.0,7.0,0.0,1.0,,1.0,1.0,1.0,0.0,0,1,-85,85,2001,0.0,Shane Clayton,North Melbourne,1,408,,Kangaroos,Essendon,61,146,North Melbourne
9.0,1.0,10.0,1,5.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,,2.0,2.0,1.0,1.0,0,1,-85,85,2001,0.0,Stuart Cochrane,North Melbourne,1,795,,Kangaroos,Essendon,61,146,North Melbourne
9.0,4.0,13.0,0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,,1.0,8.0,1.0,1.0,0,1,-85,85,2001,0.0,Leigh Colbert,North Melbourne,1,557,,Kangaroos,Essendon,61,146,North Melbourne
23.0,10.0,33.0,1,5.0,1.0,0.0,4.0,15.0,19.0,0.0,0.0,,1.0,3.0,1.0,3.0,0,1,-85,85,2001,0.0,Shannon Grant,North Melbourne,1,794,,Kangaroos,Essendon,61,146,North Melbourne
11.0,4.0,15.0,1,3.0,6.0,0.0,4.0,15.0,3.0,1.0,0.0,,0.0,0.0,4.0,2.0,0,1,-85,85,2001,0.0,Daniel Harris,North Melbourne,1,805,,Kangaroos,Essendon,61,146,North Melbourne
8.0,4.0,12.0,1,3.0,1.0,0.0,1.0,2.0,9.0,0.0,1.0,,1.0,1.0,2.0,0.0,0,1,-85,85,2001,0.0,Troy Makepeace,North Melbourne,1,802,,Kangaroos,Essendon,61,146,North Melbourne
