Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Time_On_Ground_Pct,Season,Round_fw,Date,mid
West Coast,Chris Masten,4,15,15,78.9,0,1,0,0,0,92,2013,Round 1,2013-03-23,5551
West Coast,Shannon Hurn,7,11,14,77.8,0,0,0,3,1,93,2013,Round 1,2013-03-23,5551
West Coast,Andrew Gaff,6,10,13,76.5,0,1,0,2,0,86,2013,Round 1,2013-03-23,5551
West Coast,Scott Selwood,10,7,10,62.5,0,0,0,4,3,79,2013,Round 1,2013-03-23,5551
West Coast,Dean Cox,9,4,10,71.4,2,0,0,1,0,92,2013,Round 1,2013-03-23,5551
West Coast,Mark Lecras,6,8,5,35.7,0,0,0,1,1,63,2013,Round 1,2013-03-23,5551
West Coast,Ashton Hams,7,6,8,61.5,1,2,1,0,0,86,2013,Round 1,2013-03-23,5551
West Coast,Luke Shuey,8,4,8,66.7,0,0,0,1,3,85,2013,Round 1,2013-03-23,5551
West Coast,Ashley Smith,6,6,9,81.8,0,0,0,2,0,88,2013,Round 1,2013-03-23,5551
West Coast,Jamie Cripps,7,4,5,45.5,1,0,1,0,0,90,2013,Round 1,2013-03-23,5551
West Coast,Jack Darling,5,7,6,54.5,0,0,1,6,0,86,2013,Round 1,2013-03-23,5551
West Coast,Andrew Embley,4,4,5,50.0,1,0,1,0,0,27,2013,Round 1,2013-03-23,5551
West Coast,Bradley Sheppard,8,3,8,80.0,0,0,0,2,0,80,2013,Round 1,2013-03-23,5551
West Coast,Adam Selwood,3,5,5,55.6,0,0,0,2,0,87,2013,Round 1,2013-03-23,5551
West Coast,Will Schofield,7,2,6,66.7,1,0,0,5,1,97,2013,Round 1,2013-03-23,5551
West Coast,Josh Hill,6,4,8,100.0,1,0,2,2,0,86,2013,Round 1,2013-03-23,5551
West Coast,Darren Glass,6,2,7,100.0,1,0,0,6,0,85,2013,Round 1,2013-03-23,5551
West Coast,Eric Mackenzie,2,2,2,50.0,0,0,0,6,0,54,2013,Round 1,2013-03-23,5551
West Coast,Scott Lycett,1,2,2,66.7,0,0,0,2,0,82,2013,Round 1,2013-03-23,5551
Carlton,Bryce Gibbs,16,18,25,73.5,1,0,1,0,1,82,2013,Round 1,2013-03-28,5552
Carlton,Chris Judd,12,15,18,66.7,0,1,1,0,1,76,2013,Round 1,2013-03-28,5552
Carlton,Andrew Walker,7,17,21,80.8,0,0,0,9,0,100,2013,Round 1,2013-03-28,5552
Carlton,Andrew Carrazzo,9,16,19,79.2,0,0,0,0,0,75,2013,Round 1,2013-03-28,5552
Carlton,Kade Simpson,6,16,14,63.6,0,2,1,2,0,84,2013,Round 1,2013-03-28,5552
Carlton,Edward Betts,12,7,14,73.7,0,0,0,2,0,88,2013,Round 1,2013-03-28,5552
Carlton,Marc Murphy,8,10,16,84.2,1,1,1,2,0,81,2013,Round 1,2013-03-28,5552
Carlton,Kane Lucas,9,9,17,89.5,0,0,0,1,2,80,2013,Round 1,2013-03-28,5552
Carlton,Matthew Kreuzer,9,9,9,50.0,3,0,3,1,0,89,2013,Round 1,2013-03-28,5552
Carlton,Dennis Armfield,5,11,11,64.7,0,0,1,0,0,82,2013,Round 1,2013-03-28,5552
Carlton,Brock Mclean,6,11,14,87.5,1,2,0,1,0,76,2013,Round 1,2013-03-28,5552
Carlton,Christopher Yarran,6,10,9,56.2,0,0,0,0,1,76,2013,Round 1,2013-03-28,5552
Carlton,Shaun Hampson,8,6,6,46.2,4,1,6,6,0,91,2013,Round 1,2013-03-28,5552
Carlton,Jeff Gartlett,6,6,5,41.7,0,1,1,1,1,84,2013,Round 1,2013-03-28,5552
Carlton,Michael Jamison,8,3,8,80.0,1,1,0,8,0,100,2013,Round 1,2013-03-28,5552
Carlton,Lachlan Henderson,5,4,9,90.0,1,0,0,3,0,100,2013,Round 1,2013-03-28,5552
Carlton,Nicholas Duigan,5,7,7,70.0,0,0,0,5,0,96,2013,Round 1,2013-03-28,5552
Carlton,Zach Tuohy,3,6,6,66.7,0,0,0,3,1,94,2013,Round 1,2013-03-28,5552
Carlton,Joshua Bootsma,7,3,7,77.8,0,0,0,7,0,93,2013,Round 1,2013-03-28,5552
Carlton,Aaron Joseph,4,4,4,57.1,0,0,0,2,0,45,2013,Round 1,2013-03-28,5552
Carlton,Mitch Robinson,2,4,4,66.7,0,0,0,0,0,29,2013,Round 1,2013-03-28,5552
Carlton,Levi Casboult,2,2,3,75.0,0,0,1,2,0,79,2013,Round 1,2013-03-28,5552
Richmond,Trent Cotchin,16,15,16,48.5,0,2,0,1,2,83,2013,Round 1,2013-03-28,5552
Richmond,Shane Tuck,15,13,16,59.3,1,0,0,1,0,85,2013,Round 1,2013-03-28,5552
Richmond,Daniel Jackson,10,14,18,75.0,0,1,0,0,1,80,2013,Round 1,2013-03-28,5552
Richmond,Shaun Grigg,5,17,15,65.2,1,0,0,0,2,80,2013,Round 1,2013-03-28,5552
Richmond,Dustin Martin,11,10,10,47.6,0,1,0,0,0,83,2013,Round 1,2013-03-28,5552
Richmond,Shane Edwards,11,7,15,78.9,0,1,0,0,0,88,2013,Round 1,2013-03-28,5552
Richmond,Alex Rance,6,14,17,89.5,1,0,0,9,0,90,2013,Round 1,2013-03-28,5552
Richmond,Reece Conca,10,8,14,73.7,0,0,0,1,0,80,2013,Round 1,2013-03-28,5552
Richmond,Brett Deledio,9,9,15,88.2,2,0,0,2,7,86,2013,Round 1,2013-03-28,5552
Richmond,Chris Newman,6,9,13,81.2,0,0,0,1,0,75,2013,Round 1,2013-03-28,5552
Richmond,Ivan Maric,12,5,11,68.8,1,0,0,3,0,92,2013,Round 1,2013-03-28,5552
Richmond,Jack Riewoldt,10,4,7,46.7,1,1,0,3,0,96,2013,Round 1,2013-03-28,5552
Richmond,Tyrone Vickery,4,10,9,60.0,1,0,5,1,0,88,2013,Round 1,2013-03-28,5552
Richmond,Bachar Houli,4,10,9,69.2,1,0,0,2,0,90,2013,Round 1,2013-03-28,5552
Richmond,Luke Mcguane,9,3,9,75.0,1,0,2,3,0,99,2013,Round 1,2013-03-28,5552
Richmond,Jake Batchelor,3,8,11,91.7,2,0,0,3,0,83,2013,Round 1,2013-03-28,5552
Richmond,Troy Chaplin,6,5,9,90.0,1,0,0,2,0,70,2013,Round 1,2013-03-28,5552
Richmond,Brandon Ellis,3,7,6,75.0,0,0,0,4,0,63,2013,Round 1,2013-03-28,5552
Richmond,Jake King,3,4,6,85.7,0,2,1,2,0,86,2013,Round 1,2013-03-28,5552
Richmond,Steven Morris,3,4,5,71.4,0,0,0,0,0,91,2013,Round 1,2013-03-28,5552
Richmond,Benjamin Griffiths,2,4,6,100.0,1,0,0,6,0,97,2013,Round 1,2013-03-28,5552
Richmond,Robin Nahas,0,3,2,66.7,0,0,0,0,1,17,2013,Round 1,2013-03-28,5552
Western Bulldogs,Thomas Liberatore,16,11,21,75.0,0,0,0,1,0,86,2013,Round 1,2013-03-30,5553
Western Bulldogs,Ryan Griffen,11,19,19,70.4,1,0,1,4,0,81,2013,Round 1,2013-03-30,5553
Western Bulldogs,Mitchell Wallis,12,12,18,75.0,0,0,0,2,0,81,2013,Round 1,2013-03-30,5553
Western Bulldogs,Bret Goodes,6,14,21,87.5,1,0,0,2,1,89,2013,Round 1,2013-03-30,5553
Western Bulldogs,Daniel Cross,9,14,17,73.9,0,1,0,5,0,84,2013,Round 1,2013-03-30,5553
Western Bulldogs,Shaun Higgins,4,18,14,63.6,0,0,1,2,0,84,2013,Round 1,2013-03-30,5553
Western Bulldogs,Adam Cooney,5,17,19,90.5,0,0,1,2,0,83,2013,Round 1,2013-03-30,5553
Western Bulldogs,Daniel Giansiracusa,3,14,15,83.3,0,3,3,1,0,83,2013,Round 1,2013-03-30,5553
Western Bulldogs,Will Minson,14,5,13,72.2,4,2,1,2,0,93,2013,Round 1,2013-03-30,5553
Western Bulldogs,Liam Picken,4,15,12,66.7,0,0,0,5,2,91,2013,Round 1,2013-03-30,5553
Western Bulldogs,Tory Dickson,10,8,13,72.2,1,1,1,0,0,82,2013,Round 1,2013-03-30,5553
Western Bulldogs,Koby Stevens,5,15,14,82.4,0,0,0,0,0,63,2013,Round 1,2013-03-30,5553
Western Bulldogs,Thomas Young,4,13,15,88.2,0,0,0,2,1,92,2013,Round 1,2013-03-30,5553
Western Bulldogs,Robert Murphy,3,13,12,75.0,0,2,2,3,0,87,2013,Round 1,2013-03-30,5553
Western Bulldogs,Luke Dahlhaus,6,10,14,87.5,0,3,1,2,0,80,2013,Round 1,2013-03-30,5553
Western Bulldogs,Jason Johannisen,6,9,12,85.7,0,0,0,3,1,77,2013,Round 1,2013-03-30,5553
Western Bulldogs,Nick Lower,5,8,6,46.2,0,1,0,3,0,83,2013,Round 1,2013-03-30,5553
Western Bulldogs,Dale Morris,7,5,9,75.0,2,0,0,8,0,95,2013,Round 1,2013-03-30,5553
Western Bulldogs,Jordan Roughead,3,7,9,81.8,1,0,0,8,0,92,2013,Round 1,2013-03-30,5553
Western Bulldogs,Ayce Cordy,5,3,5,62.5,1,0,1,0,0,82,2013,Round 1,2013-03-30,5553
Western Bulldogs,Clay Smith,2,6,7,87.5,0,0,0,0,1,24,2013,Round 1,2013-03-30,5553
Western Bulldogs,Liam Jones,6,3,5,71.4,0,0,1,3,0,88,2013,Round 1,2013-03-30,5553
Brisbane Lions,Tom Rockliff,7,25,29,87.9,0,0,0,1,0,82,2013,Round 1,2013-03-30,5553
Brisbane Lions,Brent Moloney,13,10,16,69.6,1,0,0,0,2,82,2013,Round 1,2013-03-30,5553
Brisbane Lions,Pearce Hanley,5,18,12,54.5,0,0,1,3,5,84,2013,Round 1,2013-03-30,5553
Brisbane Lions,Mitchell Golby,7,12,16,72.7,1,0,0,4,0,95,2013,Round 1,2013-03-30,5553
Brisbane Lions,Patrick Karnezis,7,12,15,78.9,0,0,1,1,0,80,2013,Round 1,2013-03-30,5553
Brisbane Lions,Daniel Merrett,7,11,13,72.2,0,0,0,7,1,98,2013,Round 1,2013-03-30,5553
Brisbane Lions,Elliot Yeo,10,5,11,68.8,0,0,0,6,1,92,2013,Round 1,2013-03-30,5553
Brisbane Lions,Jack Redden,7,8,9,60.0,0,0,0,1,0,88,2013,Round 1,2013-03-30,5553
Brisbane Lions,Joshua Green,11,4,6,40.0,0,1,0,0,0,81,2013,Round 1,2013-03-30,5553
Brisbane Lions,Jed Adcock,4,7,10,83.3,0,0,0,0,0,92,2013,Round 1,2013-03-30,5553
Brisbane Lions,Joel Patfull,4,8,10,83.3,0,0,0,9,0,94,2013,Round 1,2013-03-30,5553
Brisbane Lions,Rohan Bewick,9,3,6,50.0,0,1,0,1,0,80,2013,Round 1,2013-03-30,5553
Brisbane Lions,Dayne Zorko,7,5,8,66.7,0,0,1,3,0,80,2013,Round 1,2013-03-30,5553
Brisbane Lions,Jonathan Brown,6,5,8,72.7,1,0,2,0,0,89,2013,Round 1,2013-03-30,5553
Brisbane Lions,Aaron Cornelius,6,4,6,60.0,1,0,2,2,0,81,2013,Round 1,2013-03-30,5553
Brisbane Lions,Stefan Martin,6,3,4,44.4,1,1,2,3,0,82,2013,Round 1,2013-03-30,5553
Brisbane Lions,Claye Beams,1,8,6,66.7,0,0,1,0,0,37,2013,Round 1,2013-03-30,5553
Brisbane Lions,Ashley Mcgrath,3,5,4,50.0,0,0,1,1,1,91,2013,Round 1,2013-03-30,5553
Brisbane Lions,Daniel Rich,6,4,5,62.5,0,2,0,0,0,81,2013,Round 1,2013-03-30,5553
Brisbane Lions,Billy Longer,5,2,6,85.7,1,0,0,3,0,79,2013,Round 1,2013-03-30,5553
Brisbane Lions,James Polkinghorne,2,4,1,16.7,0,0,0,0,0,85,2013,Round 1,2013-03-30,5553
Brisbane Lions,Matthew Maguire,3,2,2,40.0,1,0,0,5,0,46,2013,Round 1,2013-03-30,5553
Greater Western Sydney,Adam Treloar,16,10,17,63.0,0,1,0,0,1,84,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Dylan Shiel,17,9,19,73.1,1,1,0,0,0,80,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Callan Ward,9,14,18,78.3,0,0,0,2,1,93,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Stephen Coniglio,13,9,12,54.5,0,1,0,1,0,87,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Curtly Hampton,4,16,14,66.7,0,0,0,4,2,89,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Will Hoskin Elliott,5,15,11,57.9,1,0,1,0,0,63,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Tom Scully,7,10,11,61.1,0,0,1,0,0,86,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Tomas Bugg,4,14,14,77.8,0,0,0,1,0,85,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Tim Mohr,7,9,14,82.4,0,0,0,4,1,91,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Liam Sumner,11,5,12,75.0,1,0,0,0,0,83,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Lachie Whitfield,5,10,12,80.0,0,0,0,1,0,85,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Jonathan Giles,11,4,8,57.1,0,0,0,4,0,87,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Phil Davis,5,9,5,35.7,1,0,0,8,0,86,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Lachlan Plowman,5,9,13,92.9,1,0,0,0,0,73,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Dean Brogan,12,3,7,53.8,1,0,0,5,0,85,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Adam Kennedy,2,10,8,66.7,0,0,0,1,0,89,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Devon Smith,7,5,7,58.3,0,0,0,0,0,84,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Stephen Gilham,3,7,8,72.7,0,0,0,7,0,86,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Toby Greene,7,4,6,54.5,0,1,0,0,0,83,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Jeremy Cameron,3,7,6,60.0,0,0,1,0,0,89,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Jonathon Patton,2,6,6,75.0,0,1,2,1,0,86,2013,Round 1,2013-03-30,5554
Greater Western Sydney,Taylor Adams,1,4,3,60.0,0,0,0,0,0,23,2013,Round 1,2013-03-30,5554
Sydney,Josh P  Kennedy,24,5,20,71.4,0,1,0,0,0,81,2013,Round 1,2013-03-30,5554
Sydney,Ryan O Keefe,14,13,19,70.4,0,0,0,0,0,87,2013,Round 1,2013-03-30,5554
Sydney,Kieran Jack,9,15,14,56.0,0,0,2,2,0,81,2013,Round 1,2013-03-30,5554
Sydney,Daniel Hannebery,9,15,15,65.2,0,1,0,1,0,82,2013,Round 1,2013-03-30,5554
Sydney,Adam Goodes,11,12,14,63.6,1,2,0,2,1,92,2013,Round 1,2013-03-30,5554
Sydney,Rhyce Shaw,10,10,15,71.4,0,0,0,2,2,88,2013,Round 1,2013-03-30,5554
Sydney,Heath Grundy,8,13,17,81.0,2,0,0,6,1,100,2013,Round 1,2013-03-30,5554
Sydney,Nick Malceski,5,15,13,65.0,0,0,0,2,1,88,2013,Round 1,2013-03-30,5554
Sydney,Luke Parker,9,11,11,55.0,1,0,0,1,0,67,2013,Round 1,2013-03-30,5554
Sydney,Jarrad Mcveigh,11,7,11,61.1,1,0,1,0,0,88,2013,Round 1,2013-03-30,5554
Sydney,Ted Richards,9,10,15,88.2,0,0,0,8,0,100,2013,Round 1,2013-03-30,5554
Sydney,Shane Mumford,13,3,10,62.5,6,1,2,8,0,99,2013,Round 1,2013-03-30,5554
Sydney,Jude Bolton,8,6,10,71.4,0,0,1,1,0,79,2013,Round 1,2013-03-30,5554
Sydney,Ben Mcglynn,7,7,7,53.8,0,1,0,1,1,80,2013,Round 1,2013-03-30,5554
Sydney,Nick Smith 1,5,8,12,92.3,1,0,0,0,0,83,2013,Round 1,2013-03-30,5554
Sydney,Mike Pyke,9,2,7,63.6,3,0,1,3,0,93,2013,Round 1,2013-03-30,5554
Sydney,Sam Reid 1,4,8,9,81.8,2,0,1,1,1,91,2013,Round 1,2013-03-30,5554
Sydney,Martin Mattner,3,6,8,80.0,0,0,0,5,0,74,2013,Round 1,2013-03-30,5554
Sydney,Lewis Roberts Thomson,1,7,6,60.0,0,0,0,7,0,86,2013,Round 1,2013-03-30,5554
Sydney,Lewis Jetta,2,6,4,50.0,0,1,0,0,0,87,2013,Round 1,2013-03-30,5554
Sydney,Dane Rampe,3,4,5,71.4,0,1,0,0,0,59,2013,Round 1,2013-03-30,5554
Sydney,Tony Armstrong,2,4,4,66.7,0,0,0,1,0,16,2013,Round 1,2013-03-30,5554
Gold Coast,Gary Jnr Ablett,19,15,22,64.7,0,1,0,1,2,92,2013,Round 1,2013-03-30,5555
Gold Coast,Jarrod Harbrow,4,19,18,69.2,0,0,0,2,1,79,2013,Round 1,2013-03-30,5555
Gold Coast,Dion Prestia,3,17,18,81.8,0,0,0,0,0,81,2013,Round 1,2013-03-30,5555
Gold Coast,David Swallow,14,6,13,65.0,0,0,0,3,0,77,2013,Round 1,2013-03-30,5555
Gold Coast,Harley Bennell,4,9,12,66.7,1,0,2,0,4,93,2013,Round 1,2013-03-30,5555
Gold Coast,Jared Brennan,12,5,12,70.6,0,0,0,1,0,68,2013,Round 1,2013-03-30,5555
Gold Coast,Greg Broughton,7,7,12,75.0,1,0,0,2,0,95,2013,Round 1,2013-03-30,5555
Gold Coast,Rory Thompson,5,11,12,75.0,3,0,0,15,0,97,2013,Round 1,2013-03-30,5555
Gold Coast,Charlie Dixon,11,5,10,62.5,2,0,1,3,0,88,2013,Round 1,2013-03-30,5555
Gold Coast,Michael Rischitelli,9,5,10,66.7,0,1,0,2,1,86,2013,Round 1,2013-03-30,5555
Gold Coast,Matt Shaw,8,7,9,60.0,1,1,1,4,0,81,2013,Round 1,2013-03-30,5555
Gold Coast,Aaron Hall,5,12,9,60.0,0,0,0,1,1,81,2013,Round 1,2013-03-30,5555
Gold Coast,Thomas Murphy,7,5,9,69.2,1,0,0,7,0,90,2013,Round 1,2013-03-30,5555
Gold Coast,Matthew Warnock,4,9,11,84.6,0,0,0,9,0,87,2013,Round 1,2013-03-30,5555
Gold Coast,Brandon Matera,2,9,8,61.5,0,1,0,0,0,32,2013,Round 1,2013-03-30,5555
Gold Coast,Luke Russell,7,5,7,58.3,0,0,0,0,0,82,2013,Round 1,2013-03-30,5555
Gold Coast,Jaeger O Meara,4,9,10,83.3,0,0,0,0,0,86,2013,Round 1,2013-03-30,5555
Gold Coast,Sam Day,5,6,7,63.6,0,0,2,2,0,86,2013,Round 1,2013-03-30,5555
Gold Coast,Joel Wilkinson,6,5,8,72.7,2,0,0,4,0,92,2013,Round 1,2013-03-30,5555
Gold Coast,Steven May,3,5,7,87.5,0,3,0,6,0,91,2013,Round 1,2013-03-30,5555
Gold Coast,Karmichael Hunt,2,5,2,33.3,0,0,0,1,0,53,2013,Round 1,2013-03-30,5555
Gold Coast,Zac Smith,4,3,6,100.0,0,2,0,4,0,84,2013,Round 1,2013-03-30,5555
St Kilda,Jarryn Geary,7,22,23,82.1,1,0,0,5,2,86,2013,Round 1,2013-03-30,5555
St Kilda,David Armitage,10,15,20,80.0,0,1,0,0,2,73,2013,Round 1,2013-03-30,5555
St Kilda,Jack Steven,8,19,18,72.0,0,1,1,1,1,81,2013,Round 1,2013-03-30,5555
St Kilda,Lenny Hayes,10,14,21,91.3,0,0,0,3,1,76,2013,Round 1,2013-03-30,5555
St Kilda,Nick Dal Santo,6,16,16,69.6,0,0,0,0,0,79,2013,Round 1,2013-03-30,5555
St Kilda,Clinton Jones,14,9,17,77.3,0,1,0,1,0,90,2013,Round 1,2013-03-30,5555
