Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Centre_Clearances,Stoppage_Clearances,Score_Involvements_Actual,Metres_Gained,Turnovers,Intercepts,Tackles_Inside_50,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Richmond,Dion Prestia,7,19,18,72.0,0,2,0,1,0,2,0,8,546,8,3,0,79,2020,Round 1,2020-03-19,9928
Richmond,Dustin Martin,8,12,18,75.0,1,2,1,3,1,3,0,8,257,2,3,1,93,2020,Round 1,2020-03-19,9928
Richmond,Trent Cotchin,9,11,12,63.2,1,0,0,1,0,2,1,7,463,5,2,0,80,2020,Round 1,2020-03-19,9928
Richmond,Liam Baker,10,6,12,75.0,0,0,0,4,0,0,1,7,222,4,10,0,82,2020,Round 1,2020-03-19,9928
Richmond,Shane Edwards,6,10,13,86.7,0,2,0,2,0,4,1,8,312,3,0,0,90,2020,Round 1,2020-03-19,9928
Richmond,Josh Caddy,2,11,12,80.0,1,2,0,1,0,0,2,5,299,6,3,1,94,2020,Round 1,2020-03-19,9928
Richmond,Jayden Short,3,11,14,93.3,1,0,0,1,0,0,0,1,511,6,3,0,79,2020,Round 1,2020-03-19,9928
Richmond,David Astbury,5,8,14,100.0,0,0,0,5,0,0,0,3,300,1,7,0,98,2020,Round 1,2020-03-19,9928
Richmond,Kane Lambert,6,10,11,78.6,0,1,1,2,0,0,4,8,203,2,2,0,82,2020,Round 1,2020-03-19,9928
Richmond,Marlion Pickett,6,8,10,71.4,0,1,1,3,0,0,2,6,267,3,3,0,73,2020,Round 1,2020-03-19,9928
Richmond,Shai Bolton,3,10,9,69.2,0,1,2,1,2,1,0,7,416,2,0,1,85,2020,Round 1,2020-03-19,9928
Richmond,Daniel Rioli,5,6,11,91.7,0,0,1,1,2,0,0,9,246,3,1,0,81,2020,Round 1,2020-03-19,9928
Richmond,Ivan Soldo,9,3,9,90.0,0,0,1,3,0,1,4,7,133,0,1,0,58,2020,Round 1,2020-03-19,9928
Richmond,Sydney Stack,6,5,8,80.0,0,0,0,1,0,0,0,4,167,3,5,0,73,2020,Round 1,2020-03-19,9928
Richmond,Thomas Lynch,6,3,7,77.8,0,0,0,1,0,0,0,6,121,1,0,0,91,2020,Round 1,2020-03-19,9928
Richmond,Nathan Broad,1,7,8,88.9,0,0,0,6,0,0,0,2,165,3,2,0,94,2020,Round 1,2020-03-19,9928
Richmond,Jason Castagna,0,8,7,87.5,0,0,0,2,0,0,0,4,162,1,0,1,90,2020,Round 1,2020-03-19,9928
Richmond,Jack Graham,4,4,8,100.0,0,0,0,0,0,1,0,1,42,1,3,0,87,2020,Round 1,2020-03-19,9928
Richmond,Dylan Grimes,2,4,5,71.4,1,0,0,3,0,0,0,1,92,2,6,0,97,2020,Round 1,2020-03-19,9928
Richmond,Nick Vlastuin,4,2,6,85.7,2,0,0,4,0,0,0,0,263,2,3,0,50,2020,Round 1,2020-03-19,9928
Richmond,Toby Nankervis,4,3,6,85.7,0,0,0,1,0,1,0,2,54,1,2,0,46,2020,Round 1,2020-03-19,9928
Richmond,Jack Riewoldt,3,3,4,66.7,3,1,5,2,0,0,0,5,133,5,0,1,97,2020,Round 1,2020-03-19,9928
Carlton,Patrick Cripps,17,15,20,64.5,0,0,0,3,0,8,2,9,295,6,1,0,92,2020,Round 1,2020-03-19,9928
Carlton,Marc Murphy,11,18,18,69.2,0,1,2,2,0,1,4,7,347,7,2,0,87,2020,Round 1,2020-03-19,9928
Carlton,Sam Docherty,8,17,18,69.2,0,0,0,4,0,0,0,3,584,5,9,0,86,2020,Round 1,2020-03-19,9928
Carlton,Kade Simpson,6,11,17,85.0,0,0,0,0,0,1,2,4,376,5,7,0,88,2020,Round 1,2020-03-19,9928
