Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Gold Coast,Clay Cameron,4,4,4,57.1,0,0,0,5,0,94,2014,Round 1,2014-03-15,5759
Gold Coast,Charlie Dixon,4,2,3,60.0,0,0,0,0,0,49,2014,Round 1,2014-03-15,5759
Gold Coast,Jack Martin,3,0,0,0.0,0,0,0,0,0,5,2014,Round 1,2014-03-15,5759
Richmond,Trent Cotchin,11,28,19,50.0,0,2,0,4,0,79,2014,Round 1,2014-03-15,5759
Richmond,Brett Deledio,13,19,25,75.8,0,1,1,2,2,88,2014,Round 1,2014-03-15,5759
Richmond,Shaun Grigg,10,20,20,66.7,0,0,0,3,0,86,2014,Round 1,2014-03-15,5759
Richmond,Matt Thomas,16,16,24,82.8,1,1,0,4,0,90,2014,Round 1,2014-03-15,5759
Richmond,Dustin Martin,5,18,19,76.0,0,1,0,0,0,79,2014,Round 1,2014-03-15,5759
Richmond,Reece Conca,13,10,16,69.6,1,0,0,3,0,80,2014,Round 1,2014-03-15,5759
Richmond,Bachar Houli,2,19,18,85.7,0,1,0,1,0,81,2014,Round 1,2014-03-15,5759
Richmond,Ricky Petterd,10,11,14,70.0,1,0,0,2,0,75,2014,Round 1,2014-03-15,5759
Richmond,Shane Edwards,12,6,11,61.1,0,0,0,2,0,77,2014,Round 1,2014-03-15,5759
Richmond,Nick Vlastuin,3,15,16,88.9,0,0,0,3,0,84,2014,Round 1,2014-03-15,5759
Richmond,Steven Morris,7,10,14,87.5,0,0,0,2,0,74,2014,Round 1,2014-03-15,5759
Richmond,Brandon Ellis,3,12,10,62.5,0,0,0,0,2,83,2014,Round 1,2014-03-15,5759
Richmond,Chris Newman,5,9,10,66.7,0,1,0,2,0,81,2014,Round 1,2014-03-15,5759
Richmond,Alex Rance,5,10,12,85.7,0,0,0,14,0,98,2014,Round 1,2014-03-15,5759
Richmond,David Astbury,4,11,11,78.6,1,0,0,3,0,96,2014,Round 1,2014-03-15,5759
Richmond,Shaun Hampson,5,8,10,76.9,1,0,1,3,0,92,2014,Round 1,2014-03-15,5759
Richmond,Troy Chaplin,5,6,10,83.3,0,0,0,6,0,100,2014,Round 1,2014-03-15,5759
Richmond,Tyrone Vickery,6,6,6,50.0,1,1,4,2,1,97,2014,Round 1,2014-03-15,5759
Richmond,Matthew Mcdonough,3,8,9,81.8,0,0,0,5,0,73,2014,Round 1,2014-03-15,5759
Richmond,Benjamin Griffiths,5,5,6,60.0,1,0,1,1,0,70,2014,Round 1,2014-03-15,5759
Richmond,Nathan Foley,3,5,8,88.9,0,0,0,0,0,24,2014,Round 1,2014-03-15,5759
Richmond,Jack Riewoldt,4,4,4,44.4,0,0,2,1,0,95,2014,Round 1,2014-03-15,5759
Carlton,Kade Simpson,9,14,21,84.0,0,1,0,1,0,90,2014,Round 1,2014-03-16,5760
Carlton,Marc Murphy,16,6,18,78.3,0,0,1,3,1,86,2014,Round 1,2014-03-16,5760
Carlton,Bryce Gibbs,8,16,14,60.9,0,0,2,1,1,82,2014,Round 1,2014-03-16,5760
Carlton,Andrew Walker,4,18,16,72.7,0,0,0,3,2,91,2014,Round 1,2014-03-16,5760
Carlton,Mitch Robinson,8,12,9,45.0,0,0,0,3,0,76,2014,Round 1,2014-03-16,5760
Carlton,Edward Curnow,13,6,12,63.2,0,0,0,1,1,96,2014,Round 1,2014-03-16,5760
Carlton,David Ellard,10,8,14,77.8,1,1,1,0,1,82,2014,Round 1,2014-03-16,5760
Carlton,Brock Mclean,12,5,9,52.9,0,0,0,0,0,71,2014,Round 1,2014-03-16,5760
Carlton,Dale Thomas,7,8,8,50.0,0,0,1,1,1,81,2014,Round 1,2014-03-16,5760
Carlton,Tom Bell,5,10,8,53.3,0,1,1,2,0,62,2014,Round 1,2014-03-16,5760
Carlton,Matthew Kreuzer,7,6,6,42.9,0,0,0,7,0,69,2014,Round 1,2014-03-16,5760
Carlton,Christopher Yarran,4,9,13,92.9,1,0,0,1,5,84,2014,Round 1,2014-03-16,5760
Carlton,Zach Tuohy,2,10,10,76.9,0,1,0,4,0,93,2014,Round 1,2014-03-16,5760
Carlton,Matthew Watson 1,8,6,11,84.6,0,0,0,4,0,94,2014,Round 1,2014-03-16,5760
Carlton,Andrejs Everitt,7,5,9,75.0,2,2,1,4,1,96,2014,Round 1,2014-03-16,5760
Carlton,Andrew Mcinnes,4,7,4,36.4,0,0,0,7,0,89,2014,Round 1,2014-03-16,5760
Carlton,Jarrad Waite,7,2,4,50.0,3,1,4,3,0,91,2014,Round 1,2014-03-16,5760
Carlton,Michael Jamison,1,7,7,87.5,1,0,0,9,0,100,2014,Round 1,2014-03-16,5760
Carlton,Jeff Gartlett,2,6,3,42.9,0,1,2,4,1,94,2014,Round 1,2014-03-16,5760
Carlton,Lachlan Henderson,3,4,6,100.0,2,0,2,4,0,84,2014,Round 1,2014-03-16,5760
Carlton,Robert Warnock,3,1,2,50.0,0,0,0,6,0,71,2014,Round 1,2014-03-16,5760
Carlton,Troy Menzel,1,1,2,100.0,0,0,0,1,0,17,2014,Round 1,2014-03-16,5760
Port Adelaide,Kane Cornes,10,20,22,73.3,0,0,0,1,0,92,2014,Round 1,2014-03-16,5760
Port Adelaide,Oliver Wines,19,8,17,60.7,2,0,1,1,0,80,2014,Round 1,2014-03-16,5760
Port Adelaide,Jared Polec,12,15,18,75.0,1,0,0,1,4,85,2014,Round 1,2014-03-16,5760
Port Adelaide,Travis Boak,12,12,14,60.9,1,0,0,1,0,83,2014,Round 1,2014-03-16,5760
Port Adelaide,Chad Wingard,11,12,12,54.5,0,1,0,1,0,92,2014,Round 1,2014-03-16,5760
Port Adelaide,Hamish Hartlett,7,14,15,71.4,0,0,1,0,0,82,2014,Round 1,2014-03-16,5760
Port Adelaide,Angus Monfries,2,18,14,70.0,0,1,0,0,1,86,2014,Round 1,2014-03-16,5760
Port Adelaide,Justin Westhoff,11,9,14,70.0,4,0,4,0,0,88,2014,Round 1,2014-03-16,5760
Port Adelaide,Robert Gray,6,10,14,82.4,0,0,2,1,0,82,2014,Round 1,2014-03-16,5760
Port Adelaide,Bradley Ebert,2,13,15,93.8,0,1,1,3,0,82,2014,Round 1,2014-03-16,5760
Port Adelaide,Jasper Mcmillan Pittard,3,13,12,75.0,0,0,0,0,0,77,2014,Round 1,2014-03-16,5760
Port Adelaide,Jay Schulz,7,9,10,66.7,2,3,3,2,0,96,2014,Round 1,2014-03-16,5760
Port Adelaide,Jackson Trengove,6,8,11,73.3,1,0,0,7,1,83,2014,Round 1,2014-03-16,5760
Port Adelaide,Jack Hombsch,7,8,13,86.7,2,0,0,9,0,98,2014,Round 1,2014-03-16,5760
Port Adelaide,Matthew White,1,11,10,83.3,0,2,1,1,1,83,2014,Round 1,2014-03-16,5760
Port Adelaide,Matthew Lobbe,8,4,8,66.7,1,0,0,1,0,84,2014,Round 1,2014-03-16,5760
Port Adelaide,John Butcher,6,5,9,75.0,0,0,1,2,0,80,2014,Round 1,2014-03-16,5760
Port Adelaide,Jarman Impey,3,9,8,66.7,1,0,0,6,1,83,2014,Round 1,2014-03-16,5760
Port Adelaide,Thomas Jonas,3,7,9,90.0,0,0,0,1,0,94,2014,Round 1,2014-03-16,5760
Port Adelaide,Matthew Broadbent,2,7,7,77.8,0,1,0,1,0,23,2014,Round 1,2014-03-16,5760
Port Adelaide,Tom Clurey,2,4,6,85.7,0,0,0,1,0,88,2014,Round 1,2014-03-16,5760
Port Adelaide,Domenic Cassisi,3,4,3,50.0,0,0,0,4,0,60,2014,Round 1,2014-03-16,5760
Geelong,Joel Selwood,20,15,26,76.5,0,1,1,4,3,87,2014,Round 1,2014-03-20,5761
Geelong,Steve Johnson,10,22,19,61.3,0,1,0,0,0,85,2014,Round 1,2014-03-20,5761
Geelong,Mathew Stokes,10,18,20,71.4,0,1,0,0,0,82,2014,Round 1,2014-03-20,5761
Geelong,James Kelly,9,15,21,87.5,1,0,0,3,0,87,2014,Round 1,2014-03-20,5761
Geelong,Andrew Mackie,4,19,18,78.3,0,0,0,3,0,95,2014,Round 1,2014-03-20,5761
Geelong,James Bartel,10,11,17,81.0,1,2,2,1,2,99,2014,Round 1,2014-03-20,5761
Geelong,Corey Enright,4,13,17,85.0,2,0,1,4,0,91,2014,Round 1,2014-03-20,5761
Geelong,Josh Caddy,12,8,11,55.0,2,1,2,2,1,75,2014,Round 1,2014-03-20,5761
Geelong,Mitchell Duncan,7,13,17,89.5,0,0,0,3,0,89,2014,Round 1,2014-03-20,5761
Geelong,Taylor Hunt,5,10,12,75.0,0,0,1,0,1,79,2014,Round 1,2014-03-20,5761
Geelong,Travis Varcoe,4,11,13,86.7,0,0,1,0,0,86,2014,Round 1,2014-03-20,5761
Geelong,Harry Taylor,6,8,12,85.7,0,1,0,8,0,89,2014,Round 1,2014-03-20,5761
Geelong,Mitchell Brown 1,6,6,10,71.4,1,0,0,0,1,85,2014,Round 1,2014-03-20,5761
Geelong,Jordan Murdoch,6,9,12,85.7,0,2,0,0,0,82,2014,Round 1,2014-03-20,5761
Geelong,Cameron Guthrie,6,7,10,76.9,0,0,1,0,0,83,2014,Round 1,2014-03-20,5761
Geelong,Tom Lonergan,6,7,8,66.7,1,0,0,4,0,89,2014,Round 1,2014-03-20,5761
Geelong,Hamish Mcintosh,6,6,8,66.7,2,1,1,0,0,76,2014,Round 1,2014-03-20,5761
Geelong,Lincoln Mccarthy,4,7,7,77.8,0,1,0,1,0,79,2014,Round 1,2014-03-20,5761
Geelong,Jared Rivers,5,4,8,100.0,3,0,0,5,0,92,2014,Round 1,2014-03-20,5761
Geelong,Tom Hawkins,2,5,4,66.7,0,0,3,0,0,96,2014,Round 1,2014-03-20,5761
Geelong,Mark Blicavs,3,3,5,83.3,0,0,0,1,0,38,2014,Round 1,2014-03-20,5761
Geelong,Dawson Simpson,4,1,5,100.0,0,0,0,2,0,37,2014,Round 1,2014-03-20,5761
Adelaide,Matthew Wright,10,20,18,58.1,0,1,1,2,0,88,2014,Round 1,2014-03-20,5761
Adelaide,Matthew Jaensch,6,16,25,100.0,0,0,0,2,2,85,2014,Round 1,2014-03-20,5761
Adelaide,Sam Kerridge,7,16,20,83.3,0,1,1,0,0,89,2014,Round 1,2014-03-20,5761
Adelaide,Patrick Dangerfield,17,4,11,52.4,2,0,0,3,1,86,2014,Round 1,2014-03-20,5761
Adelaide,Mitchell Grigg,5,15,17,81.0,0,1,1,0,0,84,2014,Round 1,2014-03-20,5761
Adelaide,Scott Thompson,6,14,14,70.0,0,0,1,0,0,90,2014,Round 1,2014-03-20,5761
Adelaide,Rory Sloane,7,13,17,85.0,0,0,0,1,0,82,2014,Round 1,2014-03-20,5761
Adelaide,Luke Brown,6,13,14,70.0,0,0,0,1,0,82,2014,Round 1,2014-03-20,5761
Adelaide,Sam Jacobs,7,12,15,78.9,2,2,0,3,0,86,2014,Round 1,2014-03-20,5761
Adelaide,Brodie Smith,5,11,14,77.8,0,0,0,4,3,91,2014,Round 1,2014-03-20,5761
Adelaide,David Mackay,5,12,15,88.2,0,2,0,4,3,74,2014,Round 1,2014-03-20,5761
Adelaide,Edward Betts,9,7,10,62.5,0,1,0,1,0,88,2014,Round 1,2014-03-20,5761
Adelaide,Brodie Martin,3,12,9,60.0,0,0,0,2,0,80,2014,Round 1,2014-03-20,5761
Adelaide,Daniel Talia,5,9,10,71.4,0,0,0,4,0,93,2014,Round 1,2014-03-20,5761
Adelaide,Shaun Mckernan,7,6,10,76.9,1,0,2,1,0,90,2014,Round 1,2014-03-20,5761
Adelaide,Lewis Johnston,2,9,11,91.7,1,0,3,2,0,78,2014,Round 1,2014-03-20,5761
Adelaide,Brad Crouch,3,9,8,66.7,0,0,0,2,0,56,2014,Round 1,2014-03-20,5761
Adelaide,Jason Porplyzia,3,8,6,54.5,0,0,0,1,0,83,2014,Round 1,2014-03-20,5761
Adelaide,James Podsiadly,7,4,6,54.5,0,0,1,3,0,85,2014,Round 1,2014-03-20,5761
Adelaide,Sam Shaw,5,6,7,63.6,1,0,0,7,0,88,2014,Round 1,2014-03-20,5761
Adelaide,Ben Rutten,2,7,9,90.0,1,0,0,4,0,91,2014,Round 1,2014-03-20,5761
Adelaide,Jarryd Lyons,6,4,6,66.7,0,0,0,3,0,31,2014,Round 1,2014-03-20,5761
North Melbourne,Jamie Macmillan,7,16,20,87.0,0,0,0,5,3,87,2014,Round 1,2014-03-21,5762
North Melbourne,Aaron Mullett,5,16,20,90.9,0,0,0,3,2,91,2014,Round 1,2014-03-21,5762
North Melbourne,Brent Harvey,4,17,15,71.4,0,0,0,0,5,85,2014,Round 1,2014-03-21,5762
North Melbourne,Nick Dal Santo,10,12,19,90.5,0,1,0,2,2,77,2014,Round 1,2014-03-21,5762
North Melbourne,Shaun Atley,2,16,12,66.7,0,0,0,1,2,86,2014,Round 1,2014-03-21,5762
North Melbourne,Leigh Adams,2,15,14,82.4,0,1,1,1,2,31,2014,Round 1,2014-03-21,5762
North Melbourne,Scott Thompson 1,8,11,16,94.1,1,1,0,11,0,97,2014,Round 1,2014-03-21,5762
North Melbourne,Ben Cunnington,12,5,9,56.2,1,0,0,2,0,63,2014,Round 1,2014-03-21,5762
North Melbourne,Sam Gibson,4,10,11,78.6,0,0,0,1,0,74,2014,Round 1,2014-03-21,5762
North Melbourne,Ryan Bastinac,6,7,6,42.9,0,1,0,1,0,78,2014,Round 1,2014-03-21,5762
North Melbourne,Luke Mcdonald,5,8,10,71.4,0,0,0,2,0,82,2014,Round 1,2014-03-21,5762
North Melbourne,Lindsay Thomas,6,7,11,84.6,3,0,3,1,1,92,2014,Round 1,2014-03-21,5762
North Melbourne,Jack Ziebell,8,4,4,33.3,1,0,0,2,0,70,2014,Round 1,2014-03-21,5762
North Melbourne,Daniel Wells,5,6,7,63.6,0,1,0,1,0,77,2014,Round 1,2014-03-21,5762
North Melbourne,Lachlan Hansen,6,5,10,90.9,1,0,0,8,0,91,2014,Round 1,2014-03-21,5762
North Melbourne,Bradley Mckenzie,1,10,8,72.7,0,0,0,1,0,69,2014,Round 1,2014-03-21,5762
North Melbourne,Nathan Grima,5,4,7,70.0,1,0,0,6,0,95,2014,Round 1,2014-03-21,5762
North Melbourne,Samuel Wright,3,4,5,71.4,0,0,0,0,0,96,2014,Round 1,2014-03-21,5762
North Melbourne,Aaron Black,4,4,7,100.0,1,0,0,5,0,95,2014,Round 1,2014-03-21,5762
North Melbourne,Todd Goldstein,5,0,3,60.0,0,0,0,3,0,90,2014,Round 1,2014-03-21,5762
North Melbourne,Scott Mcmahon,1,1,3,75.0,0,0,0,3,0,79,2014,Round 1,2014-03-21,5762
North Melbourne,Drew Petrie,1,2,2,66.7,0,0,0,1,1,95,2014,Round 1,2014-03-21,5762
Essendon,Jobe Watson,14,23,34,89.5,0,0,1,0,0,85,2014,Round 1,2014-03-21,5762
Essendon,Dyson Heppell,10,27,26,70.3,0,0,0,1,1,92,2014,Round 1,2014-03-21,5762
Essendon,David Zaharakis,6,23,18,64.3,0,1,0,0,0,88,2014,Round 1,2014-03-21,5762
Essendon,David Myers,12,15,20,74.1,0,0,0,3,1,82,2014,Round 1,2014-03-21,5762
Essendon,Brendon Goddard,13,14,21,80.8,0,0,0,2,2,87,2014,Round 1,2014-03-21,5762
Essendon,Cale Hooker,4,23,24,92.3,0,0,0,5,0,92,2014,Round 1,2014-03-21,5762
Essendon,Jackson Merrett,6,18,20,83.3,1,0,0,1,0,90,2014,Round 1,2014-03-21,5762
