Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Centre_Clearances,Stoppage_Clearances,Score_Involvements_Actual,Metres_Gained,Turnovers,Intercepts,Tackles_Inside_50,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Carlton,Patrick Cripps,21,11,26,81.2,0,0,0,0,1,4,3,5,263,3,4,0,89,2019,Round 1,2019-03-21,9721
Carlton,Marc Murphy,6,23,21,72.4,0,0,0,0,0,0,1,7,530,5,3,0,87,2019,Round 1,2019-03-21,9721
Carlton,Kade Simpson,5,19,21,77.8,0,0,0,1,0,1,1,2,462,2,6,0,84,2019,Round 1,2019-03-21,9721
Carlton,Dale Thomas,6,17,23,85.2,0,1,0,4,0,0,0,8,434,4,6,0,78,2019,Round 1,2019-03-21,9721
Carlton,Nic Newman,5,17,22,84.6,0,0,0,3,0,0,1,4,584,2,6,0,84,2019,Round 1,2019-03-21,9721
Carlton,Edward Curnow,7,18,18,72.0,0,1,2,1,0,0,2,8,303,6,0,2,82,2019,Round 1,2019-03-21,9721
Carlton,Will Setterfield,8,16,12,50.0,0,2,1,3,0,1,2,4,332,5,1,0,66,2019,Round 1,2019-03-21,9721
Carlton,Sam Walsh,8,16,13,54.2,0,1,0,0,1,0,4,5,430,7,1,1,82,2019,Round 1,2019-03-21,9721
Carlton,David Cuningham,10,15,15,68.2,0,1,0,0,0,2,1,6,328,4,0,2,79,2019,Round 1,2019-03-21,9721
Carlton,Zac Fisher,12,13,15,68.2,0,1,0,3,0,3,5,6,391,7,1,0,80,2019,Round 1,2019-03-21,9721
Carlton,Paddy Dow,9,12,14,66.7,0,0,1,1,0,1,0,5,195,4,5,0,76,2019,Round 1,2019-03-21,9721
Carlton,Sam Petrevski Seton,4,14,11,61.1,0,0,0,1,0,1,1,0,282,6,4,0,85,2019,Round 1,2019-03-21,9721
Carlton,Jacob Weitering,8,7,15,88.2,3,0,0,6,0,0,0,2,302,2,12,0,98,2019,Round 1,2019-03-21,9721
Carlton,Lachlan Plowman,4,8,13,100.0,0,0,0,11,0,0,1,2,169,1,6,0,91,2019,Round 1,2019-03-21,9721
Carlton,Charlie Curnow,6,5,6,50.0,0,0,0,0,0,0,0,4,194,3,0,0,94,2019,Round 1,2019-03-21,9721
Carlton,Mitch Mcgovern,5,8,7,63.6,0,0,0,0,0,0,0,5,230,4,2,0,75,2019,Round 1,2019-03-21,9721
Carlton,Harry Mckay,9,4,9,81.8,4,0,3,4,0,1,0,7,147,2,0,1,83,2019,Round 1,2019-03-21,9721
Carlton,Michael Gibbons,3,7,8,72.7,0,0,0,2,0,0,0,5,168,2,0,0,71,2019,Round 1,2019-03-21,9721
Carlton,Andrew Phillips 1,3,7,6,66.7,1,0,0,4,0,2,1,2,163,0,2,2,79,2019,Round 1,2019-03-21,9721
Carlton,Jarrod Garlett,5,5,4,44.4,0,0,0,2,0,0,1,2,202,2,4,0,68,2019,Round 1,2019-03-21,9721
Carlton,Liam Jones,7,2,7,87.5,1,0,0,7,0,0,1,1,20,1,8,0,97,2019,Round 1,2019-03-21,9721
Carlton,Alex Fasolo,1,3,4,80.0,0,0,1,0,0,0,0,2,74,2,1,1,72,2019,Round 1,2019-03-21,9721
Richmond,Trent Cotchin,14,14,16,51.6,1,0,1,2,1,1,5,8,548,6,5,0,80,2019,Round 1,2019-03-21,9721
Richmond,Dustin Martin,15,17,19,63.3,1,1,1,2,2,2,3,11,628,8,2,0,79,2019,Round 1,2019-03-21,9721
Richmond,Kane Lambert,10,19,23,76.7,0,0,1,0,0,0,3,9,412,4,4,1,89,2019,Round 1,2019-03-21,9721
Richmond,Bachar Houli,4,14,22,91.7,0,1,0,2,0,0,1,5,486,4,8,0,83,2019,Round 1,2019-03-21,9721
Richmond,Jack Graham,9,15,16,69.6,0,0,1,2,0,2,2,5,475,5,3,1,81,2019,Round 1,2019-03-21,9721
Richmond,Shane Edwards,11,12,18,81.8,0,1,0,1,0,2,3,9,259,1,5,1,85,2019,Round 1,2019-03-21,9721
Richmond,Dion Prestia,9,11,14,70.0,0,1,0,1,0,1,3,7,342,3,3,0,78,2019,Round 1,2019-03-21,9721
Richmond,Jayden Short,3,10,14,70.0,1,0,0,3,0,0,1,4,694,8,2,0,89,2019,Round 1,2019-03-21,9721
Richmond,Toby Nankervis,12,7,7,41.2,0,0,0,0,0,0,3,8,321,5,2,0,83,2019,Round 1,2019-03-21,9721
Richmond,Daniel Rioli,6,10,13,76.5,0,2,0,2,0,1,1,9,317,1,1,1,88,2019,Round 1,2019-03-21,9721
Richmond,Jack Higgins,6,11,11,64.7,0,2,3,2,0,0,0,9,252,3,0,0,82,2019,Round 1,2019-03-21,9721
Richmond,Maverick Weller,4,11,14,93.3,0,0,0,2,0,0,1,4,313,3,1,0,85,2019,Round 1,2019-03-21,9721
Richmond,Nick Vlastuin,3,7,14,100.0,0,0,0,3,0,0,0,3,254,0,9,0,89,2019,Round 1,2019-03-21,9721
Richmond,Kamdyn Mcintosh,8,7,11,84.6,2,0,0,3,0,0,0,2,298,3,4,0,79,2019,Round 1,2019-03-21,9721
Richmond,Daniel Butler,6,8,7,53.8,0,0,1,1,0,0,0,4,300,6,2,4,82,2019,Round 1,2019-03-21,9721
Richmond,David Astbury,4,4,7,77.8,0,0,0,3,0,0,0,4,175,0,5,0,92,2019,Round 1,2019-03-21,9721
Richmond,Dylan Grimes,5,3,6,66.7,1,0,0,7,0,0,1,0,169,1,6,0,80,2019,Round 1,2019-03-21,9721
Richmond,Jack Riewoldt,9,2,4,50.0,1,2,2,3,0,0,0,5,71,7,2,2,98,2019,Round 1,2019-03-21,9721
Richmond,Nathan Broad,3,5,6,75.0,0,0,0,6,2,0,0,0,187,1,3,0,80,2019,Round 1,2019-03-21,9721
Richmond,Thomas Lynch,5,2,6,85.7,1,0,1,1,0,0,0,5,95,0,0,0,78,2019,Round 1,2019-03-21,9721
Richmond,Alex Rance,4,2,5,83.3,0,0,0,7,0,0,0,0,45,1,6,0,68,2019,Round 1,2019-03-21,9721
Richmond,Noah Balta,2,4,4,80.0,0,0,0,2,0,1,0,2,223,2,1,0,52,2019,Round 1,2019-03-21,9721
Collingwood,Adam Treloar,12,21,21,61.8,0,0,0,0,2,1,3,6,397,10,3,2,77,2019,Round 1,2019-03-22,9722
Collingwood,Steele Sidebottom,9,17,19,73.1,0,0,0,0,0,0,3,3,337,6,6,0,85,2019,Round 1,2019-03-22,9722
Collingwood,Jack Crisp,9,17,17,65.4,0,0,0,2,1,1,0,5,356,6,8,0,85,2019,Round 1,2019-03-22,9722
Collingwood,Scott Pendlebury,9,17,20,83.3,0,0,1,4,0,3,3,5,345,1,1,0,82,2019,Round 1,2019-03-22,9722
Collingwood,Tom Phillips,7,20,15,62.5,0,0,1,1,0,0,0,5,556,6,4,0,90,2019,Round 1,2019-03-22,9722
Collingwood,Dayne Beams,10,13,16,69.6,1,1,0,1,0,1,4,7,377,4,0,0,79,2019,Round 1,2019-03-22,9722
Collingwood,Christopher Mayne,6,15,16,72.7,0,0,0,1,1,0,2,3,330,3,7,0,90,2019,Round 1,2019-03-22,9722
Collingwood,James Aish,4,14,13,68.4,0,0,0,2,0,0,0,3,350,4,6,0,83,2019,Round 1,2019-03-22,9722
Collingwood,Brodie Grundy,14,3,10,55.6,0,0,0,1,0,4,3,6,79,0,1,0,86,2019,Round 1,2019-03-22,9722
Collingwood,Josh Thomas,4,12,11,68.8,0,1,0,0,0,0,1,5,120,3,0,1,74,2019,Round 1,2019-03-22,9722
Collingwood,Darcy Moore,4,5,13,81.2,2,0,0,12,0,0,0,0,378,4,8,0,92,2019,Round 1,2019-03-22,9722
Collingwood,Brayden Maynard,5,11,14,87.5,0,0,0,1,1,0,0,0,189,1,5,0,87,2019,Round 1,2019-03-22,9722
Collingwood,Jaidyn Stephenson,6,9,9,56.2,0,0,1,0,0,0,1,3,204,6,3,2,82,2019,Round 1,2019-03-22,9722
Collingwood,Jeremy Howe,5,5,12,80.0,0,0,0,5,0,0,0,0,340,4,10,0,84,2019,Round 1,2019-03-22,9722
Collingwood,Tom Langdon,6,7,11,78.6,1,0,0,6,0,0,0,0,151,3,8,0,77,2019,Round 1,2019-03-22,9722
Collingwood,Brody Mihocek,5,8,11,78.6,1,1,0,2,0,0,0,4,338,4,2,0,84,2019,Round 1,2019-03-22,9722
Collingwood,Mason Cox,5,6,7,63.6,1,0,0,1,0,0,1,4,163,5,2,1,85,2019,Round 1,2019-03-22,9722
Collingwood,Jordan Roughead,5,6,7,70.0,0,0,0,9,0,0,1,0,164,3,6,0,92,2019,Round 1,2019-03-22,9722
Collingwood,Jordan De Goey,3,8,5,50.0,0,0,2,1,0,1,1,5,161,2,0,0,79,2019,Round 1,2019-03-22,9722
Collingwood,Travis Varcoe,2,7,9,100.0,0,1,1,1,0,0,0,1,37,0,0,4,70,2019,Round 1,2019-03-22,9722
Collingwood,Callum Brown,5,4,7,77.8,0,0,0,0,0,0,0,3,118,0,1,1,64,2019,Round 1,2019-03-22,9722
Collingwood,Jamie Elliott 1,2,6,8,100.0,1,1,1,1,0,0,1,6,185,0,0,5,74,2019,Round 1,2019-03-22,9722
Geelong,Tim Kelly,12,20,21,67.7,0,2,0,1,0,2,7,4,597,5,2,0,81,2019,Round 1,2019-03-22,9722
Geelong,Patrick Dangerfield,10,17,16,59.3,1,0,4,4,0,0,5,8,509,8,2,1,87,2019,Round 1,2019-03-22,9722
Geelong,Thomas Stewart,6,15,18,69.2,0,0,0,5,0,0,0,0,448,7,8,0,87,2019,Round 1,2019-03-22,9722
Geelong,Joel Selwood,10,15,13,52.0,0,1,1,4,0,0,1,5,373,3,8,0,85,2019,Round 1,2019-03-22,9722
Geelong,Luke Dahlhaus,8,15,16,66.7,0,0,1,2,0,1,2,4,274,7,1,1,79,2019,Round 1,2019-03-22,9722
Geelong,Gary Jnr Ablett,8,14,17,73.9,1,0,1,0,2,0,2,5,487,5,3,0,82,2019,Round 1,2019-03-22,9722
Geelong,Brandan Parfitt,10,12,16,72.7,0,0,0,2,0,1,3,3,362,6,2,3,83,2019,Round 1,2019-03-22,9722
Geelong,Charlie Constable,5,15,18,85.7,0,0,0,0,0,0,3,5,205,2,1,0,66,2019,Round 1,2019-03-22,9722
Geelong,Mitchell Duncan,5,12,14,73.7,0,0,1,3,0,1,0,5,253,0,1,0,86,2019,Round 1,2019-03-22,9722
Geelong,Sam Menegola,7,13,17,89.5,0,1,0,2,0,1,1,2,280,2,1,1,64,2019,Round 1,2019-03-22,9722
Geelong,Rhys Stanley,12,8,17,94.4,1,0,0,1,0,4,2,6,345,2,7,0,77,2019,Round 1,2019-03-22,9722
Geelong,Jordan Clark,3,13,14,82.4,0,0,0,4,0,0,0,1,486,6,6,0,86,2019,Round 1,2019-03-22,9722
Geelong,Harry Taylor,8,8,15,93.8,2,0,0,10,0,0,0,2,22,0,8,0,86,2019,Round 1,2019-03-22,9722
Geelong,Mark O Connor,7,7,9,69.2,1,0,0,5,0,0,0,0,87,1,5,0,80,2019,Round 1,2019-03-22,9722
Geelong,Tom Hawkins,5,9,7,58.3,0,0,4,1,0,0,1,7,178,4,0,2,95,2019,Round 1,2019-03-22,9722
Geelong,Mark Blicavs,5,6,9,75.0,1,0,0,4,0,0,1,0,94,3,6,0,97,2019,Round 1,2019-03-22,9722
Geelong,Gryan Miers,3,6,8,72.7,0,0,0,1,0,0,0,1,94,3,1,1,76,2019,Round 1,2019-03-22,9722
Geelong,Gary Rohan,5,5,6,60.0,2,1,2,3,0,0,0,3,152,6,2,2,79,2019,Round 1,2019-03-22,9722
Geelong,Jake Kolodjashnij,5,4,8,88.9,0,0,0,3,0,0,0,2,175,1,6,0,82,2019,Round 1,2019-03-22,9722
Geelong,Tom Atkins,4,5,7,77.8,0,2,0,1,0,0,0,4,125,4,2,5,81,2019,Round 1,2019-03-22,9722
Geelong,Esava Ratugolea,5,1,4,80.0,0,0,0,2,0,0,2,0,92,3,1,0,78,2019,Round 1,2019-03-22,9722
