Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Centre_Clearances,Stoppage_Clearances,Score_Involvements_Actual,Metres_Gained,Turnovers,Intercepts,Tackles_Inside_50,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Richmond,Dustin Martin,17,15,23,71.9,2,2,2,1,0,4,2,13,567,5,2,0,87,2018,Round 1,2018-03-22,9514
Richmond,Trent Cotchin,13,12,15,62.5,0,2,1,1,0,2,5,10,293,5,3,1,81,2018,Round 1,2018-03-22,9514
Richmond,Josh Caddy,11,10,14,73.7,1,0,2,0,1,3,1,6,424,2,1,0,80,2018,Round 1,2018-03-22,9514
Richmond,Kamdyn Mcintosh,3,15,11,57.9,0,0,1,1,1,1,0,7,644,5,4,0,69,2018,Round 1,2018-03-22,9514
Richmond,Jack Riewoldt,5,14,12,66.7,1,2,5,1,0,0,0,13,322,3,1,0,96,2018,Round 1,2018-03-22,9514
Richmond,Brandon Ellis,3,14,13,72.2,0,0,0,0,2,0,0,6,417,5,5,0,79,2018,Round 1,2018-03-22,9514
Richmond,Shaun Grigg,2,15,12,70.6,0,1,0,1,0,0,2,7,197,3,1,0,83,2018,Round 1,2018-03-22,9514
Richmond,Shane Edwards,9,7,14,87.5,1,0,0,2,0,0,2,5,270,4,6,0,75,2018,Round 1,2018-03-22,9514
Richmond,David Astbury,9,8,15,93.8,3,0,0,4,0,0,1,7,330,2,8,0,100,2018,Round 1,2018-03-22,9514
Richmond,Reece Conca,6,10,10,62.5,0,0,0,1,1,1,1,5,334,5,4,1,77,2018,Round 1,2018-03-22,9514
Richmond,Jayden Short,4,12,13,81.2,0,1,0,1,4,0,1,4,419,2,3,0,79,2018,Round 1,2018-03-22,9514
Richmond,Alex Rance,8,5,12,80.0,1,0,0,6,2,0,0,4,327,4,10,0,100,2018,Round 1,2018-03-22,9514
Richmond,Jason Castagna,7,8,14,93.3,0,1,2,2,0,2,1,9,251,2,1,3,76,2018,Round 1,2018-03-22,9514
Richmond,Toby Nankervis,12,4,8,57.1,0,0,0,3,0,2,3,4,65,0,2,1,86,2018,Round 1,2018-03-22,9514
Richmond,Kane Lambert,6,6,11,78.6,0,1,0,1,0,2,1,6,181,1,1,1,85,2018,Round 1,2018-03-22,9514
Richmond,Daniel Butler,7,6,10,76.9,0,2,1,1,2,0,0,9,344,3,4,2,76,2018,Round 1,2018-03-22,9514
Richmond,Jack Graham,9,6,10,76.9,0,1,0,0,0,1,1,4,135,0,2,1,69,2018,Round 1,2018-03-22,9514
Richmond,Nick Vlastuin,3,7,8,66.7,1,0,0,4,0,0,0,4,257,1,6,0,80,2018,Round 1,2018-03-22,9514
Richmond,Corey Ellis,7,6,8,66.7,0,1,0,5,1,0,1,2,174,3,5,0,72,2018,Round 1,2018-03-22,9514
Richmond,Jacob Townsend,6,3,6,66.7,2,0,5,1,0,0,0,7,166,2,0,1,90,2018,Round 1,2018-03-22,9514
Richmond,Dylan Grimes,3,2,3,50.0,1,0,0,3,0,0,0,0,118,3,5,0,84,2018,Round 1,2018-03-22,9514
Richmond,Shai Bolton,3,3,5,83.3,0,0,0,1,0,0,1,3,93,1,0,0,77,2018,Round 1,2018-03-22,9514
Carlton,Patrick Cripps,25,11,24,66.7,4,1,0,0,0,4,5,4,281,8,2,1,94,2018,Round 1,2018-03-22,9514
Carlton,Kade Simpson,10,21,30,85.7,2,0,0,2,5,0,1,8,903,6,9,0,91,2018,Round 1,2018-03-22,9514
Carlton,Edward Curnow,15,15,21,72.4,1,0,0,0,0,1,6,6,438,5,0,0,86,2018,Round 1,2018-03-22,9514
Carlton,Dale Thomas,10,15,17,70.8,0,0,0,1,0,0,3,0,262,3,5,0,83,2018,Round 1,2018-03-22,9514
Carlton,Marc Murphy,8,15,16,69.6,0,1,0,0,1,2,4,6,370,7,1,0,89,2018,Round 1,2018-03-22,9514
Carlton,Zac Fisher,8,15,17,81.0,0,1,0,4,0,3,0,8,377,2,1,0,81,2018,Round 1,2018-03-22,9514
Carlton,Caleb Marchbank,6,14,16,84.2,1,0,0,8,0,0,0,2,411,4,6,0,86,2018,Round 1,2018-03-22,9514
Carlton,Charlie Curnow,7,12,14,73.7,1,1,3,4,0,0,0,9,464,4,1,0,90,2018,Round 1,2018-03-22,9514
Carlton,Matthew Kreuzer,8,8,10,58.8,0,0,0,1,0,1,3,4,126,2,2,0,66,2018,Round 1,2018-03-22,9514
Carlton,Jarrod Garlett,6,12,9,52.9,0,0,1,0,0,0,0,3,264,3,3,0,75,2018,Round 1,2018-03-22,9514
Carlton,Jed Lamb,3,11,10,62.5,0,1,0,2,3,0,0,2,164,2,1,0,80,2018,Round 1,2018-03-22,9514
Carlton,Aaron Mullett,6,9,13,81.2,0,0,0,1,0,0,0,3,268,3,5,0,88,2018,Round 1,2018-03-22,9514
Carlton,Sam Petrevski Seton,6,12,12,75.0,0,0,0,0,0,1,1,6,210,1,0,2,77,2018,Round 1,2018-03-22,9514
Carlton,Ciaran Byrne,4,9,7,50.0,0,0,0,2,0,0,1,0,242,5,4,0,85,2018,Round 1,2018-03-22,9514
Carlton,Lachlan Plowman,2,9,12,92.3,0,0,0,8,0,0,0,1,165,3,4,0,96,2018,Round 1,2018-03-22,9514
Carlton,Matthew Wright,5,6,8,72.7,1,0,4,0,0,1,1,7,198,2,0,2,83,2018,Round 1,2018-03-22,9514
Carlton,Paddy Dow,4,7,3,27.3,0,0,0,2,0,1,0,2,150,5,1,0,71,2018,Round 1,2018-03-22,9514
Carlton,Liam Jones,5,4,7,70.0,0,0,0,8,0,0,0,2,100,2,8,0,97,2018,Round 1,2018-03-22,9514
Carlton,Levi Casboult,6,5,8,80.0,2,0,0,2,0,0,3,3,233,2,1,0,91,2018,Round 1,2018-03-22,9514
Carlton,Jacob Weitering,6,3,6,66.7,0,0,0,5,0,0,0,1,82,3,6,0,86,2018,Round 1,2018-03-22,9514
Carlton,Jack Silvagni,2,4,5,83.3,0,0,0,0,0,0,0,0,108,1,1,1,84,2018,Round 1,2018-03-22,9514
Carlton,Matthew Kennedy 1,0,4,3,75.0,0,1,0,0,0,0,0,2,58,1,0,0,24,2018,Round 1,2018-03-22,9514
Essendon,David Zaharakis,12,24,28,80.0,0,0,0,1,1,3,2,4,735,7,3,0,90,2018,Round 1,2018-03-23,9515
Essendon,Dyson Heppell,11,26,28,80.0,0,1,0,3,0,1,2,7,662,6,7,0,88,2018,Round 1,2018-03-23,9515
Essendon,Brendon Goddard,8,20,24,82.8,1,1,1,2,0,1,1,6,523,6,7,0,92,2018,Round 1,2018-03-23,9515
Essendon,Michael Hurley,12,17,21,75.0,1,0,0,1,0,0,0,4,408,4,14,0,91,2018,Round 1,2018-03-23,9515
Essendon,Andrew Mcgrath,11,17,21,80.8,0,0,1,2,2,0,2,8,226,4,5,0,85,2018,Round 1,2018-03-23,9515
Essendon,Devon Smith,8,15,19,82.6,0,0,0,0,2,1,5,6,419,5,1,0,87,2018,Round 1,2018-03-23,9515
Essendon,Kyle Langford,7,17,15,65.2,0,0,0,1,0,1,0,6,290,2,3,0,80,2018,Round 1,2018-03-23,9515
Essendon,Darcy Parish,6,14,13,68.4,0,2,0,1,0,2,3,8,362,6,0,2,86,2018,Round 1,2018-03-23,9515
Essendon,Jake Stringer,9,8,8,50.0,1,0,1,2,0,2,1,4,115,2,2,2,71,2018,Round 1,2018-03-23,9515
