Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Carlton,Kade Simpson,7,18,18,72.0,0,2,1,3,2,85,2012,Round 1,2012-03-29,5344
Carlton,Bryce Gibbs,3,19,20,90.9,1,1,0,4,2,95,2012,Round 1,2012-03-29,5344
Carlton,Christopher Yarran,10,12,15,68.2,0,0,0,3,4,88,2012,Round 1,2012-03-29,5344
Carlton,Heath Scotland,7,13,16,84.2,0,0,0,3,0,85,2012,Round 1,2012-03-29,5344
Carlton,Dennis Armfield,6,12,14,73.7,0,1,1,0,1,87,2012,Round 1,2012-03-29,5344
Carlton,Edward Curnow,14,9,12,66.7,1,0,1,3,0,76,2012,Round 1,2012-03-29,5344
Carlton,Mitch Robinson,2,15,12,70.6,0,1,1,0,0,77,2012,Round 1,2012-03-29,5344
Carlton,Matthew Kreuzer,8,7,14,87.5,2,0,1,6,0,82,2012,Round 1,2012-03-29,5344
Carlton,Lachlan Henderson,7,9,11,68.8,1,0,0,6,1,96,2012,Round 1,2012-03-29,5344
Carlton,Jeremy Laidler,8,8,12,75.0,0,0,0,11,0,80,2012,Round 1,2012-03-29,5344
Carlton,Bret Thornton,5,10,8,53.3,1,0,3,1,0,88,2012,Round 1,2012-03-29,5344
Carlton,Edward Betts,5,6,8,61.5,0,2,2,0,0,84,2012,Round 1,2012-03-29,5344
Carlton,Zach Tuohy,4,9,11,84.6,0,0,0,2,0,87,2012,Round 1,2012-03-29,5344
Carlton,Paul Bower,4,7,10,83.3,1,0,0,11,1,95,2012,Round 1,2012-03-29,5344
Carlton,Jarrad Waite,3,8,9,81.8,3,0,2,3,0,83,2012,Round 1,2012-03-29,5344
Carlton,Shaun Hampson,7,4,6,54.5,3,1,4,5,0,79,2012,Round 1,2012-03-29,5344
Carlton,Jeff Gartlett,6,6,8,72.7,0,3,0,4,0,89,2012,Round 1,2012-03-29,5344
Carlton,Jordan Russell,1,4,5,100.0,0,0,0,1,0,73,2012,Round 1,2012-03-29,5344
Carlton,Kane Lucas,3,2,5,100.0,0,0,1,0,0,19,2012,Round 1,2012-03-29,5344
Hawthorn,Sam Mitchell,19,14,24,75.0,0,1,0,1,0,91,2012,Round 1,2012-03-30,5345
Hawthorn,Grant Birchall,5,22,22,78.6,0,0,0,1,1,80,2012,Round 1,2012-03-30,5345
Hawthorn,Brad Sewell,9,17,19,73.1,0,0,0,0,0,85,2012,Round 1,2012-03-30,5345
Hawthorn,Matthew Suckling,5,19,21,80.8,0,1,0,2,1,78,2012,Round 1,2012-03-30,5345
Hawthorn,Lance Franklin,10,13,16,76.2,2,2,3,4,0,91,2012,Round 1,2012-03-30,5345
Hawthorn,Brendan Whitecross,8,17,17,81.0,0,0,1,2,0,80,2012,Round 1,2012-03-30,5345
Hawthorn,Brent Guerra,4,13,17,85.0,0,2,0,1,1,82,2012,Round 1,2012-03-30,5345
Hawthorn,Michael Osborne,5,12,12,70.6,0,3,2,2,1,85,2012,Round 1,2012-03-30,5345
Hawthorn,Jordan Lewis,4,14,14,82.4,1,0,1,1,0,85,2012,Round 1,2012-03-30,5345
Hawthorn,Isaac Smith,4,12,12,70.6,1,0,1,0,2,90,2012,Round 1,2012-03-30,5345
Hawthorn,David Hale,7,11,9,56.2,0,1,0,5,0,84,2012,Round 1,2012-03-30,5345
Hawthorn,Cyril Rioli,14,4,13,81.2,1,2,1,3,1,84,2012,Round 1,2012-03-30,5345
Hawthorn,Shane Savage,6,8,12,80.0,1,0,1,1,0,82,2012,Round 1,2012-03-30,5345
Hawthorn,Luke Breust,7,8,11,78.6,0,0,0,1,0,79,2012,Round 1,2012-03-30,5345
Hawthorn,Broc Mccauley,10,3,10,71.4,2,0,2,3,0,79,2012,Round 1,2012-03-30,5345
Hawthorn,Shaun Burgoyne,6,7,10,76.9,0,0,0,5,1,83,2012,Round 1,2012-03-30,5345
Hawthorn,Joshua Gibson,6,7,11,84.6,1,0,0,11,0,95,2012,Round 1,2012-03-30,5345
Hawthorn,Chance Bateman,5,6,9,81.8,0,0,0,1,0,88,2012,Round 1,2012-03-30,5345
Hawthorn,Benjamin Stratton,4,6,8,72.7,0,0,0,4,1,89,2012,Round 1,2012-03-30,5345
Hawthorn,Ryan Schoenmakers,3,4,5,71.4,0,0,0,7,0,97,2012,Round 1,2012-03-30,5345
Hawthorn,Jack Gunston,1,5,6,85.7,1,2,1,0,0,37,2012,Round 1,2012-03-30,5345
Hawthorn,Jarrad Boumann 1,1,5,6,85.7,0,0,0,2,0,53,2012,Round 1,2012-03-30,5345
Collingwood,Scott Pendlebury,21,12,27,81.8,2,0,1,2,0,83,2012,Round 1,2012-03-30,5345
Collingwood,Dane Swan,5,25,22,71.0,0,1,0,0,1,80,2012,Round 1,2012-03-30,5345
Collingwood,Steele Sidebottom,9,11,14,60.9,0,0,2,0,1,84,2012,Round 1,2012-03-30,5345
Collingwood,Luke Ball,12,9,9,42.9,0,1,0,0,0,76,2012,Round 1,2012-03-30,5345
Collingwood,Jarryd Blair,9,11,12,60.0,0,0,1,1,1,80,2012,Round 1,2012-03-30,5345
Collingwood,Dale Thomas,9,8,16,84.2,1,2,1,1,3,85,2012,Round 1,2012-03-30,5345
Collingwood,Travis Cloke,13,4,11,61.1,6,1,4,1,0,96,2012,Round 1,2012-03-30,5345
Collingwood,Heath Shaw,7,6,14,87.5,1,0,0,2,4,92,2012,Round 1,2012-03-30,5345
Collingwood,Darren Jolly,10,7,11,73.3,1,0,2,3,0,94,2012,Round 1,2012-03-30,5345
Collingwood,Heritier O Brien,5,10,13,92.9,0,0,0,0,0,96,2012,Round 1,2012-03-30,5345
Collingwood,Alan Toovey,8,6,11,84.6,0,0,0,4,0,88,2012,Round 1,2012-03-30,5345
Collingwood,Tyson Goldsack,5,8,11,84.6,0,1,0,4,0,82,2012,Round 1,2012-03-30,5345
Collingwood,Martin Clarke,3,9,10,76.9,0,1,0,1,0,91,2012,Round 1,2012-03-30,5345
Collingwood,Chris Dawes,8,5,8,66.7,1,1,1,1,0,98,2012,Round 1,2012-03-30,5345
Collingwood,Alex Fasolo,6,6,10,83.3,1,1,1,0,1,79,2012,Round 1,2012-03-30,5345
Collingwood,Ben Reid,7,6,6,54.5,2,0,0,4,0,93,2012,Round 1,2012-03-30,5345
Collingwood,Ben Sinclair,5,8,7,63.6,0,0,0,1,1,79,2012,Round 1,2012-03-30,5345
Collingwood,Luke Rounds,1,9,7,70.0,0,1,0,0,0,81,2012,Round 1,2012-03-30,5345
Collingwood,Jackson Paine,3,3,5,83.3,1,1,1,0,0,82,2012,Round 1,2012-03-30,5345
Collingwood,Paul Seedsman,2,4,4,80.0,0,0,0,0,0,32,2012,Round 1,2012-03-30,5345
Collingwood,Lachlan Keeffe,4,1,4,100.0,0,0,0,5,0,81,2012,Round 1,2012-03-30,5345
Collingwood,Peter Yagmoor,0,0,0,0.0,0,0,0,0,0,45,2012,Round 1,2012-03-30,5345
Melbourne,James Magner,10,12,16,69.6,0,0,0,3,0,62,2012,Round 1,2012-03-31,5346
Melbourne,Nathan Jones,9,11,12,60.0,1,0,0,0,2,79,2012,Round 1,2012-03-31,5346
Melbourne,Joel Macdonald,9,9,15,78.9,1,1,0,3,1,96,2012,Round 1,2012-03-31,5346
Melbourne,Jack Watts,4,13,15,83.3,0,0,0,0,1,86,2012,Round 1,2012-03-31,5346
Melbourne,James Frawley,6,6,13,76.5,1,0,0,6,1,100,2012,Round 1,2012-03-31,5346
Melbourne,Jack Trengove,9,8,8,47.1,2,1,1,0,0,80,2012,Round 1,2012-03-31,5346
Melbourne,Jordie Mckenzie,10,6,12,75.0,0,0,0,0,0,71,2012,Round 1,2012-03-31,5346
Melbourne,Clint Bartram,4,11,11,73.3,1,0,0,1,0,96,2012,Round 1,2012-03-31,5346
Melbourne,Jack Grimes,5,6,13,86.7,0,0,0,0,0,90,2012,Round 1,2012-03-31,5346
Melbourne,Brad Green,7,6,11,78.6,1,0,0,2,0,94,2012,Round 1,2012-03-31,5346
Melbourne,Josh Tynan,8,7,5,35.7,0,0,0,2,0,77,2012,Round 1,2012-03-31,5346
Melbourne,Brent Moloney,9,4,6,46.2,0,0,0,4,0,82,2012,Round 1,2012-03-31,5346
Melbourne,Mark Jamar,9,3,8,66.7,2,1,0,3,0,79,2012,Round 1,2012-03-31,5346
Melbourne,Colin Garland,6,7,9,75.0,0,0,0,3,0,94,2012,Round 1,2012-03-31,5346
Melbourne,Rohan Bail,9,4,9,75.0,0,1,0,1,0,86,2012,Round 1,2012-03-31,5346
Melbourne,Aaron Davey,8,3,8,72.7,0,1,0,0,0,80,2012,Round 1,2012-03-31,5346
Melbourne,Matthew Bate,5,5,5,50.0,0,0,0,0,0,22,2012,Round 1,2012-03-31,5346
Melbourne,Mitchell Clark,6,4,6,60.0,1,0,1,3,2,94,2012,Round 1,2012-03-31,5346
Melbourne,Jeremy Howe,4,6,6,60.0,1,0,2,1,0,95,2012,Round 1,2012-03-31,5346
Melbourne,Stefan Martin,5,2,7,87.5,3,0,1,2,0,77,2012,Round 1,2012-03-31,5346
Melbourne,Jared Rivers,7,1,4,57.1,1,0,0,5,0,100,2012,Round 1,2012-03-31,5346
Melbourne,Sam Blease,3,2,1,20.0,0,0,0,1,1,60,2012,Round 1,2012-03-31,5346
Brisbane Lions,Simon Black,13,18,24,80.0,0,2,0,2,2,75,2012,Round 1,2012-03-31,5346
Brisbane Lions,Jed Adcock,7,22,24,82.8,0,1,1,6,0,86,2012,Round 1,2012-03-31,5346
Brisbane Lions,Claye Beams,9,16,16,64.0,0,0,0,2,0,77,2012,Round 1,2012-03-31,5346
Brisbane Lions,Daniel Rich,9,17,18,75.0,0,1,0,1,0,79,2012,Round 1,2012-03-31,5346
Brisbane Lions,Pearce Hanley,4,17,20,87.0,1,0,1,2,1,86,2012,Round 1,2012-03-31,5346
Brisbane Lions,Tom Rockliff,12,12,15,65.2,6,1,6,4,0,86,2012,Round 1,2012-03-31,5346
Brisbane Lions,Mitchell Golby,6,15,14,70.0,0,0,0,6,1,89,2012,Round 1,2012-03-31,5346
Brisbane Lions,Cheynee Stiller,4,15,16,84.2,1,0,0,3,0,85,2012,Round 1,2012-03-31,5346
Brisbane Lions,Jack Redden,7,11,13,72.2,0,0,1,1,0,84,2012,Round 1,2012-03-31,5346
Brisbane Lions,Nial Mckeever,6,11,14,77.8,2,0,0,9,0,96,2012,Round 1,2012-03-31,5346
Brisbane Lions,Jared Polec,6,13,16,88.9,1,0,0,0,0,82,2012,Round 1,2012-03-31,5346
Brisbane Lions,Ben Hudson,15,2,9,52.9,1,0,0,5,0,81,2012,Round 1,2012-03-31,5346
Brisbane Lions,Daniel Merrett,7,9,10,62.5,1,0,2,5,0,99,2012,Round 1,2012-03-31,5346
Brisbane Lions,Joel Patfull,11,7,12,75.0,0,0,0,13,0,98,2012,Round 1,2012-03-31,5346
Brisbane Lions,James Polkinghorne,10,7,13,81.2,0,1,1,1,0,79,2012,Round 1,2012-03-31,5346
Brisbane Lions,Matthew Maguire,2,12,11,78.6,0,0,0,11,0,97,2012,Round 1,2012-03-31,5346
Brisbane Lions,Ashley Mcgrath,2,10,9,75.0,0,0,0,0,2,93,2012,Round 1,2012-03-31,5346
Brisbane Lions,Ryan Lester,3,7,9,75.0,0,0,0,1,0,79,2012,Round 1,2012-03-31,5346
Brisbane Lions,Rohan Bewick,4,7,8,72.7,1,1,0,1,1,58,2012,Round 1,2012-03-31,5346
Brisbane Lions,Todd Banfield,5,6,7,70.0,0,0,1,3,0,80,2012,Round 1,2012-03-31,5346
Brisbane Lions,Matthew Leuenberger,6,4,9,100.0,2,3,1,2,0,85,2012,Round 1,2012-03-31,5346
Brisbane Lions,Sam Sheldon,2,2,1,20.0,0,0,1,0,0,24,2012,Round 1,2012-03-31,5346
Gold Coast,Gary Jnr Ablett,16,27,28,66.7,0,1,0,2,1,92,2012,Round 1,2012-03-31,5347
Gold Coast,Jared Brennan,8,20,18,66.7,1,0,0,8,2,92,2012,Round 1,2012-03-31,5347
Gold Coast,Michael Rischitelli,13,13,21,80.8,0,1,0,1,1,77,2012,Round 1,2012-03-31,5347
Gold Coast,Sam Iles,4,16,19,86.4,1,0,0,0,0,89,2012,Round 1,2012-03-31,5347
Gold Coast,David Swallow,10,12,12,54.5,1,1,1,2,1,83,2012,Round 1,2012-03-31,5347
Gold Coast,Harley Bennell,9,14,17,77.3,1,1,1,0,1,89,2012,Round 1,2012-03-31,5347
Gold Coast,Dion Prestia,7,12,15,78.9,0,0,1,1,0,65,2012,Round 1,2012-03-31,5347
Gold Coast,Jarrod Harbrow,7,10,15,88.2,0,1,0,7,4,98,2012,Round 1,2012-03-31,5347
Gold Coast,Aaron Hall,3,14,13,76.5,0,1,1,0,0,75,2012,Round 1,2012-03-31,5347
Gold Coast,Josh Caddy,8,8,8,50.0,2,0,1,2,0,74,2012,Round 1,2012-03-31,5347
Gold Coast,Luke Russell,1,15,11,68.8,0,0,1,1,0,46,2012,Round 1,2012-03-31,5347
Gold Coast,Campbell Brown,4,10,13,86.7,2,1,2,0,0,98,2012,Round 1,2012-03-31,5347
Gold Coast,Karmichael Hunt,7,8,8,53.3,0,0,0,1,0,71,2012,Round 1,2012-03-31,5347
Gold Coast,Zac Smith,9,4,10,76.9,0,1,1,4,0,83,2012,Round 1,2012-03-31,5347
Gold Coast,Steven May,3,7,7,63.6,1,0,0,7,0,87,2012,Round 1,2012-03-31,5347
Gold Coast,Brandon Matera,2,8,7,70.0,0,1,0,1,0,82,2012,Round 1,2012-03-31,5347
Gold Coast,Matthew Warnock,6,3,8,88.9,0,0,0,8,0,97,2012,Round 1,2012-03-31,5347
Gold Coast,Thomas Lynch,4,5,5,55.6,0,0,0,2,0,94,2012,Round 1,2012-03-31,5347
Gold Coast,Jeremy Taylor,3,6,5,55.6,1,0,0,4,0,91,2012,Round 1,2012-03-31,5347
Gold Coast,Tom Hickey,5,4,6,66.7,0,0,0,5,0,76,2012,Round 1,2012-03-31,5347
Gold Coast,Daniel Gorringe,3,6,6,75.0,0,0,0,3,0,89,2012,Round 1,2012-03-31,5347
Gold Coast,Sebastian Tape,3,4,6,75.0,0,0,0,1,0,51,2012,Round 1,2012-03-31,5347
Adelaide,Scott Thompson,12,26,28,71.8,0,2,1,0,0,84,2012,Round 1,2012-03-31,5347
Adelaide,Patrick Dangerfield,14,11,21,84.0,0,0,1,1,1,92,2012,Round 1,2012-03-31,5347
Adelaide,Rory Sloane,9,16,17,70.8,0,0,0,2,0,86,2012,Round 1,2012-03-31,5347
Adelaide,Brent Reilly,10,12,16,69.6,1,0,0,2,0,87,2012,Round 1,2012-03-31,5347
Adelaide,Nathan Van Berlo,8,13,19,86.4,0,0,2,2,0,84,2012,Round 1,2012-03-31,5347
Adelaide,Bernie Vince,9,12,15,68.2,0,2,0,0,0,84,2012,Round 1,2012-03-31,5347
Adelaide,David Mackay,7,14,17,81.0,0,1,1,0,0,86,2012,Round 1,2012-03-31,5347
Adelaide,Richard Douglas,6,16,12,63.2,0,2,1,5,0,83,2012,Round 1,2012-03-31,5347
Adelaide,Kurt Tippett,9,10,14,73.7,3,1,3,3,0,90,2012,Round 1,2012-03-31,5347
Adelaide,Brodie Smith,4,13,16,84.2,0,1,0,1,0,84,2012,Round 1,2012-03-31,5347
Adelaide,Graham Johncock,1,14,15,83.3,0,0,0,3,0,88,2012,Round 1,2012-03-31,5347
Adelaide,Sam Jacobs,6,12,12,66.7,0,0,0,4,0,87,2012,Round 1,2012-03-31,5347
Adelaide,Ian Callinan,9,9,9,50.0,0,0,3,0,0,84,2012,Round 1,2012-03-31,5347
Adelaide,Michael Doughty,8,8,15,88.2,0,0,0,2,0,81,2012,Round 1,2012-03-31,5347
Adelaide,Jason Porplyzia,11,7,13,76.5,1,0,0,3,0,87,2012,Round 1,2012-03-31,5347
Adelaide,Andy Otten,3,14,16,94.1,0,1,0,5,0,89,2012,Round 1,2012-03-31,5347
Adelaide,Taylor Walker,5,11,11,73.3,1,1,3,1,0,90,2012,Round 1,2012-03-31,5347
Adelaide,Daniel Talia,9,6,11,73.3,2,0,0,4,0,94,2012,Round 1,2012-03-31,5347
Adelaide,Jared Petrenko,6,6,9,69.2,1,3,0,0,0,79,2012,Round 1,2012-03-31,5347
Adelaide,Ben Rutten,1,10,7,70.0,0,0,0,3,0,84,2012,Round 1,2012-03-31,5347
Adelaide,Ricky Henderson,2,5,7,87.5,0,1,0,1,0,36,2012,Round 1,2012-03-31,5347
Adelaide,Tom Lynch,3,4,2,28.6,1,0,1,0,0,42,2012,Round 1,2012-03-31,5347
Fremantle,Nathan Fyfe,15,17,15,50.0,2,0,1,2,1,80,2012,Round 1,2012-03-31,5348
Fremantle,Michael Johnson,7,16,19,79.2,1,0,0,2,0,100,2012,Round 1,2012-03-31,5348
Fremantle,Ryan Crowley,14,9,15,68.2,1,0,0,1,0,81,2012,Round 1,2012-03-31,5348
Fremantle,Garrick Ibbotson,10,12,16,72.7,0,0,1,1,0,81,2012,Round 1,2012-03-31,5348
Fremantle,Tendai Mzungu,9,12,11,50.0,1,0,0,2,0,82,2012,Round 1,2012-03-31,5348
Fremantle,Paul Duffield,5,17,17,81.0,0,1,0,5,0,90,2012,Round 1,2012-03-31,5348
Fremantle,Hayden Ballantyne,7,12,12,60.0,0,1,0,2,2,81,2012,Round 1,2012-03-31,5348
Fremantle,Matthew Deboer,8,12,16,80.0,3,1,1,1,0,79,2012,Round 1,2012-03-31,5348
Fremantle,Aaron Sandilands,18,2,13,68.4,3,1,0,2,0,77,2012,Round 1,2012-03-31,5348
Fremantle,Stephen Hill,7,12,13,68.4,0,0,0,4,2,81,2012,Round 1,2012-03-31,5348
Fremantle,Nicholas Suban,10,9,14,73.7,0,0,0,0,0,94,2012,Round 1,2012-03-31,5348
Fremantle,Matthew Pavlich,6,10,13,76.5,1,0,2,0,0,88,2012,Round 1,2012-03-31,5348
Fremantle,Christopher Mayne,6,10,13,81.2,1,1,0,1,0,88,2012,Round 1,2012-03-31,5348
Fremantle,Greg Broughton,6,8,7,50.0,0,0,0,2,0,79,2012,Round 1,2012-03-31,5348
Fremantle,Kepler Bradley,9,4,12,92.3,1,2,0,1,0,84,2012,Round 1,2012-03-31,5348
Fremantle,Michael Barlow,7,7,8,61.5,0,0,0,1,0,33,2012,Round 1,2012-03-31,5348
Fremantle,Luke Mcpharlin,5,7,12,100.0,2,0,0,6,0,100,2012,Round 1,2012-03-31,5348
Fremantle,Zac Dawson,5,6,9,75.0,0,0,0,8,0,100,2012,Round 1,2012-03-31,5348
Fremantle,Zachary Clarke,5,7,8,72.7,1,1,2,7,0,85,2012,Round 1,2012-03-31,5348
Fremantle,Adam Mcphee,4,6,6,66.7,1,1,0,1,0,98,2012,Round 1,2012-03-31,5348
Fremantle,Josh Mellington,4,2,4,80.0,0,1,0,0,0,79,2012,Round 1,2012-03-31,5348
Fremantle,Clancee Pearce,0,5,4,100.0,0,0,0,1,0,42,2012,Round 1,2012-03-31,5348
Geelong,Joel Selwood,17,15,19,57.6,0,0,0,3,1,87,2012,Round 1,2012-03-31,5348
Geelong,James Kelly,15,12,19,73.1,0,1,0,5,0,86,2012,Round 1,2012-03-31,5348
Geelong,Paul Chapman,9,12,21,87.5,0,0,0,0,0,88,2012,Round 1,2012-03-31,5348
Geelong,James Bartel,13,7,10,47.6,2,0,4,4,0,92,2012,Round 1,2012-03-31,5348
Geelong,Andrew Mackie,7,13,14,70.0,0,0,1,3,0,92,2012,Round 1,2012-03-31,5348
Geelong,Joel Corey,9,8,10,55.6,0,0,0,0,0,89,2012,Round 1,2012-03-31,5348
Geelong,Steve Johnson,6,10,11,68.8,0,1,0,1,1,89,2012,Round 1,2012-03-31,5348
