Team,Player_fw,Contested_Possessions_fw,Uncontested_Possessions_fw,Effective_Disposals,Disposal_Efficiency_Pct,Contested_Marks_fw,Goal_Assists_fw,Marks_Inside_50_fw,One_Percenters_fw,Bounces_fw,Centre_Clearances,Stoppage_Clearances,Score_Involvements_Actual,Metres_Gained,Turnovers,Intercepts,Tackles_Inside_50,Time_On_Ground_Pct,Season,Round_fw,Date,mid
Richmond,Kane Lambert,10,20,19,67.9,0,1,2,2,1,2,1,9,366,5,2,0,83,2016,Round 1,2016-03-24,6172
Richmond,Bachar Houli,5,14,18,75.0,1,1,0,3,0,0,1,3,544,9,2,0,90,2016,Round 1,2016-03-24,6172
Richmond,Dustin Martin,7,18,19,79.2,0,2,0,1,0,2,4,6,332,6,1,0,81,2016,Round 1,2016-03-24,6172
Richmond,Trent Cotchin,10,11,12,57.1,0,0,0,0,0,1,2,5,323,4,5,1,83,2016,Round 1,2016-03-24,6172
Richmond,Brandon Ellis,8,12,17,81.0,1,1,0,0,1,1,2,2,160,4,3,0,88,2016,Round 1,2016-03-24,6172
Richmond,Alex Rance,9,11,18,90.0,2,1,0,0,0,0,0,3,185,1,10,0,98,2016,Round 1,2016-03-24,6172
Richmond,Anthony Miles,13,6,14,73.7,0,0,0,0,0,3,4,5,213,3,2,0,72,2016,Round 1,2016-03-24,6172
Richmond,Jack Riewoldt,9,10,12,66.7,0,0,3,0,0,0,2,6,148,2,0,1,96,2016,Round 1,2016-03-24,6172
Richmond,Nick Vlastuin,6,12,14,77.8,0,0,0,3,0,0,1,7,263,5,6,0,80,2016,Round 1,2016-03-24,6172
Richmond,David Astbury,6,9,11,68.8,2,0,0,6,0,0,0,1,275,4,10,0,90,2016,Round 1,2016-03-24,6172
Richmond,Jacob Townsend,8,8,12,75.0,0,0,0,0,0,2,0,6,153,2,2,0,78,2016,Round 1,2016-03-24,6172
Richmond,Kamdyn Mcintosh,7,9,12,85.7,0,0,0,2,0,0,3,2,239,2,3,0,87,2016,Round 1,2016-03-24,6172
Richmond,Sam Lloyd,6,7,10,71.4,1,0,0,0,0,0,2,6,290,7,1,0,87,2016,Round 1,2016-03-24,6172
Richmond,Connor Menadue,4,9,10,76.9,0,2,2,1,0,0,1,7,217,2,4,0,82,2016,Round 1,2016-03-24,6172
Richmond,Shane Edwards,6,4,11,91.7,0,1,0,0,0,1,1,7,273,1,1,0,83,2016,Round 1,2016-03-24,6172
Richmond,Corey Ellis,3,8,7,63.6,1,0,0,1,0,0,0,3,341,4,2,0,81,2016,Round 1,2016-03-24,6172
Richmond,Benjamin Griffiths,5,5,9,90.0,0,3,1,3,0,1,0,4,278,2,1,0,71,2016,Round 1,2016-03-24,6172
Richmond,Shaun Hampson,3,5,5,62.5,0,0,0,3,0,1,0,2,49,1,1,0,76,2016,Round 1,2016-03-24,6172
Richmond,Tyrone Vickery,3,5,6,75.0,2,0,3,0,0,0,0,6,198,0,0,0,72,2016,Round 1,2016-03-24,6172
Richmond,Daniel Rioli,1,5,4,57.1,0,0,1,0,0,0,0,3,228,1,1,2,69,2016,Round 1,2016-03-24,6172
Richmond,Dylan Grimes,1,5,5,83.3,0,0,0,6,0,0,0,0,89,2,1,0,84,2016,Round 1,2016-03-24,6172
Richmond,Steven Morris,1,3,4,100.0,0,0,0,1,0,0,0,1,133,1,1,0,71,2016,Round 1,2016-03-24,6172
Carlton,Kade Simpson,6,23,23,74.2,0,0,1,2,0,2,0,3,537,9,7,0,95,2016,Round 1,2016-03-24,6172
Carlton,Bryce Gibbs,7,22,21,70.0,0,1,1,0,0,1,1,10,377,1,3,0,82,2016,Round 1,2016-03-24,6172
Carlton,Sam Docherty,8,21,24,82.8,1,0,0,3,0,0,0,6,365,3,8,0,84,2016,Round 1,2016-03-24,6172
Carlton,Marc Murphy,6,20,22,81.5,0,1,1,0,1,0,3,6,640,5,4,0,73,2016,Round 1,2016-03-24,6172
Carlton,Patrick Cripps,17,10,20,74.1,0,0,1,1,0,2,8,6,115,3,2,0,84,2016,Round 1,2016-03-24,6172
Carlton,Sam Kerridge,10,15,17,70.8,0,1,1,0,0,2,4,4,446,6,3,0,86,2016,Round 1,2016-03-24,6172
Carlton,Nicholas Graham,4,19,18,78.3,0,1,1,0,0,1,0,6,342,4,2,1,88,2016,Round 1,2016-03-24,6172
Carlton,Edward Curnow,8,12,15,75.0,0,0,0,1,1,1,2,2,257,2,3,0,77,2016,Round 1,2016-03-24,6172
Carlton,Zach Tuohy,5,14,16,88.9,0,2,0,2,0,0,0,7,246,3,6,0,89,2016,Round 1,2016-03-24,6172
Carlton,Andrejs Everitt,6,11,16,94.1,0,1,2,0,1,1,0,4,271,2,3,2,72,2016,Round 1,2016-03-24,6172
Carlton,Jacob Weitering,6,11,16,94.1,3,0,0,3,0,0,0,3,226,3,5,0,81,2016,Round 1,2016-03-24,6172
